gm_code,gm_naam,jaar,lbm,afw,fys,onv,soc,vrz,won
GM0059,Achtkarspelen,2016,4.121703269739056,0.019438418595371453,NA,NA,NA,NA,NA
GM0059,Achtkarspelen,2018,4.098389255433888,-0.0038755957097975206,0.03144935729017578,0.05949152145176947,0.04710863672685919,-0.17297719669496772,0.031052085516365478
GM0059,Achtkarspelen,2020,4.1006727348258485,-0.0015921163178371513,0.025779060461165713,0.05800565371269841,0.04179832940828452,-0.1574989674540071,0.030323807554021042
GM0059,Achtkarspelen,2022,4.110582530560842,0.008317679417157567,0.03115366515837202,0.06813533091119992,0.04401611195068398,-0.17102311505589807,0.03603568645279943
GM0060,Ameland,2002,4.224805927423075,0.1225410762793906,NA,NA,NA,NA,NA
GM0060,Ameland,2008,4.251038313159937,0.14877346201625224,NA,NA,NA,NA,NA
GM0060,Ameland,2012,4.273795333407563,0.1715304822638774,NA,NA,NA,NA,NA
GM0060,Ameland,2014,4.269222766841127,0.16695791569744092,0.1724882019775509,0.09412606687319594,0.07038036095736014,-0.20989831767938907,0.039861603568722696
GM0060,Ameland,2016,4.30411340537473,0.20184855423104545,NA,NA,NA,NA,NA
GM0060,Ameland,2018,4.2735837350273,0.17131888388361502,0.14764872895264963,0.11884617035215068,0.07312589512810808,-0.21171751863993032,0.043415608090636715
GM0060,Ameland,2020,4.277750681512291,0.1754858303686062,0.15386420078610893,0.12793227177324354,0.0724462357525743,-0.21038671767715325,0.031629839733832356
GM0060,Ameland,2022,4.270089340769776,0.16782448962609123,0.1584045671602632,0.11711577429271072,0.06153604827808404,-0.21375537869164046,0.04452347858667347
GM0072,Harlingen,2002,4.019295711937779,-0.08296913920590641,NA,NA,NA,NA,NA
GM0072,Harlingen,2008,4.054343710908445,-0.04792114023524044,NA,NA,NA,NA,NA
GM0072,Harlingen,2012,4.084872104494489,-0.01739274664919568,NA,NA,NA,NA,NA
GM0072,Harlingen,2014,4.11855054107219,0.016285689928504137,0.04014434419247746,0.04800715294868806,0.016584732516923748,-0.09977015120236553,0.011319611472780138
GM0072,Harlingen,2016,4.139620521146711,0.03735567000302602,NA,NA,NA,NA,NA
GM0072,Harlingen,2018,4.139821691817111,0.03755684067342498,0.03460000048185518,0.06256299661748918,0.01506555080483663,-0.09539872547323462,0.020727018242478346
GM0072,Harlingen,2020,4.141180393140681,0.03891554199699632,0.03682048802788761,0.06802106410464458,0.0119576530725001,-0.09354611903464344,0.01566245582660718
GM0072,Harlingen,2022,4.1585264310161705,0.05626157987248567,0.03744079755037265,0.06950264455844504,0.011256906685947464,-0.09140015463434711,0.02946138571206738
GM0074,Heerenveen,2002,4.087348251474646,-0.014916599669038683,NA,NA,NA,NA,NA
GM0074,Heerenveen,2008,4.121195885753184,0.01893103460949884,NA,NA,NA,NA,NA
GM0074,Heerenveen,2012,4.113070485032999,0.01080563388931416,NA,NA,NA,NA,NA
GM0074,Heerenveen,2014,4.193054494540425,0.09078964339673938,0.03168856840645338,0.09264119526490741,0.07272385756871214,-0.16026517941455304,0.054001201571219244
GM0074,Heerenveen,2016,4.159982302646524,0.05771745150283838,NA,NA,NA,NA,NA
GM0074,Heerenveen,2018,4.163055072494426,0.06079022135074114,0.043983183757529534,0.046940104065811214,0.03200757810625612,-0.07952030008994924,0.017379655511093245
GM0074,Heerenveen,2020,4.1677772178609445,0.0655123667172594,0.03978532611391041,0.046336190846467694,0.026408432618139438,-0.06522340554955364,0.018205822688295178
GM0074,Heerenveen,2022,4.195412662411387,0.0931478112677022,0.04008983510505779,0.050671798093195455,0.032548381343579666,-0.05960540702267986,0.029443203748548846
GM0080,Leeuwarden,2002,4.043837611495307,-0.05842723964837824,NA,NA,NA,NA,NA
GM0080,Leeuwarden,2008,4.0796745174886855,-0.022590333654999642,NA,NA,NA,NA,NA
GM0080,Leeuwarden,2012,4.079816866277813,-0.022447984865872014,NA,NA,NA,NA,NA
GM0080,Leeuwarden,2014,4.0881581032591345,-0.014106747884551053,0.032142542495556946,-0.031066585964904143,-0.0012471407258341362,0.00400106683135168,-0.017936630520721687
GM0080,Leeuwarden,2016,4.104190045547341,0.0019251944036559766,NA,NA,NA,NA,NA
GM0080,Leeuwarden,2018,4.111302435839808,0.009037584696123053,0.030773945420989875,-0.0144530239092968,-0.0019808772382777723,0.004461599243806796,-0.009764058821099321
GM0080,Leeuwarden,2020,4.057179726521229,-0.04508512462245657,0.02657200393474015,-0.01354448831358054,-0.0011023029919864727,-0.027759833430108433,-0.02925050382152155
GM0080,Leeuwarden,2022,4.127719315148497,0.025454464004812428,0.025141278377491565,-0.01204534023723384,-0.003548968629200192,0.014307648233513291,0.0015998462602413235
GM0085,Ooststellingwerf,2002,4.114467573104925,0.01220272196123948,NA,NA,NA,NA,NA
GM0085,Ooststellingwerf,2008,4.123382820743753,0.021117969600068263,NA,NA,NA,NA,NA
GM0085,Ooststellingwerf,2012,4.135189264231661,0.03292441308797583,NA,NA,NA,NA,NA
GM0085,Ooststellingwerf,2014,4.1244082471285815,0.022143395984896685,0.05926279958712051,0.04644090429596136,0.04965201520405293,-0.14749393303961603,0.014281609937377662
GM0085,Ooststellingwerf,2016,4.134747664344846,0.032482813201161156,NA,NA,NA,NA,NA
GM0085,Ooststellingwerf,2018,4.143128483178794,0.040863632035108885,0.062044183575916706,0.05641903009935748,0.05159772369171133,-0.1494397180920635,0.020242412760186578
