"ID";"RegioS";"Perioden";"GemiddeldeVerkoopprijs_1"
"6692";"GM0156";"2017JJ00";""
"6693";"GM0156";"2018JJ00";""
"6694";"GM0156";"2019JJ00";""
"6695";"GM0156";"2020JJ00";""
"6696";"GM0156";"2021JJ00";""
"6697";"GM0156";"2022JJ00";""
"6698";"GM0156";"2023JJ00";""
"6699";"GM0512";"1995JJ00";"   89486"
"6700";"GM0512";"1996JJ00";"   99219"
"6701";"GM0512";"1997JJ00";"   99270"
"6702";"GM0512";"1998JJ00";"  114319"
"6703";"GM0512";"1999JJ00";"  136289"
"6704";"GM0512";"2000JJ00";"  159488"
"6705";"GM0512";"2001JJ00";"  170593"
"6706";"GM0512";"2002JJ00";"  197507"
"6707";"GM0512";"2003JJ00";"  199615"
"6708";"GM0512";"2004JJ00";"  207049"
"6709";"GM0512";"2005JJ00";"  215838"
"6710";"GM0512";"2006JJ00";"  223055"
"6711";"GM0512";"2007JJ00";"  229216"
"6712";"GM0512";"2008JJ00";"  247243"
"6713";"GM0512";"2009JJ00";"  245963"
"6714";"GM0512";"2010JJ00";"  235063"
"6715";"GM0512";"2011JJ00";"  224441"
"6716";"GM0512";"2012JJ00";"  223261"
"6717";"GM0512";"2013JJ00";"  201984"
"6718";"GM0512";"2014JJ00";"  205229"
"6719";"GM0512";"2015JJ00";"  210947"
"6720";"GM0512";"2016JJ00";"  218140"
"6721";"GM0512";"2017JJ00";"  221038"
"6722";"GM0512";"2018JJ00";"  256468"
"6723";"GM0512";"2019JJ00";"  265976"
"6724";"GM0512";"2020JJ00";"  299465"
"6725";"GM0512";"2021JJ00";"  378024"
"6726";"GM0512";"2022JJ00";"  398529"
"6727";"GM0512";"2023JJ00";"  395739"
"6728";"GM0239";"1995JJ00";"  144097"
"6729";"GM0239";"1996JJ00";"  166725"
"6730";"GM0239";"1997JJ00";"  189985"
"6731";"GM0239";"1998JJ00";"  193907"
"6732";"GM0239";"1999JJ00";"  236516"
"6733";"GM0239";"2000JJ00";"  301562"
"6734";"GM0239";"2001JJ00";"  323500"
"6735";"GM0239";"2002JJ00";"  330088"
"6736";"GM0239";"2003JJ00";"  289909"
"6737";"GM0239";"2004JJ00";"  328942"
"6738";"GM0239";"2005JJ00";""
"6739";"GM0239";"2006JJ00";""
"6740";"GM0239";"2007JJ00";""
"6741";"GM0239";"2008JJ00";""
"6742";"GM0239";"2009JJ00";""
"6743";"GM0239";"2010JJ00";""
"6744";"GM0239";"2011JJ00";""
"6745";"GM0239";"2012JJ00";""
"6746";"GM0239";"2013JJ00";""
"6747";"GM0239";"2014JJ00";""
"6748";"GM0239";"2015JJ00";""
"6749";"GM0239";"2016JJ00";""
"6750";"GM0239";"2017JJ00";""
"6751";"GM0239";"2018JJ00";""
"6752";"GM0239";"2019JJ00";""
"6753";"GM0239";"2020JJ00";""
"6754";"GM0239";"2021JJ00";""
"6755";"GM0239";"2022JJ00";""
"6756";"GM0239";"2023JJ00";""
"6757";"GM0513";"1995JJ00";"   90808"
"6758";"GM0513";"1996JJ00";"   96835"
"6759";"GM0513";"1997JJ00";"  114234"
"6760";"GM0513";"1998JJ00";"  118442"
"6761";"GM0513";"1999JJ00";"  138087"
"6762";"GM0513";"2000JJ00";"  163068"
"6763";"GM0513";"2001JJ00";"  177087"
"6764";"GM0513";"2002JJ00";"  185342"
"6765";"GM0513";"2003JJ00";"  184288"
"6766";"GM0513";"2004JJ00";"  186369"
"6767";"GM0513";"2005JJ00";"  193993"
"6768";"GM0513";"2006JJ00";"  206255"
"6769";"GM0513";"2007JJ00";"  200835"
"6770";"GM0513";"2008JJ00";"  208113"
"6771";"GM0513";"2009JJ00";"  208479"
"6772";"GM0513";"2010JJ00";"  193318"
"6773";"GM0513";"2011JJ00";"  195145"
"6774";"GM0513";"2012JJ00";"  193920"
"6775";"GM0513";"2013JJ00";"  179142"
"6776";"GM0513";"2014JJ00";"  175610"
"6777";"GM0513";"2015JJ00";"  192073"
"6778";"GM0513";"2016JJ00";"  186945"
"6779";"GM0513";"2017JJ00";"  207498"
"6780";"GM0513";"2018JJ00";"  226719"
"6781";"GM0513";"2019JJ00";"  251188"
"6782";"GM0513";"2020JJ00";"  278996"
"6783";"GM0513";"2021JJ00";"  327961"
"6784";"GM0513";"2022JJ00";"  370521"
"6785";"GM0513";"2023JJ00";"  363025"
"6786";"GM0693";"1995JJ00";"  125191"
"6787";"GM0693";"1996JJ00";"  131816"
"6788";"GM0693";"1997JJ00";"  168324"
"6789";"GM0693";"1998JJ00";"  155417"
"6790";"GM0693";"1999JJ00";"  186892"
"6791";"GM0693";"2000JJ00";"  210211"
"6792";"GM0693";"2001JJ00";"  270535"
"6793";"GM0693";"2002JJ00";"  265383"
"6794";"GM0693";"2003JJ00";"  302101"
"6795";"GM0693";"2004JJ00";"  267590"
"6796";"GM0693";"2005JJ00";"  258527"
"6797";"GM0693";"2006JJ00";"  330455"
"6798";"GM0693";"2007JJ00";"  318370"
"6799";"GM0693";"2008JJ00";"  341673"
"6800";"GM0693";"2009JJ00";"  309560"
"6801";"GM0693";"2010JJ00";"  306403"
"6802";"GM0693";"2011JJ00";"  298075"
"6803";"GM0693";"2012JJ00";"  268975"
"6804";"GM0693";"2013JJ00";""
"6805";"GM0693";"2014JJ00";""
"6806";"GM0693";"2015JJ00";""
"6807";"GM0693";"2016JJ00";""
"6808";"GM0693";"2017JJ00";""
"6809";"GM0693";"2018JJ00";""
"6810";"GM0693";"2019JJ00";""
"6811";"GM0693";"2020JJ00";""
"6812";"GM0693";"2021JJ00";""
"6813";"GM0693";"2022JJ00";""
"6814";"GM0693";"2023JJ00";""
"6815";"GM0365";"1995JJ00";"   97064"
"6816";"GM0365";"1996JJ00";"  103192"
"6817";"GM0365";"1997JJ00";"  122516"
"6818";"GM0365";"1998JJ00";"  140467"
"6819";"GM0365";"1999JJ00";"  181798"
"6820";"GM0365";"2000JJ00";"  176293"
"6821";"GM0365";"2001JJ00";"  204580"
"6822";"GM0365";"2002JJ00";"  267565"
"6823";"GM0365";"2003JJ00";"  259081"
"6824";"GM0365";"2004JJ00";"  243827"
"6825";"GM0365";"2005JJ00";"  261122"
"6826";"GM0365";"2006JJ00";"  265908"
"6827";"GM0365";"2007JJ00";"  286776"
"6828";"GM0365";"2008JJ00";"  347557"
"6829";"GM0365";"2009JJ00";"  296031"
"6830";"GM0365";"2010JJ00";"  273661"
"6831";"GM0365";"2011JJ00";"  268314"
"6832";"GM0365";"2012JJ00";"  260687"
"6833";"GM0365";"2013JJ00";"  216042"
"6834";"GM0365";"2014JJ00";"  252765"
"6835";"GM0365";"2015JJ00";""
"6836";"GM0365";"2016JJ00";""
"6837";"GM0365";"2017JJ00";""
"6838";"GM0365";"2018JJ00";""
"6839";"GM0365";"2019JJ00";""
"6840";"GM0365";"2020JJ00";""
"6841";"GM0365";"2021JJ00";""
"6842";"GM0365";"2022JJ00";""
"6843";"GM0365";"2023JJ00";""
"6844";"GM0157";"1995JJ00";"   82291"
"6845";"GM0157";"1996JJ00";"   98051"
"6846";"GM0157";"1997JJ00";"   99824"
"6847";"GM0157";"1998JJ00";"  127612"
"6848";"GM0157";"1999JJ00";"  117403"
"6849";"GM0157";"2000JJ00";"  163023"
"6850";"GM0157";"2001JJ00";""
"6851";"GM0157";"2002JJ00";""
"6852";"GM0157";"2003JJ00";""
"6853";"GM0157";"2004JJ00";""
"6854";"GM0157";"2005JJ00";""
"6855";"GM0157";"2006JJ00";""
"6856";"GM0157";"2007JJ00";""
"6857";"GM0157";"2008JJ00";""
"6858";"GM0157";"2009JJ00";""
"6859";"GM0157";"2010JJ00";""
"6860";"GM0157";"2011JJ00";""
"6861";"GM0157";"2012JJ00";""
"6862";"GM0157";"2013JJ00";""
"6863";"GM0157";"2014JJ00";""
"6864";"GM0157";"2015JJ00";""
"6865";"GM0157";"2016JJ00";""
"6866";"GM0157";"2017JJ00";""
"6867";"GM0157";"2018JJ00";""
"6868";"GM0157";"2019JJ00";""
"6869";"GM0157";"2020JJ00";""
"6870";"GM0157";"2021JJ00";""
"6871";"GM0157";"2022JJ00";""
"6872";"GM0157";"2023JJ00";""
"6873";"GM0786";"1995JJ00";"   93333"
"6874";"GM0786";"1996JJ00";"  101132"
"6875";"GM0786";"1997JJ00";"  119724"
"6876";"GM0786";"1998JJ00";"  134549"
"6877";"GM0786";"1999JJ00";"  155267"
"6878";"GM0786";"2000JJ00";"  183949"
"6879";"GM0786";"2001JJ00";"  185962"
"6880";"GM0786";"2002JJ00";"  197506"
"6881";"GM0786";"2003JJ00";"  218306"
"6882";"GM0786";"2004JJ00";"  209944"
"6883";"GM0786";"2005JJ00";"  217837"
"6884";"GM0786";"2006JJ00";"  246470"
"6885";"GM0786";"2007JJ00";"  240687"
"6886";"GM0786";"2008JJ00";"  254210"
"6887";"GM0786";"2009JJ00";"  252086"
"6888";"GM0786";"2010JJ00";"  240218"
"6889";"GM0786";"2011JJ00";"  226750"
"6890";"GM0786";"2012JJ00";"  210497"
"6891";"GM0786";"2013JJ00";"  212666"
"6892";"GM0786";"2014JJ00";"  187289"
"6893";"GM0786";"2015JJ00";"  203314"
"6894";"GM0786";"2016JJ00";"  220686"
"6895";"GM0786";"2017JJ00";"  227373"
"6896";"GM0786";"2018JJ00";"  249846"
"6897";"GM0786";"2019JJ00";"  269827"
"6898";"GM0786";"2020JJ00";"  299003"
"6899";"GM0786";"2021JJ00";"  329522"
"6900";"GM0786";"2022JJ00";""
"6901";"GM0786";"2023JJ00";""
"6902";"GM0390";"1995JJ00";"  127290"
"6903";"GM0390";"1996JJ00";"  137575"
"6904";"GM0390";"1997JJ00";"  154160"
"6905";"GM0390";"1998JJ00";"  184666"
"6906";"GM0390";"1999JJ00";"  255213"
"6907";"GM0390";"2000JJ00";"  234015"
"6908";"GM0390";"2001JJ00";"  274958"
"6909";"GM0390";"2002JJ00";""
"6910";"GM0390";"2003JJ00";""
"6911";"GM0390";"2004JJ00";""
"6912";"GM0390";"2005JJ00";""
"6913";"GM0390";"2006JJ00";""
"6914";"GM0390";"2007JJ00";""
"6915";"GM0390";"2008JJ00";""
"6916";"GM0390";"2009JJ00";""
"6917";"GM0390";"2010JJ00";""
"6918";"GM0390";"2011JJ00";""
"6919";"GM0390";"2012JJ00";""
"6920";"GM0390";"2013JJ00";""
"6921";"GM0390";"2014JJ00";""
"6922";"GM0390";"2015JJ00";""
"6923";"GM0390";"2016JJ00";""
"6924";"GM0390";"2017JJ00";""
"6925";"GM0390";"2018JJ00";""
"6926";"GM0390";"2019JJ00";""
"6927";"GM0390";"2020JJ00";""
"6928";"GM0390";"2021JJ00";""
"6929";"GM0390";"2022JJ00";""
"6930";"GM0390";"2023JJ00";""
"6931";"GM0517";"1995JJ00";"   84544"
"6932";"GM0517";"1996JJ00";"   98312"
"6933";"GM0517";"1997JJ00";"  108148"
"6934";"GM0517";"1998JJ00";"  115838"
"6935";"GM0517";"1999JJ00";"  125787"
"6936";"GM0517";"2000JJ00";"  160608"
"6937";"GM0517";"2001JJ00";"  177107"
"6938";"GM0517";"2002JJ00";"  195385"
"6939";"GM0517";"2003JJ00";"  196191"
"6940";"GM0517";"2004JJ00";"  192700"
"6941";"GM0517";"2005JJ00";"  201571"
"6942";"GM0517";"2006JJ00";"  217350"
"6943";"GM0517";"2007JJ00";""
"6944";"GM0517";"2008JJ00";""
"6945";"GM0517";"2009JJ00";""
"6946";"GM0517";"2010JJ00";""
"6947";"GM0517";"2011JJ00";""
"6948";"GM0517";"2012JJ00";""
"6949";"GM0517";"2013JJ00";""
"6950";"GM0517";"2014JJ00";""
"6951";"GM0517";"2015JJ00";""
"6952";"GM0517";"2016JJ00";""
"6953";"GM0517";"2017JJ00";""
"6954";"GM0517";"2018JJ00";""
"6955";"GM0517";"2019JJ00";""
"6956";"GM0517";"2020JJ00";""
"6957";"GM0517";"2021JJ00";""
"6958";"GM0517";"2022JJ00";""
"6959";"GM0517";"2023JJ00";""
"6960";"GM0518";"1995JJ00";"   74053"
"6961";"GM0518";"1996JJ00";"   82775"
"6962";"GM0518";"1997JJ00";"   89049"
"6963";"GM0518";"1998JJ00";"   97887"
"6964";"GM0518";"1999JJ00";"  113757"
"6965";"GM0518";"2000JJ00";"  135368"
"6966";"GM0518";"2001JJ00";"  149101"
"6967";"GM0518";"2002JJ00";"  164727"
"6968";"GM0518";"2003JJ00";"  172527"
"6969";"GM0518";"2004JJ00";"  180313"
"6970";"GM0518";"2005JJ00";"  195514"
"6971";"GM0518";"2006JJ00";"  210009"
"6972";"GM0518";"2007JJ00";"  222556"
"6973";"GM0518";"2008JJ00";"  228682"
"6974";"GM0518";"2009JJ00";"  213057"
"6975";"GM0518";"2010JJ00";"  227616"
"6976";"GM0518";"2011JJ00";"  227392"
"6977";"GM0518";"2012JJ00";"  210847"
"6978";"GM0518";"2013JJ00";"  216214"
"6979";"GM0518";"2014JJ00";"  223820"
"6980";"GM0518";"2015JJ00";"  231302"
"6981";"GM0518";"2016JJ00";"  244849"
"6982";"GM0518";"2017JJ00";"  266672"
"6983";"GM0518";"2018JJ00";"  304781"
"6984";"GM0518";"2019JJ00";"  324838"
"6985";"GM0518";"2020JJ00";"  355807"
"6986";"GM0518";"2021JJ00";"  411717"
"6987";"GM0518";"2022JJ00";"  454312"
"6988";"GM0518";"2023JJ00";"  413689"
"6989";"GM0787";"1995JJ00";"  107106"
"6990";"GM0787";"1996JJ00";"  120953"
"6991";"GM0787";"1997JJ00";""
"6992";"GM0787";"1998JJ00";""
"6993";"GM0787";"1999JJ00";""
"6994";"GM0787";"2000JJ00";""
"6995";"GM0787";"2001JJ00";""
"6996";"GM0787";"2002JJ00";""
"6997";"GM0787";"2003JJ00";""
"6998";"GM0787";"2004JJ00";""
"6999";"GM0787";"2005JJ00";""
"7000";"GM0787";"2006JJ00";""
"7001";"GM0787";"2007JJ00";""
"7002";"GM0787";"2008JJ00";""
"7003";"GM0787";"2009JJ00";""
"7004";"GM0787";"2010JJ00";""
"7005";"GM0787";"2011JJ00";""
"7006";"GM0787";"2012JJ00";""
"7007";"GM0787";"2013JJ00";""
"7008";"GM0787";"2014JJ00";""
"7009";"GM0787";"2015JJ00";""
"7010";"GM0787";"2016JJ00";""
"7011";"GM0787";"2017JJ00";""
"7012";"GM0787";"2018JJ00";""
"7013";"GM0787";"2019JJ00";""
"7014";"GM0787";"2020JJ00";""
"7015";"GM0787";"2021JJ00";""
"7016";"GM0787";"2022JJ00";""
"7017";"GM0787";"2023JJ00";""
"7018";"GM0519";"1995JJ00";"  111998"
"7019";"GM0519";"1996JJ00";"  124318"
"7020";"GM0519";"1997JJ00";"  145449"
"7021";"GM0519";"1998JJ00";"  144322"
"7022";"GM0519";"1999JJ00";"  151355"
"7023";"GM0519";"2000JJ00";"  189951"
"7024";"GM0519";"2001JJ00";"  218980"
"7025";"GM0519";"2002JJ00";"  218175"
"7026";"GM0519";"2003JJ00";"  232864"
"7027";"GM0519";"2004JJ00";""
"7028";"GM0519";"2005JJ00";""
"7029";"GM0519";"2006JJ00";""
"7030";"GM0519";"2007JJ00";""
"7031";"GM0519";"2008JJ00";""
"7032";"GM0519";"2009JJ00";""
"7033";"GM0519";"2010JJ00";""
"7034";"GM0519";"2011JJ00";""
"7035";"GM0519";"2012JJ00";""
"7036";"GM0519";"2013JJ00";""
"7037";"GM0519";"2014JJ00";""
"7038";"GM0519";"2015JJ00";""
"7039";"GM0519";"2016JJ00";""
"7040";"GM0519";"2017JJ00";""
"7041";"GM0519";"2018JJ00";""
"7042";"GM0519";"2019JJ00";""
"7043";"GM0519";"2020JJ00";""
"7044";"GM0519";"2021JJ00";""
"7045";"GM0519";"2022JJ00";""
"7046";"GM0519";"2023JJ00";""
"7047";"GM0240";"1995JJ00";"  100822"
"7048";"GM0240";"1996JJ00";"   99981"
"7049";"GM0240";"1997JJ00";"   86444"
"7050";"GM0240";"1998JJ00";"   92299"
"7051";"GM0240";"1999JJ00";"  124159"
"7052";"GM0240";"2000JJ00";"  127197"
"7053";"GM0240";"2001JJ00";"  147051"
"7054";"GM0240";"2002JJ00";"  149346"
"7055";"GM0240";"2003JJ00";"  149916"
"7056";"GM0240";"2004JJ00";"  159001"
"7057";"GM0240";"2005JJ00";"  200500"
"7058";"GM0240";"2006JJ00";"  185392"
"7059";"GM0240";"2007JJ00";""
"7060";"GM0240";"2008JJ00";""
"7061";"GM0240";"2009JJ00";""
"7062";"GM0240";"2010JJ00";""
"7063";"GM0240";"2011JJ00";""
"7064";"GM0240";"2012JJ00";""
"7065";"GM0240";"2013JJ00";""
"7066";"GM0240";"2014JJ00";""
"7067";"GM0240";"2015JJ00";""
"7068";"GM0240";"2016JJ00";""
"7069";"GM0240";"2017JJ00";""
"7070";"GM0240";"2018JJ00";""
"7071";"GM0240";"2019JJ00";""
"7072";"GM0240";"2020JJ00";""
"7073";"GM0240";"2021JJ00";""
"7074";"GM0240";"2022JJ00";""
"7075";"GM0240";"2023JJ00";""
"7076";"GM0241";"1995JJ00";"  107541"
"7077";"GM0241";"1996JJ00";"  121889"
"7078";"GM0241";"1997JJ00";"  158060"
"7079";"GM0241";"1998JJ00";"  159836"
"7080";"GM0241";"1999JJ00";"  181355"
"7081";"GM0241";"2000JJ00";"  271383"
"7082";"GM0241";"2001JJ00";"  237526"
"7083";"GM0241";"2002JJ00";"  258759"
"7084";"GM0241";"2003JJ00";"  282826"
"7085";"GM0241";"2004JJ00";"  266611"
"7086";"GM0241";"2005JJ00";"  264560"
"7087";"GM0241";"2006JJ00";"  287174"
"7088";"GM0241";"2007JJ00";"  292591"
"7089";"GM0241";"2008JJ00";"  328280"
"7090";"GM0241";"2009JJ00";"  297110"
"7091";"GM0241";"2010JJ00";"  285720"
"7092";"GM0241";"2011JJ00";"  306010"
"7093";"GM0241";"2012JJ00";"  315838"
"7094";"GM0241";"2013JJ00";"  282873"
"7095";"GM0241";"2014JJ00";"  244882"
"7096";"GM0241";"2015JJ00";"  231622"
"7097";"GM0241";"2016JJ00";""
"7098";"GM0241";"2017JJ00";""
"7099";"GM0241";"2018JJ00";""
"7100";"GM0241";"2019JJ00";""
"7101";"GM0241";"2020JJ00";""
"7102";"GM0241";"2021JJ00";""
"7103";"GM0241";"2022JJ00";""
"7104";"GM0241";"2023JJ00";""
"7105";"GM0014";"1995JJ00";"   62635"
"7106";"GM0014";"1996JJ00";"   69727"
"7107";"GM0014";"1997JJ00";"   74094"
"7108";"GM0014";"1998JJ00";"   77433"
"7109";"GM0014";"1999JJ00";"   84859"
"7110";"GM0014";"2000JJ00";"   99943"
"7111";"GM0014";"2001JJ00";"  116391"
"7112";"GM0014";"2002JJ00";"  127692"
"7113";"GM0014";"2003JJ00";"  139806"
"7114";"GM0014";"2004JJ00";"  146570"
"7115";"GM0014";"2005JJ00";"  164280"
"7116";"GM0014";"2006JJ00";"  176792"
"7117";"GM0014";"2007JJ00";"  185270"
"7118";"GM0014";"2008JJ00";"  182934"
"7119";"GM0014";"2009JJ00";"  184709"
"7120";"GM0014";"2010JJ00";"  180217"
"7121";"GM0014";"2011JJ00";"  182373"
"7122";"GM0014";"2012JJ00";"  173646"
"7123";"GM0014";"2013JJ00";"  165860"
"7124";"GM0014";"2014JJ00";"  170483"
"7125";"GM0014";"2015JJ00";"  177441"
"7126";"GM0014";"2016JJ00";"  186685"
"7127";"GM0014";"2017JJ00";"  206996"
"7128";"GM0014";"2018JJ00";"  226280"
"7129";"GM0014";"2019JJ00";"  258873"
"7130";"GM0014";"2020JJ00";"  278720"
"7131";"GM0014";"2021JJ00";"  321804"
"7132";"GM0014";"2022JJ00";"  353917"
"7133";"GM0014";"2023JJ00";"  349931"
"7134";"GM0015";"1995JJ00";"   76677"
"7135";"GM0015";"1996JJ00";"   84730"
"7136";"GM0015";"1997JJ00";"   87186"
"7137";"GM0015";"1998JJ00";"   96684"
"7138";"GM0015";"1999JJ00";"  125601"
"7139";"GM0015";"2000JJ00";"  121065"
"7140";"GM0015";"2001JJ00";"  152448"
"7141";"GM0015";"2002JJ00";"  175454"
"7142";"GM0015";"2003JJ00";"  159568"
"7143";"GM0015";"2004JJ00";"  177483"
"7144";"GM0015";"2005JJ00";"  185869"
"7145";"GM0015";"2006JJ00";"  222201"
"7146";"GM0015";"2007JJ00";"  207980"
"7147";"GM0015";"2008JJ00";"  217800"
"7148";"GM0015";"2009JJ00";"  201117"
"7149";"GM0015";"2010JJ00";"  196103"
"7150";"GM0015";"2011JJ00";"  163438"
"7151";"GM0015";"2012JJ00";"  198198"
"7152";"GM0015";"2013JJ00";"  169205"
"7153";"GM0015";"2014JJ00";"  176780"
"7154";"GM0015";"2015JJ00";"  174379"
"7155";"GM0015";"2016JJ00";"  199591"
"7156";"GM0015";"2017JJ00";"  200621"
"7157";"GM0015";"2018JJ00";"  222491"
"7158";"GM0015";"2019JJ00";""
"7159";"GM0015";"2020JJ00";""
"7160";"GM0015";"2021JJ00";""
"7161";"GM0015";"2022JJ00";""
"7162";"GM0015";"2023JJ00";""
"7163";"GM0912";"1995JJ00";"  102201"
"7164";"GM0912";"1996JJ00";"  114182"
"7165";"GM0912";"1997JJ00";"  131765"
"7166";"GM0912";"1998JJ00";"  137884"
"7167";"GM0912";"1999JJ00";"  141605"
"7168";"GM0912";"2000JJ00";"  154702"
"7169";"GM0912";"2001JJ00";""
"7170";"GM0912";"2002JJ00";""
"7171";"GM0912";"2003JJ00";""
"7172";"GM0912";"2004JJ00";""
"7173";"GM0912";"2005JJ00";""
"7174";"GM0912";"2006JJ00";""
"7175";"GM0912";"2007JJ00";""
"7176";"GM0912";"2008JJ00";""
"7177";"GM0912";"2009JJ00";""
"7178";"GM0912";"2010JJ00";""
"7179";"GM0912";"2011JJ00";""
"7180";"GM0912";"2012JJ00";""
"7181";"GM0912";"2013JJ00";""
"7182";"GM0912";"2014JJ00";""
"7183";"GM0912";"2015JJ00";""
"7184";"GM0912";"2016JJ00";""
"7185";"GM0912";"2017JJ00";""
"7186";"GM0912";"2018JJ00";""
"7187";"GM0912";"2019JJ00";""
"7188";"GM0912";"2020JJ00";""
"7189";"GM0912";"2021JJ00";""
"7190";"GM0912";"2022JJ00";""
"7191";"GM0912";"2023JJ00";""
"7192";"GM0913";"1995JJ00";"  104718"
"7193";"GM0913";"1996JJ00";"  109361"
"7194";"GM0913";"1997JJ00";"  135718"
"7195";"GM0913";"1998JJ00";"  161927"
"7196";"GM0913";"1999JJ00";""
"7197";"GM0913";"2000JJ00";""
"7198";"GM0913";"2001JJ00";""
"7199";"GM0913";"2002JJ00";""
"7200";"GM0913";"2003JJ00";""
"7201";"GM0913";"2004JJ00";""
"7202";"GM0913";"2005JJ00";""
"7203";"GM0913";"2006JJ00";""
"7204";"GM0913";"2007JJ00";""
"7205";"GM0913";"2008JJ00";""
"7206";"GM0913";"2009JJ00";""
"7207";"GM0913";"2010JJ00";""
"7208";"GM0913";"2011JJ00";""
"7209";"GM0913";"2012JJ00";""
"7210";"GM0913";"2013JJ00";""
"7211";"GM0913";"2014JJ00";""
"7212";"GM0913";"2015JJ00";""
"7213";"GM0913";"2016JJ00";""
"7214";"GM0913";"2017JJ00";""
"7215";"GM0913";"2018JJ00";""
"7216";"GM0913";"2019JJ00";""
"7217";"GM0913";"2020JJ00";""
"7218";"GM0913";"2021JJ00";""
"7219";"GM0913";"2022JJ00";""
"7220";"GM0913";"2023JJ00";""
"7221";"GM1729";"1995JJ00";""
"7222";"GM1729";"1996JJ00";""
"7223";"GM1729";"1997JJ00";""
"7224";"GM1729";"1998JJ00";""
"7225";"GM1729";"1999JJ00";"  171006"
"7226";"GM1729";"2000JJ00";"  193324"
"7227";"GM1729";"2001JJ00";"  192986"
"7228";"GM1729";"2002JJ00";"  213629"
"7229";"GM1729";"2003JJ00";"  214675"
"7230";"GM1729";"2004JJ00";"  211698"
"7231";"GM1729";"2005JJ00";"  214460"
"7232";"GM1729";"2006JJ00";"  242552"
"7233";"GM1729";"2007JJ00";"  259755"
"7234";"GM1729";"2008JJ00";"  254987"
"7235";"GM1729";"2009JJ00";"  262145"
"7236";"GM1729";"2010JJ00";"  226792"
"7237";"GM1729";"2011JJ00";"  215578"
"7238";"GM1729";"2012JJ00";"  213858"
"7239";"GM1729";"2013JJ00";"  216462"
"7240";"GM1729";"2014JJ00";"  200527"
"7241";"GM1729";"2015JJ00";"  228371"
"7242";"GM1729";"2016JJ00";"  237035"
"7243";"GM1729";"2017JJ00";"  261232"
"7244";"GM1729";"2018JJ00";"  256479"
"7245";"GM1729";"2019JJ00";"  266622"
"7246";"GM1729";"2020JJ00";"  294178"
"7247";"GM1729";"2021JJ00";"  354940"
"7248";"GM1729";"2022JJ00";"  390058"
"7249";"GM1729";"2023JJ00";"  355648"
"7250";"GM0158";"1995JJ00";"  101745"
"7251";"GM0158";"1996JJ00";"   93730"
"7252";"GM0158";"1997JJ00";"  122635"
"7253";"GM0158";"1998JJ00";"  131988"
"7254";"GM0158";"1999JJ00";"  153657"
"7255";"GM0158";"2000JJ00";"  192519"
"7256";"GM0158";"2001JJ00";"  182812"
"7257";"GM0158";"2002JJ00";"  191156"
"7258";"GM0158";"2003JJ00";"  207216"
"7259";"GM0158";"2004JJ00";"  214467"
"7260";"GM0158";"2005JJ00";"  229458"
"7261";"GM0158";"2006JJ00";"  222416"
"7262";"GM0158";"2007JJ00";"  240848"
"7263";"GM0158";"2008JJ00";"  251791"
"7264";"GM0158";"2009JJ00";"  223994"
"7265";"GM0158";"2010JJ00";"  225473"
"7266";"GM0158";"2011JJ00";"  229752"
"7267";"GM0158";"2012JJ00";"  228728"
"7268";"GM0158";"2013JJ00";"  206305"
"7269";"GM0158";"2014JJ00";"  219284"
"7270";"GM0158";"2015JJ00";"  211798"
"7271";"GM0158";"2016JJ00";"  223004"
"7272";"GM0158";"2017JJ00";"  244344"
"7273";"GM0158";"2018JJ00";"  254562"
"7274";"GM0158";"2019JJ00";"  271752"
"7275";"GM0158";"2020JJ00";"  306543"
"7276";"GM0158";"2021JJ00";"  363530"
"7277";"GM0158";"2022JJ00";"  373671"
"7278";"GM0158";"2023JJ00";"  371944"
"7279";"GM0788";"1995JJ00";"   82007"
"7280";"GM0788";"1996JJ00";"  155209"
"7281";"GM0788";"1997JJ00";"  167973"
"7282";"GM0788";"1998JJ00";"  211968"
"7283";"GM0788";"1999JJ00";"  219631"
"7284";"GM0788";"2000JJ00";"  278230"
"7285";"GM0788";"2001JJ00";"  270317"
"7286";"GM0788";"2002JJ00";"  335887"
"7287";"GM0788";"2003JJ00";"  312913"
"7288";"GM0788";"2004JJ00";"  342446"
"7289";"GM0788";"2005JJ00";"  373042"
"7290";"GM0788";"2006JJ00";"  351334"
"7291";"GM0788";"2007JJ00";"  386026"
"7292";"GM0788";"2008JJ00";"  422116"
"7293";"GM0788";"2009JJ00";"  426483"
"7294";"GM0788";"2010JJ00";"  359858"
"7295";"GM0788";"2011JJ00";"  338417"
"7296";"GM0788";"2012JJ00";"  312461"
"7297";"GM0788";"2013JJ00";"  288510"
"7298";"GM0788";"2014JJ00";"  292871"
"7299";"GM0788";"2015JJ00";"  322255"
"7300";"GM0788";"2016JJ00";"  312743"
"7301";"GM0788";"2017JJ00";"  345336"
"7302";"GM0788";"2018JJ00";"  368874"
"7303";"GM0788";"2019JJ00";"  396206"
"7304";"GM0788";"2020JJ00";"  427129"
"7305";"GM0788";"2021JJ00";""
"7306";"GM0788";"2022JJ00";""
"7307";"GM0788";"2023JJ00";""
"7308";"GM0392";"1995JJ00";"   83039"
"7309";"GM0392";"1996JJ00";"   91037"
"7310";"GM0392";"1997JJ00";"   97291"
"7311";"GM0392";"1998JJ00";"  119392"
"7312";"GM0392";"1999JJ00";"  140233"
"7313";"GM0392";"2000JJ00";"  163672"
