"ID";"RegioS";"Perioden";"GemiddeldeVerkoopprijs_1"
"10054";"GM0415";"2015JJ00";"  314196"
"10055";"GM0415";"2016JJ00";"  330760"
"10056";"GM0415";"2017JJ00";"  422625"
"10057";"GM0415";"2018JJ00";"  449963"
"10058";"GM0415";"2019JJ00";"  423804"
"10059";"GM0415";"2020JJ00";"  538061"
"10060";"GM0415";"2021JJ00";"  593680"
"10061";"GM0415";"2022JJ00";"  723995"
"10062";"GM0415";"2023JJ00";"  634565"
"10063";"GM0325";"1995JJ00";"  165362"
"10064";"GM0325";"1996JJ00";""
"10065";"GM0325";"1997JJ00";""
"10066";"GM0325";"1998JJ00";""
"10067";"GM0325";"1999JJ00";""
"10068";"GM0325";"2000JJ00";""
"10069";"GM0325";"2001JJ00";""
"10070";"GM0325";"2002JJ00";""
"10071";"GM0325";"2003JJ00";""
"10072";"GM0325";"2004JJ00";""
"10073";"GM0325";"2005JJ00";""
"10074";"GM0325";"2006JJ00";""
"10075";"GM0325";"2007JJ00";""
"10076";"GM0325";"2008JJ00";""
"10077";"GM0325";"2009JJ00";""
"10078";"GM0325";"2010JJ00";""
"10079";"GM0325";"2011JJ00";""
"10080";"GM0325";"2012JJ00";""
"10081";"GM0325";"2013JJ00";""
"10082";"GM0325";"2014JJ00";""
"10083";"GM0325";"2015JJ00";""
"10084";"GM0325";"2016JJ00";""
"10085";"GM0325";"2017JJ00";""
"10086";"GM0325";"2018JJ00";""
"10087";"GM0325";"2019JJ00";""
"10088";"GM0325";"2020JJ00";""
"10089";"GM0325";"2021JJ00";""
"10090";"GM0325";"2022JJ00";""
"10091";"GM0325";"2023JJ00";""
"10092";"GM0416";"1995JJ00";"  106779"
"10093";"GM0416";"1996JJ00";"  105623"
"10094";"GM0416";"1997JJ00";"  132920"
"10095";"GM0416";"1998JJ00";"  151096"
"10096";"GM0416";"1999JJ00";"  152006"
"10097";"GM0416";"2000JJ00";"  172874"
"10098";"GM0416";"2001JJ00";"  192363"
"10099";"GM0416";"2002JJ00";"  236888"
"10100";"GM0416";"2003JJ00";"  245419"
"10101";"GM0416";"2004JJ00";"  234481"
"10102";"GM0416";"2005JJ00";"  254901"
"10103";"GM0416";"2006JJ00";"  253012"
"10104";"GM0416";"2007JJ00";"  287683"
"10105";"GM0416";"2008JJ00";"  285570"
"10106";"GM0416";"2009JJ00";"  309463"
"10107";"GM0416";"2010JJ00";"  284514"
"10108";"GM0416";"2011JJ00";"  280454"
"10109";"GM0416";"2012JJ00";"  252899"
"10110";"GM0416";"2013JJ00";"  244719"
"10111";"GM0416";"2014JJ00";"  242905"
"10112";"GM0416";"2015JJ00";"  259037"
"10113";"GM0416";"2016JJ00";"  275273"
"10114";"GM0416";"2017JJ00";"  281401"
"10115";"GM0416";"2018JJ00";"  313214"
"10116";"GM0416";"2019JJ00";"  351227"
"10117";"GM0416";"2020JJ00";"  353062"
"10118";"GM0416";"2021JJ00";"  370206"
"10119";"GM0416";"2022JJ00";""
"10120";"GM0416";"2023JJ00";""
"10121";"GM1621";"1995JJ00";""
"10122";"GM1621";"1996JJ00";""
"10123";"GM1621";"1997JJ00";""
"10124";"GM1621";"1998JJ00";""
"10125";"GM1621";"1999JJ00";""
"10126";"GM1621";"2000JJ00";""
"10127";"GM1621";"2001JJ00";""
"10128";"GM1621";"2002JJ00";""
"10129";"GM1621";"2003JJ00";""
"10130";"GM1621";"2004JJ00";""
"10131";"GM1621";"2005JJ00";""
"10132";"GM1621";"2006JJ00";""
"10133";"GM1621";"2007JJ00";"  298820"
"10134";"GM1621";"2008JJ00";"  314254"
"10135";"GM1621";"2009JJ00";"  286169"
"10136";"GM1621";"2010JJ00";"  306754"
"10137";"GM1621";"2011JJ00";"  276279"
"10138";"GM1621";"2012JJ00";"  264171"
"10139";"GM1621";"2013JJ00";"  265834"
"10140";"GM1621";"2014JJ00";"  253317"
"10141";"GM1621";"2015JJ00";"  270344"
"10142";"GM1621";"2016JJ00";"  300513"
"10143";"GM1621";"2017JJ00";"  340908"
"10144";"GM1621";"2018JJ00";"  363443"
"10145";"GM1621";"2019JJ00";"  396044"
"10146";"GM1621";"2020JJ00";"  427658"
"10147";"GM1621";"2021JJ00";"  468193"
"10148";"GM1621";"2022JJ00";"  551857"
"10149";"GM1621";"2023JJ00";"  525887"
"10150";"GM0417";"1995JJ00";"  206969"
"10151";"GM0417";"1996JJ00";"  235471"
"10152";"GM0417";"1997JJ00";"  252389"
"10153";"GM0417";"1998JJ00";"  341786"
"10154";"GM0417";"1999JJ00";"  414031"
"10155";"GM0417";"2000JJ00";"  519574"
"10156";"GM0417";"2001JJ00";"  593717"
"10157";"GM0417";"2002JJ00";"  493927"
"10158";"GM0417";"2003JJ00";"  507984"
"10159";"GM0417";"2004JJ00";"  526039"
"10160";"GM0417";"2005JJ00";"  578934"
"10161";"GM0417";"2006JJ00";"  589841"
"10162";"GM0417";"2007JJ00";"  724935"
"10163";"GM0417";"2008JJ00";"  685662"
"10164";"GM0417";"2009JJ00";"  601464"
"10165";"GM0417";"2010JJ00";"  609967"
"10166";"GM0417";"2011JJ00";"  580775"
"10167";"GM0417";"2012JJ00";"  601421"
"10168";"GM0417";"2013JJ00";"  600985"
"10169";"GM0417";"2014JJ00";"  539185"
"10170";"GM0417";"2015JJ00";"  559259"
"10171";"GM0417";"2016JJ00";"  608575"
"10172";"GM0417";"2017JJ00";"  636543"
"10173";"GM0417";"2018JJ00";"  778865"
"10174";"GM0417";"2019JJ00";"  768056"
"10175";"GM0417";"2020JJ00";"  788028"
"10176";"GM0417";"2021JJ00";"  989352"
"10177";"GM0417";"2022JJ00";" 1030092"
"10178";"GM0417";"2023JJ00";" 1050433"
"10179";"GM0022";"1995JJ00";"   87214"
"10180";"GM0022";"1996JJ00";"   92234"
"10181";"GM0022";"1997JJ00";"  103897"
"10182";"GM0022";"1998JJ00";"  110023"
"10183";"GM0022";"1999JJ00";"  132574"
"10184";"GM0022";"2000JJ00";"  144676"
"10185";"GM0022";"2001JJ00";"  157158"
"10186";"GM0022";"2002JJ00";"  180722"
"10187";"GM0022";"2003JJ00";"  178711"
"10188";"GM0022";"2004JJ00";"  192649"
"10189";"GM0022";"2005JJ00";"  211868"
"10190";"GM0022";"2006JJ00";"  226347"
"10191";"GM0022";"2007JJ00";"  219173"
"10192";"GM0022";"2008JJ00";"  220834"
"10193";"GM0022";"2009JJ00";"  210421"
"10194";"GM0022";"2010JJ00";"  227435"
"10195";"GM0022";"2011JJ00";"  197775"
"10196";"GM0022";"2012JJ00";"  196821"
"10197";"GM0022";"2013JJ00";"  183983"
"10198";"GM0022";"2014JJ00";"  193449"
"10199";"GM0022";"2015JJ00";"  204618"
"10200";"GM0022";"2016JJ00";"  209002"
"10201";"GM0022";"2017JJ00";"  226543"
"10202";"GM0022";"2018JJ00";"  231299"
"10203";"GM0022";"2019JJ00";""
"10204";"GM0022";"2020JJ00";""
"10205";"GM0022";"2021JJ00";""
"10206";"GM0022";"2022JJ00";""
"10207";"GM0022";"2023JJ00";""
"10208";"GM0805";"1995JJ00";"  105776"
"10209";"GM0805";"1996JJ00";"  155200"
"10210";"GM0805";"1997JJ00";""
"10211";"GM0805";"1998JJ00";""
"10212";"GM0805";"1999JJ00";""
"10213";"GM0805";"2000JJ00";""
"10214";"GM0805";"2001JJ00";""
"10215";"GM0805";"2002JJ00";""
"10216";"GM0805";"2003JJ00";""
"10217";"GM0805";"2004JJ00";""
"10218";"GM0805";"2005JJ00";""
"10219";"GM0805";"2006JJ00";""
"10220";"GM0805";"2007JJ00";""
"10221";"GM0805";"2008JJ00";""
"10222";"GM0805";"2009JJ00";""
"10223";"GM0805";"2010JJ00";""
"10224";"GM0805";"2011JJ00";""
"10225";"GM0805";"2012JJ00";""
"10226";"GM0805";"2013JJ00";""
"10227";"GM0805";"2014JJ00";""
"10228";"GM0805";"2015JJ00";""
"10229";"GM0805";"2016JJ00";""
"10230";"GM0805";"2017JJ00";""
"10231";"GM0805";"2018JJ00";""
"10232";"GM0805";"2019JJ00";""
"10233";"GM0805";"2020JJ00";""
"10234";"GM0805";"2021JJ00";""
"10235";"GM0805";"2022JJ00";""
"10236";"GM0805";"2023JJ00";""
"10237";"GM0545";"1995JJ00";"  102275"
"10238";"GM0545";"1996JJ00";"  108269"
"10239";"GM0545";"1997JJ00";"  126916"
"10240";"GM0545";"1998JJ00";"  143284"
"10241";"GM0545";"1999JJ00";"  163025"
"10242";"GM0545";"2000JJ00";"  175872"
"10243";"GM0545";"2001JJ00";"  187761"
"10244";"GM0545";"2002JJ00";"  209793"
"10245";"GM0545";"2003JJ00";"  220550"
"10246";"GM0545";"2004JJ00";"  235455"
"10247";"GM0545";"2005JJ00";"  246416"
"10248";"GM0545";"2006JJ00";"  262331"
"10249";"GM0545";"2007JJ00";"  250876"
"10250";"GM0545";"2008JJ00";"  261810"
"10251";"GM0545";"2009JJ00";"  253060"
"10252";"GM0545";"2010JJ00";"  265514"
"10253";"GM0545";"2011JJ00";"  239032"
"10254";"GM0545";"2012JJ00";"  238783"
"10255";"GM0545";"2013JJ00";"  213370"
"10256";"GM0545";"2014JJ00";"  226080"
"10257";"GM0545";"2015JJ00";"  218134"
"10258";"GM0545";"2016JJ00";"  218720"
"10259";"GM0545";"2017JJ00";"  253852"
"10260";"GM0545";"2018JJ00";"  263295"
"10261";"GM0545";"2019JJ00";""
"10262";"GM0545";"2020JJ00";""
"10263";"GM0545";"2021JJ00";""
"10264";"GM0545";"2022JJ00";""
"10265";"GM0545";"2023JJ00";""
"10266";"GM0326";"1995JJ00";"  137292"
"10267";"GM0326";"1996JJ00";"  161482"
"10268";"GM0326";"1997JJ00";"  158658"
"10269";"GM0326";"1998JJ00";"  184003"
"10270";"GM0326";"1999JJ00";"  236404"
"10271";"GM0326";"2000JJ00";"  306267"
"10272";"GM0326";"2001JJ00";"  293779"
"10273";"GM0326";"2002JJ00";"  297513"
"10274";"GM0326";"2003JJ00";"  288445"
"10275";"GM0326";"2004JJ00";"  321193"
"10276";"GM0326";"2005JJ00";"  308614"
"10277";"GM0326";"2006JJ00";""
"10278";"GM0326";"2007JJ00";""
"10279";"GM0326";"2008JJ00";""
"10280";"GM0326";"2009JJ00";""
"10281";"GM0326";"2010JJ00";""
"10282";"GM0326";"2011JJ00";""
"10283";"GM0326";"2012JJ00";""
"10284";"GM0326";"2013JJ00";""
"10285";"GM0326";"2014JJ00";""
"10286";"GM0326";"2015JJ00";""
"10287";"GM0326";"2016JJ00";""
"10288";"GM0326";"2017JJ00";""
"10289";"GM0326";"2018JJ00";""
"10290";"GM0326";"2019JJ00";""
"10291";"GM0326";"2020JJ00";""
"10292";"GM0326";"2021JJ00";""
"10293";"GM0326";"2022JJ00";""
"10294";"GM0326";"2023JJ00";""
"10295";"GM0080";"1995JJ00";"   56599"
"10296";"GM0080";"1996JJ00";"   64280"
"10297";"GM0080";"1997JJ00";"   68965"
"10298";"GM0080";"1998JJ00";"   76318"
"10299";"GM0080";"1999JJ00";"   85888"
"10300";"GM0080";"2000JJ00";"   95702"
"10301";"GM0080";"2001JJ00";"  109683"
"10302";"GM0080";"2002JJ00";"  119998"
"10303";"GM0080";"2003JJ00";"  126124"
"10304";"GM0080";"2004JJ00";"  138721"
"10305";"GM0080";"2005JJ00";"  143596"
"10306";"GM0080";"2006JJ00";"  152814"
"10307";"GM0080";"2007JJ00";"  163429"
"10308";"GM0080";"2008JJ00";"  163906"
"10309";"GM0080";"2009JJ00";"  163917"
"10310";"GM0080";"2010JJ00";"  162912"
"10311";"GM0080";"2011JJ00";"  164585"
"10312";"GM0080";"2012JJ00";"  154669"
"10313";"GM0080";"2013JJ00";"  143835"
"10314";"GM0080";"2014JJ00";"  154238"
"10315";"GM0080";"2015JJ00";"  157690"
"10316";"GM0080";"2016JJ00";"  164437"
"10317";"GM0080";"2017JJ00";"  177737"
"10318";"GM0080";"2018JJ00";"  196578"
"10319";"GM0080";"2019JJ00";"  215883"
"10320";"GM0080";"2020JJ00";"  230738"
"10321";"GM0080";"2021JJ00";"  262188"
"10322";"GM0080";"2022JJ00";"  287719"
"10323";"GM0080";"2023JJ00";"  294731"
"10324";"GM0081";"1995JJ00";"   71054"
"10325";"GM0081";"1996JJ00";"   77910"
"10326";"GM0081";"1997JJ00";"   92122"
"10327";"GM0081";"1998JJ00";"  102744"
"10328";"GM0081";"1999JJ00";"  117655"
"10329";"GM0081";"2000JJ00";"  118574"
"10330";"GM0081";"2001JJ00";"  135197"
"10331";"GM0081";"2002JJ00";"  150069"
"10332";"GM0081";"2003JJ00";"  160210"
"10333";"GM0081";"2004JJ00";"  178244"
"10334";"GM0081";"2005JJ00";"  185253"
"10335";"GM0081";"2006JJ00";"  198108"
"10336";"GM0081";"2007JJ00";"  202449"
"10337";"GM0081";"2008JJ00";"  187704"
"10338";"GM0081";"2009JJ00";"  185058"
"10339";"GM0081";"2010JJ00";"  186069"
"10340";"GM0081";"2011JJ00";"  202571"
"10341";"GM0081";"2012JJ00";"  186295"
"10342";"GM0081";"2013JJ00";"  165892"
"10343";"GM0081";"2014JJ00";"  181952"
"10344";"GM0081";"2015JJ00";"  177736"
"10345";"GM0081";"2016JJ00";"  182051"
"10346";"GM0081";"2017JJ00";"  184494"
"10347";"GM0081";"2018JJ00";""
"10348";"GM0081";"2019JJ00";""
"10349";"GM0081";"2020JJ00";""
"10350";"GM0081";"2021JJ00";""
"10351";"GM0081";"2022JJ00";""
"10352";"GM0081";"2023JJ00";""
"10353";"GM0546";"1995JJ00";"   96880"
"10354";"GM0546";"1996JJ00";"  107861"
"10355";"GM0546";"1997JJ00";"  120187"
"10356";"GM0546";"1998JJ00";"  130218"
"10357";"GM0546";"1999JJ00";"  149526"
"10358";"GM0546";"2000JJ00";"  169188"
"10359";"GM0546";"2001JJ00";"  191841"
"10360";"GM0546";"2002JJ00";"  204813"
"10361";"GM0546";"2003JJ00";"  210740"
"10362";"GM0546";"2004JJ00";"  214734"
"10363";"GM0546";"2005JJ00";"  228423"
"10364";"GM0546";"2006JJ00";"  245703"
"10365";"GM0546";"2007JJ00";"  247905"
"10366";"GM0546";"2008JJ00";"  260213"
"10367";"GM0546";"2009JJ00";"  247186"
"10368";"GM0546";"2010JJ00";"  247368"
"10369";"GM0546";"2011JJ00";"  253126"
"10370";"GM0546";"2012JJ00";"  228000"
"10371";"GM0546";"2013JJ00";"  215905"
"10372";"GM0546";"2014JJ00";"  223600"
"10373";"GM0546";"2015JJ00";"  236456"
"10374";"GM0546";"2016JJ00";"  254080"
"10375";"GM0546";"2017JJ00";"  283245"
"10376";"GM0546";"2018JJ00";"  314549"
"10377";"GM0546";"2019JJ00";"  349233"
"10378";"GM0546";"2020JJ00";"  359467"
"10379";"GM0546";"2021JJ00";"  405468"
"10380";"GM0546";"2022JJ00";"  462784"
"10381";"GM0546";"2023JJ00";"  454317"
"10382";"GM0547";"1995JJ00";"  116518"
"10383";"GM0547";"1996JJ00";"   96127"
"10384";"GM0547";"1997JJ00";"  128577"
"10385";"GM0547";"1998JJ00";"  145288"
"10386";"GM0547";"1999JJ00";"  164543"
"10387";"GM0547";"2000JJ00";"  190953"
"10388";"GM0547";"2001JJ00";"  228356"
"10389";"GM0547";"2002JJ00";"  218275"
"10390";"GM0547";"2003JJ00";"  240625"
"10391";"GM0547";"2004JJ00";"  236989"
"10392";"GM0547";"2005JJ00";"  228382"
"10393";"GM0547";"2006JJ00";"  251978"
"10394";"GM0547";"2007JJ00";"  279972"
"10395";"GM0547";"2008JJ00";"  283939"
"10396";"GM0547";"2009JJ00";"  258210"
"10397";"GM0547";"2010JJ00";"  273562"
"10398";"GM0547";"2011JJ00";"  247671"
"10399";"GM0547";"2012JJ00";"  229304"
"10400";"GM0547";"2013JJ00";"  233190"
"10401";"GM0547";"2014JJ00";"  233327"
"10402";"GM0547";"2015JJ00";"  247089"
"10403";"GM0547";"2016JJ00";"  258899"
"10404";"GM0547";"2017JJ00";"  284180"
"10405";"GM0547";"2018JJ00";"  313111"
"10406";"GM0547";"2019JJ00";"  325687"
"10407";"GM0547";"2020JJ00";"  343268"
"10408";"GM0547";"2021JJ00";"  416150"
"10409";"GM0547";"2022JJ00";"  456404"
"10410";"GM0547";"2023JJ00";"  460174"
"10411";"GM0548";"1995JJ00";"  116371"
"10412";"GM0548";"1996JJ00";"  139731"
"10413";"GM0548";"1997JJ00";"  147601"
"10414";"GM0548";"1998JJ00";"  170171"
"10415";"GM0548";"1999JJ00";"  151981"
"10416";"GM0548";"2000JJ00";"  185145"
"10417";"GM0548";"2001JJ00";"  193936"
"10418";"GM0548";"2002JJ00";""
"10419";"GM0548";"2003JJ00";""
"10420";"GM0548";"2004JJ00";""
"10421";"GM0548";"2005JJ00";""
"10422";"GM0548";"2006JJ00";""
"10423";"GM0548";"2007JJ00";""
"10424";"GM0548";"2008JJ00";""
"10425";"GM0548";"2009JJ00";""
"10426";"GM0548";"2010JJ00";""
"10427";"GM0548";"2011JJ00";""
"10428";"GM0548";"2012JJ00";""
"10429";"GM0548";"2013JJ00";""
"10430";"GM0548";"2014JJ00";""
"10431";"GM0548";"2015JJ00";""
"10432";"GM0548";"2016JJ00";""
"10433";"GM0548";"2017JJ00";""
"10434";"GM0548";"2018JJ00";""
"10435";"GM0548";"2019JJ00";""
"10436";"GM0548";"2020JJ00";""
"10437";"GM0548";"2021JJ00";""
"10438";"GM0548";"2022JJ00";""
"10439";"GM0548";"2023JJ00";""
"10440";"GM1916";"1995JJ00";""
"10441";"GM1916";"1996JJ00";""
"10442";"GM1916";"1997JJ00";""
"10443";"GM1916";"1998JJ00";""
"10444";"GM1916";"1999JJ00";""
"10445";"GM1916";"2000JJ00";""
"10446";"GM1916";"2001JJ00";""
"10447";"GM1916";"2002JJ00";"  219317"
"10448";"GM1916";"2003JJ00";"  215828"
"10449";"GM1916";"2004JJ00";"  221080"
"10450";"GM1916";"2005JJ00";"  229140"
"10451";"GM1916";"2006JJ00";"  253054"
"10452";"GM1916";"2007JJ00";"  262784"
"10453";"GM1916";"2008JJ00";"  282357"
"10454";"GM1916";"2009JJ00";"  259940"
"10455";"GM1916";"2010JJ00";"  259285"
"10456";"GM1916";"2011JJ00";"  276058"
"10457";"GM1916";"2012JJ00";"  258856"
"10458";"GM1916";"2013JJ00";"  252530"
"10459";"GM1916";"2014JJ00";"  260351"
"10460";"GM1916";"2015JJ00";"  259401"
"10461";"GM1916";"2016JJ00";"  255532"
"10462";"GM1916";"2017JJ00";"  280929"
"10463";"GM1916";"2018JJ00";"  322628"
"10464";"GM1916";"2019JJ00";"  340427"
"10465";"GM1916";"2020JJ00";"  374089"
"10466";"GM1916";"2021JJ00";"  432286"
"10467";"GM1916";"2022JJ00";"  469847"
"10468";"GM1916";"2023JJ00";"  446942"
"10469";"GM0995";"1995JJ00";"   80373"
"10470";"GM0995";"1996JJ00";"   75645"
"10471";"GM0995";"1997JJ00";"   84182"
"10472";"GM0995";"1998JJ00";"   88743"
"10473";"GM0995";"1999JJ00";"   95740"
"10474";"GM0995";"2000JJ00";"  131274"
"10475";"GM0995";"2001JJ00";"  132276"
"10476";"GM0995";"2002JJ00";"  153606"
"10477";"GM0995";"2003JJ00";"  158050"
"10478";"GM0995";"2004JJ00";"  167137"
"10479";"GM0995";"2005JJ00";"  174333"
"10480";"GM0995";"2006JJ00";"  188626"
"10481";"GM0995";"2007JJ00";"  193464"
"10482";"GM0995";"2008JJ00";"  196381"
"10483";"GM0995";"2009JJ00";"  184520"
"10484";"GM0995";"2010JJ00";"  193575"
"10485";"GM0995";"2011JJ00";"  175362"
"10486";"GM0995";"2012JJ00";"  165632"
"10487";"GM0995";"2013JJ00";"  161270"
"10488";"GM0995";"2014JJ00";"  171740"
"10489";"GM0995";"2015JJ00";"  179997"
"10490";"GM0995";"2016JJ00";"  187695"
"10491";"GM0995";"2017JJ00";"  196170"
"10492";"GM0995";"2018JJ00";"  230010"
"10493";"GM0995";"2019JJ00";"  242923"
"10494";"GM0995";"2020JJ00";"  273122"
"10495";"GM0995";"2021JJ00";"  332187"
"10496";"GM0995";"2022JJ00";"  380395"
"10497";"GM0995";"2023JJ00";"  372216"
"10498";"GM0082";"1995JJ00";"   69762"
"10499";"GM0082";"1996JJ00";"   87942"
"10500";"GM0082";"1997JJ00";"  103767"
"10501";"GM0082";"1998JJ00";"   98013"
"10502";"GM0082";"1999JJ00";"  131948"
"10503";"GM0082";"2000JJ00";"  152632"
"10504";"GM0082";"2001JJ00";"  171660"
"10505";"GM0082";"2002JJ00";"  197281"
"10506";"GM0082";"2003JJ00";"  176965"
"10507";"GM0082";"2004JJ00";"  199696"
"10508";"GM0082";"2005JJ00";"  211641"
"10509";"GM0082";"2006JJ00";"  243643"
"10510";"GM0082";"2007JJ00";"  238942"
"10511";"GM0082";"2008JJ00";"  266009"
"10512";"GM0082";"2009JJ00";"  236389"
"10513";"GM0082";"2010JJ00";"  232538"
"10514";"GM0082";"2011JJ00";"  233114"
"10515";"GM0082";"2012JJ00";"  208068"
"10516";"GM0082";"2013JJ00";"  209377"
"10517";"GM0082";"2014JJ00";""
"10518";"GM0082";"2015JJ00";""
"10519";"GM0082";"2016JJ00";""
"10520";"GM0082";"2017JJ00";""
"10521";"GM0082";"2018JJ00";""
"10522";"GM0082";"2019JJ00";""
"10523";"GM0082";"2020JJ00";""
"10524";"GM0082";"2021JJ00";""
"10525";"GM0082";"2022JJ00";""
"10526";"GM0082";"2023JJ00";""
"10527";"GM1640";"1995JJ00";""
"10528";"GM1640";"1996JJ00";""
"10529";"GM1640";"1997JJ00";""
"10530";"GM1640";"1998JJ00";""
"10531";"GM1640";"1999JJ00";""
"10532";"GM1640";"2000JJ00";""
"10533";"GM1640";"2001JJ00";""
"10534";"GM1640";"2002JJ00";""
"10535";"GM1640";"2003JJ00";""
"10536";"GM1640";"2004JJ00";""
"10537";"GM1640";"2005JJ00";""
"10538";"GM1640";"2006JJ00";""
"10539";"GM1640";"2007JJ00";"  222437"
"10540";"GM1640";"2008JJ00";"  234941"
"10541";"GM1640";"2009JJ00";"  207910"
"10542";"GM1640";"2010JJ00";"  229473"
"10543";"GM1640";"2011JJ00";"  210866"
"10544";"GM1640";"2012JJ00";"  220650"
"10545";"GM1640";"2013JJ00";"  187527"
"10546";"GM1640";"2014JJ00";"  196196"
"10547";"GM1640";"2015JJ00";"  197220"
"10548";"GM1640";"2016JJ00";"  215193"
"10549";"GM1640";"2017JJ00";"  226970"
"10550";"GM1640";"2018JJ00";"  251751"
"10551";"GM1640";"2019JJ00";"  255954"
"10552";"GM1640";"2020JJ00";"  289030"
"10553";"GM1640";"2021JJ00";"  324308"
"10554";"GM1640";"2022JJ00";"  358597"
"10555";"GM1640";"2023JJ00";"  361361"
"10556";"GM0327";"1995JJ00";"  110986"
"10557";"GM0327";"1996JJ00";"  129710"
"10558";"GM0327";"1997JJ00";"  143657"
"10559";"GM0327";"1998JJ00";"  170009"
"10560";"GM0327";"1999JJ00";"  191288"
"10561";"GM0327";"2000JJ00";"  226726"
"10562";"GM0327";"2001JJ00";"  229760"
"10563";"GM0327";"2002JJ00";"  243656"
"10564";"GM0327";"2003JJ00";"  252104"
"10565";"GM0327";"2004JJ00";"  249890"
"10566";"GM0327";"2005JJ00";"  261142"
"10567";"GM0327";"2006JJ00";"  285156"
"10568";"GM0327";"2007JJ00";"  311567"
"10569";"GM0327";"2008JJ00";"  319497"
"10570";"GM0327";"2009JJ00";"  288982"
"10571";"GM0327";"2010JJ00";"  284713"
"10572";"GM0327";"2011JJ00";"  279675"
"10573";"GM0327";"2012JJ00";"  275276"
"10574";"GM0327";"2013JJ00";"  250606"
"10575";"GM0327";"2014JJ00";"  260818"
"10576";"GM0327";"2015JJ00";"  269736"
"10577";"GM0327";"2016JJ00";"  285751"
"10578";"GM0327";"2017JJ00";"  290726"
"10579";"GM0327";"2018JJ00";"  354188"
"10580";"GM0327";"2019JJ00";"  354700"
"10581";"GM0327";"2020JJ00";"  419046"
"10582";"GM0327";"2021JJ00";"  434561"
"10583";"GM0327";"2022JJ00";"  518247"
"10584";"GM0327";"2023JJ00";"  464698"
"10585";"GM0260";"1995JJ00";"   89614"
"10586";"GM0260";"1996JJ00";"   84703"
"10587";"GM0260";"1997JJ00";"  101628"
"10588";"GM0260";"1998JJ00";"  122485"
"10589";"GM0260";"1999JJ00";"  153867"
"10590";"GM0260";"2000JJ00";"  179349"
"10591";"GM0260";"2001JJ00";"  185947"
"10592";"GM0260";"2002JJ00";"  187792"
"10593";"GM0260";"2003JJ00";"  203498"
"10594";"GM0260";"2004JJ00";"  196561"
"10595";"GM0260";"2005JJ00";""
"10596";"GM0260";"2006JJ00";""
"10597";"GM0260";"2007JJ00";""
"10598";"GM0260";"2008JJ00";""
"10599";"GM0260";"2009JJ00";""
"10600";"GM0260";"2010JJ00";""
"10601";"GM0260";"2011JJ00";""
"10602";"GM0260";"2012JJ00";""
"10603";"GM0260";"2013JJ00";""
"10604";"GM0260";"2014JJ00";""
"10605";"GM0260";"2015JJ00";""
"10606";"GM0260";"2016JJ00";""
"10607";"GM0260";"2017JJ00";""
"10608";"GM0260";"2018JJ00";""
"10609";"GM0260";"2019JJ00";""
"10610";"GM0260";"2020JJ00";""
"10611";"GM0260";"2021JJ00";""
"10612";"GM0260";"2022JJ00";""
"10613";"GM0260";"2023JJ00";""
"10614";"GM1673";"1995JJ00";"  110772"
"10615";"GM1673";"1996JJ00";"  145480"
"10616";"GM1673";"1997JJ00";"  135402"
"10617";"GM1673";"1998JJ00";"  165561"
"10618";"GM1673";"1999JJ00";"  196010"
"10619";"GM1673";"2000JJ00";"  273488"
"10620";"GM1673";"2001JJ00";"  220033"
"10621";"GM1673";"2002JJ00";"  300379"
"10622";"GM1673";"2003JJ00";"  265045"
"10623";"GM1673";"2004JJ00";"  225147"
"10624";"GM1673";"2005JJ00";"  288251"
"10625";"GM1673";"2006JJ00";"  284869"
"10626";"GM1673";"2007JJ00";""
"10627";"GM1673";"2008JJ00";""
"10628";"GM1673";"2009JJ00";""
"10629";"GM1673";"2010JJ00";""
"10630";"GM1673";"2011JJ00";""
"10631";"GM1673";"2012JJ00";""
"10632";"GM1673";"2013JJ00";""
"10633";"GM1673";"2014JJ00";""
"10634";"GM1673";"2015JJ00";""
"10635";"GM1673";"2016JJ00";""
"10636";"GM1673";"2017JJ00";""
"10637";"GM1673";"2018JJ00";""
"10638";"GM1673";"2019JJ00";""
"10639";"GM1673";"2020JJ00";""
"10640";"GM1673";"2021JJ00";""
"10641";"GM1673";"2022JJ00";""
"10642";"GM1673";"2023JJ00";""
"10643";"GM0806";"1995JJ00";"  104049"
"10644";"GM0806";"1996JJ00";""
"10645";"GM0806";"1997JJ00";""
"10646";"GM0806";"1998JJ00";""
"10647";"GM0806";"1999JJ00";""
"10648";"GM0806";"2000JJ00";""
"10649";"GM0806";"2001JJ00";""
"10650";"GM0806";"2002JJ00";""
"10651";"GM0806";"2003JJ00";""
"10652";"GM0806";"2004JJ00";""
"10653";"GM0806";"2005JJ00";""
"10654";"GM0806";"2006JJ00";""
"10655";"GM0806";"2007JJ00";""
"10656";"GM0806";"2008JJ00";""
"10657";"GM0806";"2009JJ00";""
"10658";"GM0806";"2010JJ00";""
"10659";"GM0806";"2011JJ00";""
"10660";"GM0806";"2012JJ00";""
"10661";"GM0806";"2013JJ00";""
"10662";"GM0806";"2014JJ00";""
"10663";"GM0806";"2015JJ00";""
"10664";"GM0806";"2016JJ00";""
"10665";"GM0806";"2017JJ00";""
"10666";"GM0806";"2018JJ00";""
"10667";"GM0806";"2019JJ00";""
"10668";"GM0806";"2020JJ00";""
"10669";"GM0806";"2021JJ00";""
"10670";"GM0806";"2022JJ00";""
"10671";"GM0806";"2023JJ00";""
