"ID";"LeeftijdReferentiepersoon";"RegioS";"Perioden";"TotaalParticuliereHuishoudens_21"
"9332";"10000";"GM1641";"2007JJ00";"9861"
"9333";"10000";"GM1641";"2008JJ00";"10201"
"9334";"10000";"GM1641";"2009JJ00";"10284"
"9335";"10000";"GM1641";"2010JJ00";"10116"
"9336";"10000";"GM1641";"2011JJ00";"10211"
"9337";"10000";"GM1641";"2012JJ00";"10173"
"9338";"10000";"GM1641";"2013JJ00";"10397"
"9339";"10000";"GM1641";"2014JJ00";"10307"
"9340";"10000";"GM1641";"2015JJ00";"10310"
"9341";"10000";"GM1641";"2016JJ00";"10352"
"9342";"10000";"GM1641";"2017JJ00";"10428"
"9343";"10000";"GM1641";"2018JJ00";"10457"
"9344";"10000";"GM1641";"2019JJ00";"10502"
"9345";"10000";"GM1641";"2020JJ00";"10648"
"9346";"10000";"GM1641";"2021JJ00";"10723"
"9347";"10000";"GM1641";"2022JJ00";"10790"
"9348";"10000";"GM1641";"2023JJ00";"10883"
"9349";"10000";"GM1641";"2024JJ00";"11020"
"9350";"10000";"GM1991";"2000JJ00";
"9351";"10000";"GM1991";"2001JJ00";
"9352";"10000";"GM1991";"2002JJ00";
"9353";"10000";"GM1991";"2003JJ00";
"9354";"10000";"GM1991";"2004JJ00";
"9355";"10000";"GM1991";"2005JJ00";
"9356";"10000";"GM1991";"2006JJ00";
"9357";"10000";"GM1991";"2007JJ00";
"9358";"10000";"GM1991";"2008JJ00";
"9359";"10000";"GM1991";"2009JJ00";
"9360";"10000";"GM1991";"2010JJ00";
"9361";"10000";"GM1991";"2011JJ00";
"9362";"10000";"GM1991";"2012JJ00";
"9363";"10000";"GM1991";"2013JJ00";
"9364";"10000";"GM1991";"2014JJ00";
"9365";"10000";"GM1991";"2015JJ00";
"9366";"10000";"GM1991";"2016JJ00";
"9367";"10000";"GM1991";"2017JJ00";
"9368";"10000";"GM1991";"2018JJ00";
"9369";"10000";"GM1991";"2019JJ00";
"9370";"10000";"GM1991";"2020JJ00";
"9371";"10000";"GM1991";"2021JJ00";
"9372";"10000";"GM1991";"2022JJ00";"25512"
"9373";"10000";"GM1991";"2023JJ00";"25904"
"9374";"10000";"GM1991";"2024JJ00";"26144"
"9375";"10000";"GM0555";"2000JJ00";"2462"
"9376";"10000";"GM0555";"2001JJ00";"2459"
"9377";"10000";"GM0555";"2002JJ00";"2460"
"9378";"10000";"GM0555";"2003JJ00";"2477"
"9379";"10000";"GM0555";"2004JJ00";
"9380";"10000";"GM0555";"2005JJ00";
"9381";"10000";"GM0555";"2006JJ00";
"9382";"10000";"GM0555";"2007JJ00";
"9383";"10000";"GM0555";"2008JJ00";
"9384";"10000";"GM0555";"2009JJ00";
"9385";"10000";"GM0555";"2010JJ00";
"9386";"10000";"GM0555";"2011JJ00";
"9387";"10000";"GM0555";"2012JJ00";
"9388";"10000";"GM0555";"2013JJ00";
"9389";"10000";"GM0555";"2014JJ00";
"9390";"10000";"GM0555";"2015JJ00";
"9391";"10000";"GM0555";"2016JJ00";
"9392";"10000";"GM0555";"2017JJ00";
"9393";"10000";"GM0555";"2018JJ00";
"9394";"10000";"GM0555";"2019JJ00";
"9395";"10000";"GM0555";"2020JJ00";
"9396";"10000";"GM0555";"2021JJ00";
"9397";"10000";"GM0555";"2022JJ00";
"9398";"10000";"GM0555";"2023JJ00";
"9399";"10000";"GM0555";"2024JJ00";
"9400";"10000";"GM0556";"2000JJ00";"13722"
"9401";"10000";"GM0556";"2001JJ00";"13753"
"9402";"10000";"GM0556";"2002JJ00";"13719"
"9403";"10000";"GM0556";"2003JJ00";"13829"
"9404";"10000";"GM0556";"2004JJ00";"13892"
"9405";"10000";"GM0556";"2005JJ00";"13790"
"9406";"10000";"GM0556";"2006JJ00";"13667"
"9407";"10000";"GM0556";"2007JJ00";"13576"
"9408";"10000";"GM0556";"2008JJ00";"13603"
"9409";"10000";"GM0556";"2009JJ00";"13690"
"9410";"10000";"GM0556";"2010JJ00";"13897"
"9411";"10000";"GM0556";"2011JJ00";"14142"
"9412";"10000";"GM0556";"2012JJ00";"14175"
"9413";"10000";"GM0556";"2013JJ00";"14286"
"9414";"10000";"GM0556";"2014JJ00";"14332"
"9415";"10000";"GM0556";"2015JJ00";"14470"
"9416";"10000";"GM0556";"2016JJ00";"14597"
"9417";"10000";"GM0556";"2017JJ00";"14674"
"9418";"10000";"GM0556";"2018JJ00";"14696"
"9419";"10000";"GM0556";"2019JJ00";"14756"
"9420";"10000";"GM0556";"2020JJ00";"14982"
"9421";"10000";"GM0556";"2021JJ00";"15115"
"9422";"10000";"GM0556";"2022JJ00";"15356"
"9423";"10000";"GM0556";"2023JJ00";"15808"
"9424";"10000";"GM0556";"2024JJ00";"16019"
"9425";"10000";"GM0935";"2000JJ00";"60069"
"9426";"10000";"GM0935";"2001JJ00";"60411"
"9427";"10000";"GM0935";"2002JJ00";"60613"
"9428";"10000";"GM0935";"2003JJ00";"60903"
"9429";"10000";"GM0935";"2004JJ00";"61551"
"9430";"10000";"GM0935";"2005JJ00";"61344"
"9431";"10000";"GM0935";"2006JJ00";"61413"
"9432";"10000";"GM0935";"2007JJ00";"61258"
"9433";"10000";"GM0935";"2008JJ00";"60972"
"9434";"10000";"GM0935";"2009JJ00";"61690"
"9435";"10000";"GM0935";"2010JJ00";"62236"
"9436";"10000";"GM0935";"2011JJ00";"63510"
"9437";"10000";"GM0935";"2012JJ00";"65522"
"9438";"10000";"GM0935";"2013JJ00";"66804"
"9439";"10000";"GM0935";"2014JJ00";"67281"
"9440";"10000";"GM0935";"2015JJ00";"67775"
"9441";"10000";"GM0935";"2016JJ00";"68072"
"9442";"10000";"GM0935";"2017JJ00";"68746"
"9443";"10000";"GM0935";"2018JJ00";"69180"
"9444";"10000";"GM0935";"2019JJ00";"68504"
"9445";"10000";"GM0935";"2020JJ00";"68903"
"9446";"10000";"GM0935";"2021JJ00";"68032"
"9447";"10000";"GM0935";"2022JJ00";"69289"
"9448";"10000";"GM0935";"2023JJ00";"70726"
"9449";"10000";"GM0935";"2024JJ00";"73269"
"9450";"10000";"GM0936";"2000JJ00";"5245"
"9451";"10000";"GM0936";"2001JJ00";"5285"
"9452";"10000";"GM0936";"2002JJ00";"5282"
"9453";"10000";"GM0936";"2003JJ00";"5295"
"9454";"10000";"GM0936";"2004JJ00";"5326"
"9455";"10000";"GM0936";"2005JJ00";"5307"
"9456";"10000";"GM0936";"2006JJ00";"5330"
"9457";"10000";"GM0936";"2007JJ00";"5368"
"9458";"10000";"GM0936";"2008JJ00";"5402"
"9459";"10000";"GM0936";"2009JJ00";"5454"
"9460";"10000";"GM0936";"2010JJ00";"5426"
"9461";"10000";"GM0936";"2011JJ00";
"9462";"10000";"GM0936";"2012JJ00";
"9463";"10000";"GM0936";"2013JJ00";
"9464";"10000";"GM0936";"2014JJ00";
"9465";"10000";"GM0936";"2015JJ00";
"9466";"10000";"GM0936";"2016JJ00";
"9467";"10000";"GM0936";"2017JJ00";
"9468";"10000";"GM0936";"2018JJ00";
"9469";"10000";"GM0936";"2019JJ00";
"9470";"10000";"GM0936";"2020JJ00";
"9471";"10000";"GM0936";"2021JJ00";
"9472";"10000";"GM0936";"2022JJ00";
"9473";"10000";"GM0936";"2023JJ00";
"9474";"10000";"GM0936";"2024JJ00";
"9475";"10000";"GM0169";"2000JJ00";"2685"
"9476";"10000";"GM0169";"2001JJ00";
"9477";"10000";"GM0169";"2002JJ00";
"9478";"10000";"GM0169";"2003JJ00";
"9479";"10000";"GM0169";"2004JJ00";
"9480";"10000";"GM0169";"2005JJ00";
"9481";"10000";"GM0169";"2006JJ00";
"9482";"10000";"GM0169";"2007JJ00";
"9483";"10000";"GM0169";"2008JJ00";
"9484";"10000";"GM0169";"2009JJ00";
"9485";"10000";"GM0169";"2010JJ00";
"9486";"10000";"GM0169";"2011JJ00";
"9487";"10000";"GM0169";"2012JJ00";
"9488";"10000";"GM0169";"2013JJ00";
"9489";"10000";"GM0169";"2014JJ00";
"9490";"10000";"GM0169";"2015JJ00";
"9491";"10000";"GM0169";"2016JJ00";
"9492";"10000";"GM0169";"2017JJ00";
"9493";"10000";"GM0169";"2018JJ00";
"9494";"10000";"GM0169";"2019JJ00";
"9495";"10000";"GM0169";"2020JJ00";
"9496";"10000";"GM0169";"2021JJ00";
"9497";"10000";"GM0169";"2022JJ00";
"9498";"10000";"GM0169";"2023JJ00";
"9499";"10000";"GM0169";"2024JJ00";
"9500";"10000";"GM1663";"2000JJ00";"4513"
"9501";"10000";"GM1663";"2001JJ00";"4562"
"9502";"10000";"GM1663";"2002JJ00";"4744"
"9503";"10000";"GM1663";"2003JJ00";"4763"
"9504";"10000";"GM1663";"2004JJ00";"4814"
"9505";"10000";"GM1663";"2005JJ00";"4874"
"9506";"10000";"GM1663";"2006JJ00";"4795"
"9507";"10000";"GM1663";"2007JJ00";"4641"
"9508";"10000";"GM1663";"2008JJ00";"4674"
"9509";"10000";"GM1663";"2009JJ00";"4683"
"9510";"10000";"GM1663";"2010JJ00";"4674"
"9511";"10000";"GM1663";"2011JJ00";"4658"
"9512";"10000";"GM1663";"2012JJ00";"4664"
"9513";"10000";"GM1663";"2013JJ00";"4676"
"9514";"10000";"GM1663";"2014JJ00";"4662"
"9515";"10000";"GM1663";"2015JJ00";"4689"
"9516";"10000";"GM1663";"2016JJ00";"4649"
"9517";"10000";"GM1663";"2017JJ00";"4657"
"9518";"10000";"GM1663";"2018JJ00";"4681"
"9519";"10000";"GM1663";"2019JJ00";
"9520";"10000";"GM1663";"2020JJ00";
"9521";"10000";"GM1663";"2021JJ00";
"9522";"10000";"GM1663";"2022JJ00";
"9523";"10000";"GM1663";"2023JJ00";
"9524";"10000";"GM1663";"2024JJ00";
"9525";"10000";"GM0025";"2000JJ00";"3680"
"9526";"10000";"GM0025";"2001JJ00";"3763"
"9527";"10000";"GM0025";"2002JJ00";"3839"
"9528";"10000";"GM0025";"2003JJ00";"3945"
"9529";"10000";"GM0025";"2004JJ00";"3988"
"9530";"10000";"GM0025";"2005JJ00";"3866"
"9531";"10000";"GM0025";"2006JJ00";"3862"
"9532";"10000";"GM0025";"2007JJ00";"3893"
"9533";"10000";"GM0025";"2008JJ00";"3990"
"9534";"10000";"GM0025";"2009JJ00";"4035"
"9535";"10000";"GM0025";"2010JJ00";"4123"
"9536";"10000";"GM0025";"2011JJ00";"4120"
"9537";"10000";"GM0025";"2012JJ00";"4126"
"9538";"10000";"GM0025";"2013JJ00";"4155"
"9539";"10000";"GM0025";"2014JJ00";"4136"
"9540";"10000";"GM0025";"2015JJ00";"4153"
"9541";"10000";"GM0025";"2016JJ00";"4177"
"9542";"10000";"GM0025";"2017JJ00";"4241"
"9543";"10000";"GM0025";"2018JJ00";"4309"
"9544";"10000";"GM0025";"2019JJ00";
"9545";"10000";"GM0025";"2020JJ00";
"9546";"10000";"GM0025";"2021JJ00";
"9547";"10000";"GM0025";"2022JJ00";
"9548";"10000";"GM0025";"2023JJ00";
"9549";"10000";"GM0025";"2024JJ00";
"9550";"10000";"GM0420";"2000JJ00";"3163"
"9551";"10000";"GM0420";"2001JJ00";"3210"
"9552";"10000";"GM0420";"2002JJ00";"3212"
"9553";"10000";"GM0420";"2003JJ00";"3357"
"9554";"10000";"GM0420";"2004JJ00";"3460"
"9555";"10000";"GM0420";"2005JJ00";"3510"
"9556";"10000";"GM0420";"2006JJ00";"3526"
"9557";"10000";"GM0420";"2007JJ00";"10476"
"9558";"10000";"GM0420";"2008JJ00";"10654"
"9559";"10000";"GM0420";"2009JJ00";"10933"
"9560";"10000";"GM0420";"2010JJ00";"11169"
"9561";"10000";"GM0420";"2011JJ00";"17390"
"9562";"10000";"GM0420";"2012JJ00";"17555"
"9563";"10000";"GM0420";"2013JJ00";"17721"
"9564";"10000";"GM0420";"2014JJ00";"17843"
"9565";"10000";"GM0420";"2015JJ00";"18051"
"9566";"10000";"GM0420";"2016JJ00";"18153"
"9567";"10000";"GM0420";"2017JJ00";"18435"
"9568";"10000";"GM0420";"2018JJ00";"18657"
"9569";"10000";"GM0420";"2019JJ00";"18874"
"9570";"10000";"GM0420";"2020JJ00";"19044"
"9571";"10000";"GM0420";"2021JJ00";"19186"
"9572";"10000";"GM0420";"2022JJ00";"19442"
"9573";"10000";"GM0420";"2023JJ00";"19755"
"9574";"10000";"GM0420";"2024JJ00";"19808"
"9575";"10000";"GM0993";"2000JJ00";"2783"
"9576";"10000";"GM0993";"2001JJ00";"2819"
"9577";"10000";"GM0993";"2002JJ00";"2821"
"9578";"10000";"GM0993";"2003JJ00";"2869"
"9579";"10000";"GM0993";"2004JJ00";"2897"
"9580";"10000";"GM0993";"2005JJ00";"2921"
"9581";"10000";"GM0993";"2006JJ00";"2924"
"9582";"10000";"GM0993";"2007JJ00";"2933"
"9583";"10000";"GM0993";"2008JJ00";"2952"
"9584";"10000";"GM0993";"2009JJ00";"2998"
"9585";"10000";"GM0993";"2010JJ00";
"9586";"10000";"GM0993";"2011JJ00";
"9587";"10000";"GM0993";"2012JJ00";
"9588";"10000";"GM0993";"2013JJ00";
"9589";"10000";"GM0993";"2014JJ00";
"9590";"10000";"GM0993";"2015JJ00";
"9591";"10000";"GM0993";"2016JJ00";
"9592";"10000";"GM0993";"2017JJ00";
"9593";"10000";"GM0993";"2018JJ00";
"9594";"10000";"GM0993";"2019JJ00";
"9595";"10000";"GM0993";"2020JJ00";
"9596";"10000";"GM0993";"2021JJ00";
"9597";"10000";"GM0993";"2022JJ00";
"9598";"10000";"GM0993";"2023JJ00";
"9599";"10000";"GM0993";"2024JJ00";
"9600";"10000";"GM0938";"2000JJ00";"8155"
"9601";"10000";"GM0938";"2001JJ00";"8200"
"9602";"10000";"GM0938";"2002JJ00";"8262"
"9603";"10000";"GM0938";"2003JJ00";"8201"
"9604";"10000";"GM0938";"2004JJ00";"8253"
"9605";"10000";"GM0938";"2005JJ00";"8245"
"9606";"10000";"GM0938";"2006JJ00";"8271"
"9607";"10000";"GM0938";"2007JJ00";"8298"
"9608";"10000";"GM0938";"2008JJ00";"8322"
"9609";"10000";"GM0938";"2009JJ00";"8360"
"9610";"10000";"GM0938";"2010JJ00";"8324"
"9611";"10000";"GM0938";"2011JJ00";"8272"
"9612";"10000";"GM0938";"2012JJ00";"8304"
"9613";"10000";"GM0938";"2013JJ00";"8308"
"9614";"10000";"GM0938";"2014JJ00";"8384"
"9615";"10000";"GM0938";"2015JJ00";"8400"
"9616";"10000";"GM0938";"2016JJ00";"8421"
"9617";"10000";"GM0938";"2017JJ00";"8464"
"9618";"10000";"GM0938";"2018JJ00";"8477"
"9619";"10000";"GM0938";"2019JJ00";"8496"
"9620";"10000";"GM0938";"2020JJ00";"8493"
"9621";"10000";"GM0938";"2021JJ00";"8479"
"9622";"10000";"GM0938";"2022JJ00";"8504"
"9623";"10000";"GM0938";"2023JJ00";"8553"
"9624";"10000";"GM0938";"2024JJ00";"8559"
"9625";"10000";"GM1948";"2000JJ00";
"9626";"10000";"GM1948";"2001JJ00";
"9627";"10000";"GM1948";"2002JJ00";
"9628";"10000";"GM1948";"2003JJ00";
"9629";"10000";"GM1948";"2004JJ00";
"9630";"10000";"GM1948";"2005JJ00";
"9631";"10000";"GM1948";"2006JJ00";
"9632";"10000";"GM1948";"2007JJ00";
"9633";"10000";"GM1948";"2008JJ00";
"9634";"10000";"GM1948";"2009JJ00";
"9635";"10000";"GM1948";"2010JJ00";
"9636";"10000";"GM1948";"2011JJ00";
"9637";"10000";"GM1948";"2012JJ00";
"9638";"10000";"GM1948";"2013JJ00";
"9639";"10000";"GM1948";"2014JJ00";
"9640";"10000";"GM1948";"2015JJ00";
"9641";"10000";"GM1948";"2016JJ00";
"9642";"10000";"GM1948";"2017JJ00";"33613"
"9643";"10000";"GM1948";"2018JJ00";"33755"
"9644";"10000";"GM1948";"2019JJ00";"34271"
"9645";"10000";"GM1948";"2020JJ00";"34619"
"9646";"10000";"GM1948";"2021JJ00";"34950"
"9647";"10000";"GM1948";"2022JJ00";"35628"
"9648";"10000";"GM1948";"2023JJ00";"36151"
"9649";"10000";"GM1948";"2024JJ00";"36784"
"9650";"10000";"GM0941";"2000JJ00";"2087"
"9651";"10000";"GM0941";"2001JJ00";"2116"
"9652";"10000";"GM0941";"2002JJ00";"2138"
"9653";"10000";"GM0941";"2003JJ00";"2147"
"9654";"10000";"GM0941";"2004JJ00";"2170"
"9655";"10000";"GM0941";"2005JJ00";"2185"
"9656";"10000";"GM0941";"2006JJ00";"2206"
"9657";"10000";"GM0941";"2007JJ00";"2232"
"9658";"10000";"GM0941";"2008JJ00";"2301"
"9659";"10000";"GM0941";"2009JJ00";"2333"
"9660";"10000";"GM0941";"2010JJ00";
"9661";"10000";"GM0941";"2011JJ00";
"9662";"10000";"GM0941";"2012JJ00";
"9663";"10000";"GM0941";"2013JJ00";
"9664";"10000";"GM0941";"2014JJ00";
"9665";"10000";"GM0941";"2015JJ00";
"9666";"10000";"GM0941";"2016JJ00";
"9667";"10000";"GM0941";"2017JJ00";
"9668";"10000";"GM0941";"2018JJ00";
"9669";"10000";"GM0941";"2019JJ00";
"9670";"10000";"GM0941";"2020JJ00";
"9671";"10000";"GM0941";"2021JJ00";
"9672";"10000";"GM0941";"2022JJ00";
"9673";"10000";"GM0941";"2023JJ00";
"9674";"10000";"GM0941";"2024JJ00";
"9675";"10000";"GM0083";"2000JJ00";"5429"
"9676";"10000";"GM0083";"2001JJ00";"5498"
"9677";"10000";"GM0083";"2002JJ00";"5539"
"9678";"10000";"GM0083";"2003JJ00";"5567"
"9679";"10000";"GM0083";"2004JJ00";"5559"
"9680";"10000";"GM0083";"2005JJ00";"5558"
"9681";"10000";"GM0083";"2006JJ00";"5568"
"9682";"10000";"GM0083";"2007JJ00";"5576"
"9683";"10000";"GM0083";"2008JJ00";"5607"
"9684";"10000";"GM0083";"2009JJ00";"5637"
"9685";"10000";"GM0083";"2010JJ00";"5679"
"9686";"10000";"GM0083";"2011JJ00";
"9687";"10000";"GM0083";"2012JJ00";
"9688";"10000";"GM0083";"2013JJ00";
"9689";"10000";"GM0083";"2014JJ00";
"9690";"10000";"GM0083";"2015JJ00";
"9691";"10000";"GM0083";"2016JJ00";
"9692";"10000";"GM0083";"2017JJ00";
"9693";"10000";"GM0083";"2018JJ00";
"9694";"10000";"GM0083";"2019JJ00";
"9695";"10000";"GM0083";"2020JJ00";
"9696";"10000";"GM0083";"2021JJ00";
"9697";"10000";"GM0083";"2022JJ00";
"9698";"10000";"GM0083";"2023JJ00";
"9699";"10000";"GM0083";"2024JJ00";
"9700";"10000";"GM1908";"2000JJ00";
"9701";"10000";"GM1908";"2001JJ00";
"9702";"10000";"GM1908";"2002JJ00";
"9703";"10000";"GM1908";"2003JJ00";
"9704";"10000";"GM1908";"2004JJ00";
"9705";"10000";"GM1908";"2005JJ00";
"9706";"10000";"GM1908";"2006JJ00";
"9707";"10000";"GM1908";"2007JJ00";
"9708";"10000";"GM1908";"2008JJ00";
"9709";"10000";"GM1908";"2009JJ00";
"9710";"10000";"GM1908";"2010JJ00";
"9711";"10000";"GM1908";"2011JJ00";"5693"
"9712";"10000";"GM1908";"2012JJ00";"5732"
"9713";"10000";"GM1908";"2013JJ00";"5738"
"9714";"10000";"GM1908";"2014JJ00";"5711"
"9715";"10000";"GM1908";"2015JJ00";"5703"
"9716";"10000";"GM1908";"2016JJ00";"5705"
"9717";"10000";"GM1908";"2017JJ00";"5707"
"9718";"10000";"GM1908";"2018JJ00";
"9719";"10000";"GM1908";"2019JJ00";
"9720";"10000";"GM1908";"2020JJ00";
"9721";"10000";"GM1908";"2021JJ00";
"9722";"10000";"GM1908";"2022JJ00";
"9723";"10000";"GM1908";"2023JJ00";
"9724";"10000";"GM1908";"2024JJ00";
"9725";"10000";"GM1987";"2000JJ00";"5059"
"9726";"10000";"GM1987";"2001JJ00";"5112"
"9727";"10000";"GM1987";"2002JJ00";"5144"
"9728";"10000";"GM1987";"2003JJ00";"5153"
"9729";"10000";"GM1987";"2004JJ00";"5131"
"9730";"10000";"GM1987";"2005JJ00";"5130"
"9731";"10000";"GM1987";"2006JJ00";"5150"
"9732";"10000";"GM1987";"2007JJ00";"5140"
"9733";"10000";"GM1987";"2008JJ00";"5169"
"9734";"10000";"GM1987";"2009JJ00";"5207"
"9735";"10000";"GM1987";"2010JJ00";"5264"
"9736";"10000";"GM1987";"2011JJ00";"5254"
"9737";"10000";"GM1987";"2012JJ00";"5271"
"9738";"10000";"GM1987";"2013JJ00";"5342"
"9739";"10000";"GM1987";"2014JJ00";"5338"
"9740";"10000";"GM1987";"2015JJ00";"5365"
"9741";"10000";"GM1987";"2016JJ00";"5347"
"9742";"10000";"GM1987";"2017JJ00";"5364"
"9743";"10000";"GM1987";"2018JJ00";
"9744";"10000";"GM1987";"2019JJ00";
"9745";"10000";"GM1987";"2020JJ00";
"9746";"10000";"GM1987";"2021JJ00";
"9747";"10000";"GM1987";"2022JJ00";
"9748";"10000";"GM1987";"2023JJ00";
"9749";"10000";"GM1987";"2024JJ00";
"9750";"10000";"GM0119";"2000JJ00";"12568"
"9751";"10000";"GM0119";"2001JJ00";"12718"
"9752";"10000";"GM0119";"2002JJ00";"12843"
"9753";"10000";"GM0119";"2003JJ00";"13118"
"9754";"10000";"GM0119";"2004JJ00";"13203"
"9755";"10000";"GM0119";"2005JJ00";"13085"
"9756";"10000";"GM0119";"2006JJ00";"13237"
"9757";"10000";"GM0119";"2007JJ00";"13514"
"9758";"10000";"GM0119";"2008JJ00";"13698"
"9759";"10000";"GM0119";"2009JJ00";"13930"
"9760";"10000";"GM0119";"2010JJ00";"14146"
"9761";"10000";"GM0119";"2011JJ00";"14214"
"9762";"10000";"GM0119";"2012JJ00";"14293"
"9763";"10000";"GM0119";"2013JJ00";"14444"
"9764";"10000";"GM0119";"2014JJ00";"14421"
"9765";"10000";"GM0119";"2015JJ00";"14474"
"9766";"10000";"GM0119";"2016JJ00";"14526"
"9767";"10000";"GM0119";"2017JJ00";"14771"
"9768";"10000";"GM0119";"2018JJ00";"15053"
"9769";"10000";"GM0119";"2019JJ00";"15176"
"9770";"10000";"GM0119";"2020JJ00";"15424"
"9771";"10000";"GM0119";"2021JJ00";"15714"
"9772";"10000";"GM0119";"2022JJ00";"15969"
"9773";"10000";"GM0119";"2023JJ00";"16235"
"9774";"10000";"GM0119";"2024JJ00";"16589"
"9775";"10000";"GM0687";"2000JJ00";"19476"
"9776";"10000";"GM0687";"2001JJ00";"19721"
"9777";"10000";"GM0687";"2002JJ00";"19844"
"9778";"10000";"GM0687";"2003JJ00";"20227"
"9779";"10000";"GM0687";"2004JJ00";"20354"
"9780";"10000";"GM0687";"2005JJ00";"20648"
"9781";"10000";"GM0687";"2006JJ00";"21090"
"9782";"10000";"GM0687";"2007JJ00";"21298"
"9783";"10000";"GM0687";"2008JJ00";"21484"
"9784";"10000";"GM0687";"2009JJ00";"21619"
"9785";"10000";"GM0687";"2010JJ00";"22079"
"9786";"10000";"GM0687";"2011JJ00";"22170"
"9787";"10000";"GM0687";"2012JJ00";"22129"
"9788";"10000";"GM0687";"2013JJ00";"22025"
"9789";"10000";"GM0687";"2014JJ00";"22222"
"9790";"10000";"GM0687";"2015JJ00";"22231"
"9791";"10000";"GM0687";"2016JJ00";"22405"
"9792";"10000";"GM0687";"2017JJ00";"22584"
"9793";"10000";"GM0687";"2018JJ00";"22707"
"9794";"10000";"GM0687";"2019JJ00";"22966"
"9795";"10000";"GM0687";"2020JJ00";"23052"
"9796";"10000";"GM0687";"2021JJ00";"23223"
"9797";"10000";"GM0687";"2022JJ00";"23428"
"9798";"10000";"GM0687";"2023JJ00";"23928"
"9799";"10000";"GM0687";"2024JJ00";"24085"
"9800";"10000";"GM0559";"2000JJ00";"6445"
"9801";"10000";"GM0559";"2001JJ00";"6584"
"9802";"10000";"GM0559";"2002JJ00";"6659"
"9803";"10000";"GM0559";"2003JJ00";"6781"
"9804";"10000";"GM0559";"2004JJ00";"6835"
"9805";"10000";"GM0559";"2005JJ00";"6872"
"9806";"10000";"GM0559";"2006JJ00";"6959"
"9807";"10000";"GM0559";"2007JJ00";"7076"
"9808";"10000";"GM0559";"2008JJ00";"7097"
"9809";"10000";"GM0559";"2009JJ00";"7311"
"9810";"10000";"GM0559";"2010JJ00";"7315"
"9811";"10000";"GM0559";"2011JJ00";"7424"
"9812";"10000";"GM0559";"2012JJ00";"7606"
"9813";"10000";"GM0559";"2013JJ00";
"9814";"10000";"GM0559";"2014JJ00";
"9815";"10000";"GM0559";"2015JJ00";
"9816";"10000";"GM0559";"2016JJ00";
"9817";"10000";"GM0559";"2017JJ00";
"9818";"10000";"GM0559";"2018JJ00";
"9819";"10000";"GM0559";"2019JJ00";
"9820";"10000";"GM0559";"2020JJ00";
"9821";"10000";"GM0559";"2021JJ00";
"9822";"10000";"GM0559";"2022JJ00";
"9823";"10000";"GM0559";"2023JJ00";
"9824";"10000";"GM0559";"2024JJ00";
"9825";"10000";"GM1842";"2000JJ00";
"9826";"10000";"GM1842";"2001JJ00";
"9827";"10000";"GM1842";"2002JJ00";
"9828";"10000";"GM1842";"2003JJ00";
"9829";"10000";"GM1842";"2004JJ00";"6309"
"9830";"10000";"GM1842";"2005JJ00";"6443"
"9831";"10000";"GM1842";"2006JJ00";"6626"
"9832";"10000";"GM1842";"2007JJ00";"6705"
"9833";"10000";"GM1842";"2008JJ00";"6723"
"9834";"10000";"GM1842";"2009JJ00";"6797"
"9835";"10000";"GM1842";"2010JJ00";"6923"
"9836";"10000";"GM1842";"2011JJ00";"7083"
"9837";"10000";"GM1842";"2012JJ00";"7158"
"9838";"10000";"GM1842";"2013JJ00";"7199"
"9839";"10000";"GM1842";"2014JJ00";"7341"
"9840";"10000";"GM1842";"2015JJ00";"7457"
"9841";"10000";"GM1842";"2016JJ00";"7554"
"9842";"10000";"GM1842";"2017JJ00";"7620"
"9843";"10000";"GM1842";"2018JJ00";"7760"
"9844";"10000";"GM1842";"2019JJ00";"7817"
"9845";"10000";"GM1842";"2020JJ00";"7832"
"9846";"10000";"GM1842";"2021JJ00";"7905"
"9847";"10000";"GM1842";"2022JJ00";"7995"
"9848";"10000";"GM1842";"2023JJ00";"8009"
"9849";"10000";"GM1842";"2024JJ00";"8040"
"9850";"10000";"GM1731";"2000JJ00";"12642"
"9851";"10000";"GM1731";"2001JJ00";"12998"
"9852";"10000";"GM1731";"2002JJ00";"13104"
"9853";"10000";"GM1731";"2003JJ00";"13181"
"9854";"10000";"GM1731";"2004JJ00";"13190"
"9855";"10000";"GM1731";"2005JJ00";"13290"
"9856";"10000";"GM1731";"2006JJ00";"13456"
"9857";"10000";"GM1731";"2007JJ00";"13603"
"9858";"10000";"GM1731";"2008JJ00";"13663"
"9859";"10000";"GM1731";"2009JJ00";"13761"
"9860";"10000";"GM1731";"2010JJ00";"13921"
"9861";"10000";"GM1731";"2011JJ00";"13938"
"9862";"10000";"GM1731";"2012JJ00";"14034"
"9863";"10000";"GM1731";"2013JJ00";"14055"
"9864";"10000";"GM1731";"2014JJ00";"14071"
"9865";"10000";"GM1731";"2015JJ00";"14092"
"9866";"10000";"GM1731";"2016JJ00";"14135"
"9867";"10000";"GM1731";"2017JJ00";"14182"
"9868";"10000";"GM1731";"2018JJ00";"14326"
"9869";"10000";"GM1731";"2019JJ00";"14381"
"9870";"10000";"GM1731";"2020JJ00";"14485"
"9871";"10000";"GM1731";"2021JJ00";"14609"
"9872";"10000";"GM1731";"2022JJ00";"14705"
"9873";"10000";"GM1731";"2023JJ00";"14861"
"9874";"10000";"GM1731";"2024JJ00";"14928"
"9875";"10000";"GM1952";"2000JJ00";
"9876";"10000";"GM1952";"2001JJ00";
