"ID";"LeeftijdReferentiepersoon";"RegioS";"Perioden";"TotaalParticuliereHuishoudens_21"
"3035";"10000";"GM0063";"2010JJ00";"4649"
"3036";"10000";"GM0063";"2011JJ00";"4711"
"3037";"10000";"GM0063";"2012JJ00";"4668"
"3038";"10000";"GM0063";"2013JJ00";"4705"
"3039";"10000";"GM0063";"2014JJ00";"4483"
"3040";"10000";"GM0063";"2015JJ00";"4494"
"3041";"10000";"GM0063";"2016JJ00";"4529"
"3042";"10000";"GM0063";"2017JJ00";"4515"
"3043";"10000";"GM0063";"2018JJ00";
"3044";"10000";"GM0063";"2019JJ00";
"3045";"10000";"GM0063";"2020JJ00";
"3046";"10000";"GM0063";"2021JJ00";
"3047";"10000";"GM0063";"2022JJ00";
"3048";"10000";"GM0063";"2023JJ00";
"3049";"10000";"GM0063";"2024JJ00";
"3050";"10000";"GM0310";"2000JJ00";"14616"
"3051";"10000";"GM0310";"2001JJ00";"18188"
"3052";"10000";"GM0310";"2002JJ00";"18379"
"3053";"10000";"GM0310";"2003JJ00";"18481"
"3054";"10000";"GM0310";"2004JJ00";"18466"
"3055";"10000";"GM0310";"2005JJ00";"18525"
"3056";"10000";"GM0310";"2006JJ00";"18511"
"3057";"10000";"GM0310";"2007JJ00";"18490"
"3058";"10000";"GM0310";"2008JJ00";"18614"
"3059";"10000";"GM0310";"2009JJ00";"18550"
"3060";"10000";"GM0310";"2010JJ00";"18851"
"3061";"10000";"GM0310";"2011JJ00";"18852"
"3062";"10000";"GM0310";"2012JJ00";"18742"
"3063";"10000";"GM0310";"2013JJ00";"18829"
"3064";"10000";"GM0310";"2014JJ00";"18675"
"3065";"10000";"GM0310";"2015JJ00";"18934"
"3066";"10000";"GM0310";"2016JJ00";"18997"
"3067";"10000";"GM0310";"2017JJ00";"19234"
"3068";"10000";"GM0310";"2018JJ00";"19259"
"3069";"10000";"GM0310";"2019JJ00";"19190"
"3070";"10000";"GM0310";"2020JJ00";"19259"
"3071";"10000";"GM0310";"2021JJ00";"19343"
"3072";"10000";"GM0310";"2022JJ00";"19369"
"3073";"10000";"GM0310";"2023JJ00";"19494"
"3074";"10000";"GM0310";"2024JJ00";"19561"
"3075";"10000";"GM0585";"2000JJ00";"7527"
"3076";"10000";"GM0585";"2001JJ00";"7649"
"3077";"10000";"GM0585";"2002JJ00";"7676"
"3078";"10000";"GM0585";"2003JJ00";"7714"
"3079";"10000";"GM0585";"2004JJ00";"7720"
"3080";"10000";"GM0585";"2005JJ00";"7881"
"3081";"10000";"GM0585";"2006JJ00";"7982"
"3082";"10000";"GM0585";"2007JJ00";"11851"
"3083";"10000";"GM0585";"2008JJ00";"12013"
"3084";"10000";"GM0585";"2009JJ00";"12190"
"3085";"10000";"GM0585";"2010JJ00";"12246"
"3086";"10000";"GM0585";"2011JJ00";"12292"
"3087";"10000";"GM0585";"2012JJ00";"12328"
"3088";"10000";"GM0585";"2013JJ00";"12368"
"3089";"10000";"GM0585";"2014JJ00";"12229"
"3090";"10000";"GM0585";"2015JJ00";"12273"
"3091";"10000";"GM0585";"2016JJ00";"12324"
"3092";"10000";"GM0585";"2017JJ00";"12417"
"3093";"10000";"GM0585";"2018JJ00";"12476"
"3094";"10000";"GM0585";"2019JJ00";
"3095";"10000";"GM0585";"2020JJ00";
"3096";"10000";"GM0585";"2021JJ00";
"3097";"10000";"GM0585";"2022JJ00";
"3098";"10000";"GM0585";"2023JJ00";
"3099";"10000";"GM0585";"2024JJ00";
"3100";"10000";"GM1728";"2000JJ00";"6949"
"3101";"10000";"GM1728";"2001JJ00";"6995"
"3102";"10000";"GM1728";"2002JJ00";"7047"
"3103";"10000";"GM1728";"2003JJ00";"7160"
"3104";"10000";"GM1728";"2004JJ00";"7191"
"3105";"10000";"GM1728";"2005JJ00";"7206"
"3106";"10000";"GM1728";"2006JJ00";"7280"
"3107";"10000";"GM1728";"2007JJ00";"7361"
"3108";"10000";"GM1728";"2008JJ00";"7463"
"3109";"10000";"GM1728";"2009JJ00";"7517"
"3110";"10000";"GM1728";"2010JJ00";"7631"
"3111";"10000";"GM1728";"2011JJ00";"7755"
"3112";"10000";"GM1728";"2012JJ00";"7910"
"3113";"10000";"GM1728";"2013JJ00";"7953"
"3114";"10000";"GM1728";"2014JJ00";"8127"
"3115";"10000";"GM1728";"2015JJ00";"8242"
"3116";"10000";"GM1728";"2016JJ00";"8334"
"3117";"10000";"GM1728";"2017JJ00";"8454"
"3118";"10000";"GM1728";"2018JJ00";"8488"
"3119";"10000";"GM1728";"2019JJ00";"8503"
"3120";"10000";"GM1728";"2020JJ00";"8650"
"3121";"10000";"GM1728";"2021JJ00";"8710"
"3122";"10000";"GM1728";"2022JJ00";"8883"
"3123";"10000";"GM1728";"2023JJ00";"9046"
"3124";"10000";"GM1728";"2024JJ00";"9128"
"3125";"10000";"GM0376";"2000JJ00";"3883"
"3126";"10000";"GM0376";"2001JJ00";"3846"
"3127";"10000";"GM0376";"2002JJ00";"3900"
"3128";"10000";"GM0376";"2003JJ00";"3841"
"3129";"10000";"GM0376";"2004JJ00";"3879"
"3130";"10000";"GM0376";"2005JJ00";"3879"
"3131";"10000";"GM0376";"2006JJ00";"3883"
"3132";"10000";"GM0376";"2007JJ00";"3911"
"3133";"10000";"GM0376";"2008JJ00";"3912"
"3134";"10000";"GM0376";"2009JJ00";"3912"
"3135";"10000";"GM0376";"2010JJ00";"3933"
"3136";"10000";"GM0376";"2011JJ00";"3937"
"3137";"10000";"GM0376";"2012JJ00";"3986"
"3138";"10000";"GM0376";"2013JJ00";"4077"
"3139";"10000";"GM0376";"2014JJ00";"4102"
"3140";"10000";"GM0376";"2015JJ00";"4201"
"3141";"10000";"GM0376";"2016JJ00";"4286"
"3142";"10000";"GM0376";"2017JJ00";"4525"
"3143";"10000";"GM0376";"2018JJ00";"4738"
"3144";"10000";"GM0376";"2019JJ00";"4845"
"3145";"10000";"GM0376";"2020JJ00";"4944"
"3146";"10000";"GM0376";"2021JJ00";"5070"
"3147";"10000";"GM0376";"2022JJ00";"5167"
"3148";"10000";"GM0376";"2023JJ00";"5230"
"3149";"10000";"GM0376";"2024JJ00";"5369"
"3150";"10000";"GM0495";"2000JJ00";"3643"
"3151";"10000";"GM0495";"2001JJ00";"3709"
"3152";"10000";"GM0495";"2002JJ00";"3782"
"3153";"10000";"GM0495";"2003JJ00";"3789"
"3154";"10000";"GM0495";"2004JJ00";"3835"
"3155";"10000";"GM0495";"2005JJ00";"3816"
"3156";"10000";"GM0495";"2006JJ00";"3842"
"3157";"10000";"GM0495";"2007JJ00";
"3158";"10000";"GM0495";"2008JJ00";
"3159";"10000";"GM0495";"2009JJ00";
"3160";"10000";"GM0495";"2010JJ00";
"3161";"10000";"GM0495";"2011JJ00";
"3162";"10000";"GM0495";"2012JJ00";
"3163";"10000";"GM0495";"2013JJ00";
"3164";"10000";"GM0495";"2014JJ00";
"3165";"10000";"GM0495";"2015JJ00";
"3166";"10000";"GM0495";"2016JJ00";
"3167";"10000";"GM0495";"2017JJ00";
"3168";"10000";"GM0495";"2018JJ00";
"3169";"10000";"GM0495";"2019JJ00";
"3170";"10000";"GM0495";"2020JJ00";
"3171";"10000";"GM0495";"2021JJ00";
"3172";"10000";"GM0495";"2022JJ00";
"3173";"10000";"GM0495";"2023JJ00";
"3174";"10000";"GM0495";"2024JJ00";
"3175";"10000";"GM0377";"2000JJ00";"6960"
"3176";"10000";"GM0377";"2001JJ00";"6959"
"3177";"10000";"GM0377";"2002JJ00";"7085"
"3178";"10000";"GM0377";"2003JJ00";"7126"
"3179";"10000";"GM0377";"2004JJ00";"7108"
"3180";"10000";"GM0377";"2005JJ00";"7111"
"3181";"10000";"GM0377";"2006JJ00";"7133"
"3182";"10000";"GM0377";"2007JJ00";"7159"
"3183";"10000";"GM0377";"2008JJ00";"7047"
"3184";"10000";"GM0377";"2009JJ00";"9207"
"3185";"10000";"GM0377";"2010JJ00";"9205"
"3186";"10000";"GM0377";"2011JJ00";"9316"
"3187";"10000";"GM0377";"2012JJ00";"9255"
"3188";"10000";"GM0377";"2013JJ00";"9365"
"3189";"10000";"GM0377";"2014JJ00";"9445"
"3190";"10000";"GM0377";"2015JJ00";"9442"
"3191";"10000";"GM0377";"2016JJ00";"9417"
"3192";"10000";"GM0377";"2017JJ00";"9592"
"3193";"10000";"GM0377";"2018JJ00";"9666"
"3194";"10000";"GM0377";"2019JJ00";"9724"
"3195";"10000";"GM0377";"2020JJ00";"9765"
"3196";"10000";"GM0377";"2021JJ00";"9818"
"3197";"10000";"GM0377";"2022JJ00";"9893"
"3198";"10000";"GM0377";"2023JJ00";"9945"
"3199";"10000";"GM0377";"2024JJ00";"10067"
"3200";"10000";"GM0055";"2000JJ00";"7542"
"3201";"10000";"GM0055";"2001JJ00";"7682"
"3202";"10000";"GM0055";"2002JJ00";"7796"
"3203";"10000";"GM0055";"2003JJ00";"7884"
"3204";"10000";"GM0055";"2004JJ00";"7957"
"3205";"10000";"GM0055";"2005JJ00";"7994"
"3206";"10000";"GM0055";"2006JJ00";"8020"
"3207";"10000";"GM0055";"2007JJ00";"8053"
"3208";"10000";"GM0055";"2008JJ00";"8083"
"3209";"10000";"GM0055";"2009JJ00";"8137"
"3210";"10000";"GM0055";"2010JJ00";"8211"
"3211";"10000";"GM0055";"2011JJ00";"8217"
"3212";"10000";"GM0055";"2012JJ00";"8358"
"3213";"10000";"GM0055";"2013JJ00";"8466"
"3214";"10000";"GM0055";"2014JJ00";
"3215";"10000";"GM0055";"2015JJ00";
"3216";"10000";"GM0055";"2016JJ00";
"3217";"10000";"GM0055";"2017JJ00";
"3218";"10000";"GM0055";"2018JJ00";
"3219";"10000";"GM0055";"2019JJ00";
"3220";"10000";"GM0055";"2020JJ00";
"3221";"10000";"GM0055";"2021JJ00";
"3222";"10000";"GM0055";"2022JJ00";
"3223";"10000";"GM0055";"2023JJ00";
"3224";"10000";"GM0055";"2024JJ00";
"3225";"10000";"GM0497";"2000JJ00";"7245"
"3226";"10000";"GM0497";"2001JJ00";"7302"
"3227";"10000";"GM0497";"2002JJ00";"7298"
"3228";"10000";"GM0497";"2003JJ00";"7338"
"3229";"10000";"GM0497";"2004JJ00";"7358"
"3230";"10000";"GM0497";"2005JJ00";"7360"
"3231";"10000";"GM0497";"2006JJ00";"7386"
"3232";"10000";"GM0497";"2007JJ00";"7423"
"3233";"10000";"GM0497";"2008JJ00";"7482"
"3234";"10000";"GM0497";"2009JJ00";"7570"
"3235";"10000";"GM0497";"2010JJ00";"7637"
"3236";"10000";"GM0497";"2011JJ00";
"3237";"10000";"GM0497";"2012JJ00";
"3238";"10000";"GM0497";"2013JJ00";
"3239";"10000";"GM0497";"2014JJ00";
"3240";"10000";"GM0497";"2015JJ00";
"3241";"10000";"GM0497";"2016JJ00";
"3242";"10000";"GM0497";"2017JJ00";
"3243";"10000";"GM0497";"2018JJ00";
"3244";"10000";"GM0497";"2019JJ00";
"3245";"10000";"GM0497";"2020JJ00";
"3246";"10000";"GM0497";"2021JJ00";
"3247";"10000";"GM0497";"2022JJ00";
"3248";"10000";"GM0497";"2023JJ00";
"3249";"10000";"GM0497";"2024JJ00";
"3250";"10000";"GM1901";"2000JJ00";
"3251";"10000";"GM1901";"2001JJ00";
"3252";"10000";"GM1901";"2002JJ00";
"3253";"10000";"GM1901";"2003JJ00";
"3254";"10000";"GM1901";"2004JJ00";
"3255";"10000";"GM1901";"2005JJ00";
"3256";"10000";"GM1901";"2006JJ00";
"3257";"10000";"GM1901";"2007JJ00";
"3258";"10000";"GM1901";"2008JJ00";
"3259";"10000";"GM1901";"2009JJ00";
"3260";"10000";"GM1901";"2010JJ00";
"3261";"10000";"GM1901";"2011JJ00";"12961"
"3262";"10000";"GM1901";"2012JJ00";"13065"
"3263";"10000";"GM1901";"2013JJ00";"13124"
"3264";"10000";"GM1901";"2014JJ00";"13233"
"3265";"10000";"GM1901";"2015JJ00";"13378"
"3266";"10000";"GM1901";"2016JJ00";"13545"
"3267";"10000";"GM1901";"2017JJ00";"13730"
"3268";"10000";"GM1901";"2018JJ00";"13860"
"3269";"10000";"GM1901";"2019JJ00";"14161"
"3270";"10000";"GM1901";"2020JJ00";"14359"
"3271";"10000";"GM1901";"2021JJ00";"14557"
"3272";"10000";"GM1901";"2022JJ00";"14803"
"3273";"10000";"GM1901";"2023JJ00";"15106"
"3274";"10000";"GM1901";"2024JJ00";"15306"
"3275";"10000";"GM0755";"2000JJ00";"3210"
"3276";"10000";"GM0755";"2001JJ00";"3228"
"3277";"10000";"GM0755";"2002JJ00";"3234"
"3278";"10000";"GM0755";"2003JJ00";"3246"
"3279";"10000";"GM0755";"2004JJ00";"3255"
"3280";"10000";"GM0755";"2005JJ00";"3277"
"3281";"10000";"GM0755";"2006JJ00";"3308"
"3282";"10000";"GM0755";"2007JJ00";"3365"
"3283";"10000";"GM0755";"2008JJ00";"3437"
"3284";"10000";"GM0755";"2009JJ00";"3467"
"3285";"10000";"GM0755";"2010JJ00";"3523"
"3286";"10000";"GM0755";"2011JJ00";"3586"
"3287";"10000";"GM0755";"2012JJ00";"3671"
"3288";"10000";"GM0755";"2013JJ00";"3742"
"3289";"10000";"GM0755";"2014JJ00";"3755"
"3290";"10000";"GM0755";"2015JJ00";"3809"
"3291";"10000";"GM0755";"2016JJ00";"3880"
"3292";"10000";"GM0755";"2017JJ00";"3985"
"3293";"10000";"GM0755";"2018JJ00";"4013"
"3294";"10000";"GM0755";"2019JJ00";"4062"
"3295";"10000";"GM0755";"2020JJ00";"4170"
"3296";"10000";"GM0755";"2021JJ00";"4297"
"3297";"10000";"GM0755";"2022JJ00";"4335"
"3298";"10000";"GM0755";"2023JJ00";"4444"
"3299";"10000";"GM0755";"2024JJ00";"4537"
"3300";"10000";"GM0009";"2000JJ00";"2679"
"3301";"10000";"GM0009";"2001JJ00";"2785"
"3302";"10000";"GM0009";"2002JJ00";"2792"
"3303";"10000";"GM0009";"2003JJ00";"2777"
"3304";"10000";"GM0009";"2004JJ00";"2687"
"3305";"10000";"GM0009";"2005JJ00";"2703"
"3306";"10000";"GM0009";"2006JJ00";"2745"
"3307";"10000";"GM0009";"2007JJ00";"2785"
"3308";"10000";"GM0009";"2008JJ00";"2801"
"3309";"10000";"GM0009";"2009JJ00";"2892"
"3310";"10000";"GM0009";"2010JJ00";"2915"
"3311";"10000";"GM0009";"2011JJ00";"2939"
"3312";"10000";"GM0009";"2012JJ00";"2931"
"3313";"10000";"GM0009";"2013JJ00";"2950"
"3314";"10000";"GM0009";"2014JJ00";"2945"
"3315";"10000";"GM0009";"2015JJ00";"2958"
"3316";"10000";"GM0009";"2016JJ00";"2963"
"3317";"10000";"GM0009";"2017JJ00";"2958"
"3318";"10000";"GM0009";"2018JJ00";"2980"
"3319";"10000";"GM0009";"2019JJ00";
"3320";"10000";"GM0009";"2020JJ00";
"3321";"10000";"GM0009";"2021JJ00";
"3322";"10000";"GM0009";"2022JJ00";
"3323";"10000";"GM0009";"2023JJ00";
"3324";"10000";"GM0009";"2024JJ00";
"3325";"10000";"GM0064";"2000JJ00";"4021"
"3326";"10000";"GM0064";"2001JJ00";"4013"
"3327";"10000";"GM0064";"2002JJ00";"4040"
"3328";"10000";"GM0064";"2003JJ00";"4103"
"3329";"10000";"GM0064";"2004JJ00";"4043"
"3330";"10000";"GM0064";"2005JJ00";"4046"
"3331";"10000";"GM0064";"2006JJ00";"4077"
"3332";"10000";"GM0064";"2007JJ00";"4130"
"3333";"10000";"GM0064";"2008JJ00";"4198"
"3334";"10000";"GM0064";"2009JJ00";"4275"
"3335";"10000";"GM0064";"2010JJ00";"4330"
"3336";"10000";"GM0064";"2011JJ00";
"3337";"10000";"GM0064";"2012JJ00";
"3338";"10000";"GM0064";"2013JJ00";
"3339";"10000";"GM0064";"2014JJ00";
"3340";"10000";"GM0064";"2015JJ00";
"3341";"10000";"GM0064";"2016JJ00";
"3342";"10000";"GM0064";"2017JJ00";
"3343";"10000";"GM0064";"2018JJ00";
"3344";"10000";"GM0064";"2019JJ00";
"3345";"10000";"GM0064";"2020JJ00";
"3346";"10000";"GM0064";"2021JJ00";
"3347";"10000";"GM0064";"2022JJ00";
"3348";"10000";"GM0064";"2023JJ00";
"3349";"10000";"GM0064";"2024JJ00";
"3350";"10000";"GM0211";"2000JJ00";"3970"
"3351";"10000";"GM0211";"2001JJ00";"4046"
"3352";"10000";"GM0211";"2002JJ00";"4064"
"3353";"10000";"GM0211";"2003JJ00";"4065"
"3354";"10000";"GM0211";"2004JJ00";"4055"
"3355";"10000";"GM0211";"2005JJ00";
"3356";"10000";"GM0211";"2006JJ00";
"3357";"10000";"GM0211";"2007JJ00";
"3358";"10000";"GM0211";"2008JJ00";
"3359";"10000";"GM0211";"2009JJ00";
"3360";"10000";"GM0211";"2010JJ00";
"3361";"10000";"GM0211";"2011JJ00";
"3362";"10000";"GM0211";"2012JJ00";
"3363";"10000";"GM0211";"2013JJ00";
"3364";"10000";"GM0211";"2014JJ00";
"3365";"10000";"GM0211";"2015JJ00";
"3366";"10000";"GM0211";"2016JJ00";
"3367";"10000";"GM0211";"2017JJ00";
"3368";"10000";"GM0211";"2018JJ00";
"3369";"10000";"GM0211";"2019JJ00";
"3370";"10000";"GM0211";"2020JJ00";
"3371";"10000";"GM0211";"2021JJ00";
"3372";"10000";"GM0211";"2022JJ00";
"3373";"10000";"GM0211";"2023JJ00";
"3374";"10000";"GM0211";"2024JJ00";
"3375";"10000";"GM1681";"2000JJ00";"10493"
"3376";"10000";"GM1681";"2001JJ00";"10585"
"3377";"10000";"GM1681";"2002JJ00";"10621"
"3378";"10000";"GM1681";"2003JJ00";"10658"
"3379";"10000";"GM1681";"2004JJ00";"10628"
"3380";"10000";"GM1681";"2005JJ00";"10680"
"3381";"10000";"GM1681";"2006JJ00";"10737"
"3382";"10000";"GM1681";"2007JJ00";"10789"
"3383";"10000";"GM1681";"2008JJ00";"10818"
"3384";"10000";"GM1681";"2009JJ00";"10880"
"3385";"10000";"GM1681";"2010JJ00";"10896"
"3386";"10000";"GM1681";"2011JJ00";"10891"
"3387";"10000";"GM1681";"2012JJ00";"10924"
"3388";"10000";"GM1681";"2013JJ00";"10989"
"3389";"10000";"GM1681";"2014JJ00";"10954"
"3390";"10000";"GM1681";"2015JJ00";"10987"
"3391";"10000";"GM1681";"2016JJ00";"10998"
"3392";"10000";"GM1681";"2017JJ00";"11041"
"3393";"10000";"GM1681";"2018JJ00";"11071"
"3394";"10000";"GM1681";"2019JJ00";"11123"
"3395";"10000";"GM1681";"2020JJ00";"11232"
"3396";"10000";"GM1681";"2021JJ00";"11260"
"3397";"10000";"GM1681";"2022JJ00";"11321"
"3398";"10000";"GM1681";"2023JJ00";"11462"
"3399";"10000";"GM1681";"2024JJ00";"11476"
"3400";"10000";"GM0897";"2000JJ00";"5677"
"3401";"10000";"GM0897";"2001JJ00";
"3402";"10000";"GM0897";"2002JJ00";
"3403";"10000";"GM0897";"2003JJ00";
"3404";"10000";"GM0897";"2004JJ00";
"3405";"10000";"GM0897";"2005JJ00";
"3406";"10000";"GM0897";"2006JJ00";
"3407";"10000";"GM0897";"2007JJ00";
"3408";"10000";"GM0897";"2008JJ00";
"3409";"10000";"GM0897";"2009JJ00";
"3410";"10000";"GM0897";"2010JJ00";
"3411";"10000";"GM0897";"2011JJ00";
"3412";"10000";"GM0897";"2012JJ00";
"3413";"10000";"GM0897";"2013JJ00";
"3414";"10000";"GM0897";"2014JJ00";
"3415";"10000";"GM0897";"2015JJ00";
"3416";"10000";"GM0897";"2016JJ00";
"3417";"10000";"GM0897";"2017JJ00";
"3418";"10000";"GM0897";"2018JJ00";
"3419";"10000";"GM0897";"2019JJ00";
"3420";"10000";"GM0897";"2020JJ00";
"3421";"10000";"GM0897";"2021JJ00";
"3422";"10000";"GM0897";"2022JJ00";
"3423";"10000";"GM0897";"2023JJ00";
"3424";"10000";"GM0897";"2024JJ00";
"3425";"10000";"GM0147";"2000JJ00";"8544"
"3426";"10000";"GM0147";"2001JJ00";"8048"
"3427";"10000";"GM0147";"2002JJ00";"8125"
"3428";"10000";"GM0147";"2003JJ00";"8108"
"3429";"10000";"GM0147";"2004JJ00";"8119"
"3430";"10000";"GM0147";"2005JJ00";"8152"
"3431";"10000";"GM0147";"2006JJ00";"8226"
"3432";"10000";"GM0147";"2007JJ00";"8270"
"3433";"10000";"GM0147";"2008JJ00";"8425"
"3434";"10000";"GM0147";"2009JJ00";"8694"
"3435";"10000";"GM0147";"2010JJ00";"8896"
"3436";"10000";"GM0147";"2011JJ00";"8993"
"3437";"10000";"GM0147";"2012JJ00";"9001"
"3438";"10000";"GM0147";"2013JJ00";"9062"
"3439";"10000";"GM0147";"2014JJ00";"9104"
"3440";"10000";"GM0147";"2015JJ00";"9140"
"3441";"10000";"GM0147";"2016JJ00";"9302"
"3442";"10000";"GM0147";"2017JJ00";"9548"
"3443";"10000";"GM0147";"2018JJ00";"9637"
"3444";"10000";"GM0147";"2019JJ00";"9657"
"3445";"10000";"GM0147";"2020JJ00";"9738"
"3446";"10000";"GM0147";"2021JJ00";"9853"
"3447";"10000";"GM0147";"2022JJ00";"10037"
"3448";"10000";"GM0147";"2023JJ00";"10298"
"3449";"10000";"GM0147";"2024JJ00";"10409"
"3450";"10000";"GM0654";"2000JJ00";"8420"
"3451";"10000";"GM0654";"2001JJ00";"8506"
"3452";"10000";"GM0654";"2002JJ00";"8595"
"3453";"10000";"GM0654";"2003JJ00";"8649"
"3454";"10000";"GM0654";"2004JJ00";"8706"
"3455";"10000";"GM0654";"2005JJ00";"8782"
"3456";"10000";"GM0654";"2006JJ00";"8815"
"3457";"10000";"GM0654";"2007JJ00";"8903"
"3458";"10000";"GM0654";"2008JJ00";"9040"
"3459";"10000";"GM0654";"2009JJ00";"9068"
"3460";"10000";"GM0654";"2010JJ00";"9162"
"3461";"10000";"GM0654";"2011JJ00";"9217"
"3462";"10000";"GM0654";"2012JJ00";"9248"
"3463";"10000";"GM0654";"2013JJ00";"9358"
"3464";"10000";"GM0654";"2014JJ00";"9291"
"3465";"10000";"GM0654";"2015JJ00";"9293"
"3466";"10000";"GM0654";"2016JJ00";"9361"
"3467";"10000";"GM0654";"2017JJ00";"9445"
"3468";"10000";"GM0654";"2018JJ00";"9484"
"3469";"10000";"GM0654";"2019JJ00";"9507"
"3470";"10000";"GM0654";"2020JJ00";"9505"
"3471";"10000";"GM0654";"2021JJ00";"9579"
"3472";"10000";"GM0654";"2022JJ00";"9648"
"3473";"10000";"GM0654";"2023JJ00";"9803"
"3474";"10000";"GM0654";"2024JJ00";"9872"
"3475";"10000";"GM0499";"2000JJ00";"5847"
"3476";"10000";"GM0499";"2001JJ00";"5853"
"3477";"10000";"GM0499";"2002JJ00";"5988"
"3478";"10000";"GM0499";"2003JJ00";"6011"
"3479";"10000";"GM0499";"2004JJ00";"6050"
"3480";"10000";"GM0499";"2005JJ00";"6085"
"3481";"10000";"GM0499";"2006JJ00";"6110"
"3482";"10000";"GM0499";"2007JJ00";"6093"
"3483";"10000";"GM0499";"2008JJ00";"6098"
"3484";"10000";"GM0499";"2009JJ00";"6123"
"3485";"10000";"GM0499";"2010JJ00";"6104"
"3486";"10000";"GM0499";"2011JJ00";"6110"
"3487";"10000";"GM0499";"2012JJ00";"6170"
"3488";"10000";"GM0499";"2013JJ00";"6270"
"3489";"10000";"GM0499";"2014JJ00";
"3490";"10000";"GM0499";"2015JJ00";
"3491";"10000";"GM0499";"2016JJ00";
"3492";"10000";"GM0499";"2017JJ00";
"3493";"10000";"GM0499";"2018JJ00";
"3494";"10000";"GM0499";"2019JJ00";
"3495";"10000";"GM0499";"2020JJ00";
"3496";"10000";"GM0499";"2021JJ00";
"3497";"10000";"GM0499";"2022JJ00";
"3498";"10000";"GM0499";"2023JJ00";
"3499";"10000";"GM0499";"2024JJ00";
"3500";"10000";"GM0756";"2000JJ00";"10789"
"3501";"10000";"GM0756";"2001JJ00";"10957"
"3502";"10000";"GM0756";"2002JJ00";"11184"
"3503";"10000";"GM0756";"2003JJ00";"11272"
"3504";"10000";"GM0756";"2004JJ00";"11319"
"3505";"10000";"GM0756";"2005JJ00";"11263"
"3506";"10000";"GM0756";"2006JJ00";"11241"
"3507";"10000";"GM0756";"2007JJ00";"11202"
"3508";"10000";"GM0756";"2008JJ00";"11261"
"3509";"10000";"GM0756";"2009JJ00";"11323"
"3510";"10000";"GM0756";"2010JJ00";"11423"
"3511";"10000";"GM0756";"2011JJ00";"11499"
"3512";"10000";"GM0756";"2012JJ00";"11516"
"3513";"10000";"GM0756";"2013JJ00";"11585"
"3514";"10000";"GM0756";"2014JJ00";"11620"
"3515";"10000";"GM0756";"2015JJ00";"11863"
"3516";"10000";"GM0756";"2016JJ00";"12053"
"3517";"10000";"GM0756";"2017JJ00";"12112"
"3518";"10000";"GM0756";"2018JJ00";"12167"
"3519";"10000";"GM0756";"2019JJ00";"12355"
"3520";"10000";"GM0756";"2020JJ00";"12515"
"3521";"10000";"GM0756";"2021JJ00";"12712"
"3522";"10000";"GM0756";"2022JJ00";
"3523";"10000";"GM0756";"2023JJ00";
"3524";"10000";"GM0756";"2024JJ00";
"3525";"10000";"GM0757";"2000JJ00";"11474"
"3526";"10000";"GM0757";"2001JJ00";"11539"
"3527";"10000";"GM0757";"2002JJ00";"11631"
"3528";"10000";"GM0757";"2003JJ00";"11760"
"3529";"10000";"GM0757";"2004JJ00";"11865"
"3530";"10000";"GM0757";"2005JJ00";"11950"
"3531";"10000";"GM0757";"2006JJ00";"12085"
"3532";"10000";"GM0757";"2007JJ00";"12333"
"3533";"10000";"GM0757";"2008JJ00";"12530"
"3534";"10000";"GM0757";"2009JJ00";"12568"
"3535";"10000";"GM0757";"2010JJ00";"12621"
"3536";"10000";"GM0757";"2011JJ00";"12616"
"3537";"10000";"GM0757";"2012JJ00";"12769"
"3538";"10000";"GM0757";"2013JJ00";"12925"
"3539";"10000";"GM0757";"2014JJ00";"12886"
"3540";"10000";"GM0757";"2015JJ00";"13045"
"3541";"10000";"GM0757";"2016JJ00";"13196"
"3542";"10000";"GM0757";"2017JJ00";"13406"
"3543";"10000";"GM0757";"2018JJ00";"13399"
"3544";"10000";"GM0757";"2019JJ00";"13560"
"3545";"10000";"GM0757";"2020JJ00";"13607"
"3546";"10000";"GM0757";"2021JJ00";"14553"
"3547";"10000";"GM0757";"2022JJ00";"14774"
"3548";"10000";"GM0757";"2023JJ00";"15075"
"3549";"10000";"GM0757";"2024JJ00";"15283"
"3550";"10000";"GM0758";"2000JJ00";"72687"
"3551";"10000";"GM0758";"2001JJ00";"73626"
"3552";"10000";"GM0758";"2002JJ00";"74010"
"3553";"10000";"GM0758";"2003JJ00";"74818"
"3554";"10000";"GM0758";"2004JJ00";"75821"
"3555";"10000";"GM0758";"2005JJ00";"77093"
"3556";"10000";"GM0758";"2006JJ00";"78568"
"3557";"10000";"GM0758";"2007JJ00";"79188"
"3558";"10000";"GM0758";"2008JJ00";"79892"
"3559";"10000";"GM0758";"2009JJ00";"80812"
"3560";"10000";"GM0758";"2010JJ00";"81639"
"3561";"10000";"GM0758";"2011JJ00";"82417"
"3562";"10000";"GM0758";"2012JJ00";"83672"
"3563";"10000";"GM0758";"2013JJ00";"84856"
"3564";"10000";"GM0758";"2014JJ00";"85710"
"3565";"10000";"GM0758";"2015JJ00";"86599"
"3566";"10000";"GM0758";"2016JJ00";"86716"
"3567";"10000";"GM0758";"2017JJ00";"87357"
"3568";"10000";"GM0758";"2018JJ00";"88160"
"3569";"10000";"GM0758";"2019JJ00";"88250"
"3570";"10000";"GM0758";"2020JJ00";"88351"
"3571";"10000";"GM0758";"2021JJ00";"88452"
"3572";"10000";"GM0758";"2022JJ00";"89183"
