"ID";"StatusVanBewoning";"RegioS";"Perioden";"TotaleWoningvoorraad_1";"Koopwoningen_2";"TotaalHuurwoningen_3";"EigendomWoningcorporatie_4";"EigendomOverigeVerhuurders_5";"EigendomOnbekend_6"
"741";"T001235";"GM1680";"2012JJ00";"   12414";"    8334";"    3204";"    1971";"    1233";"     876"
"742";"T001235";"GM1680";"2013JJ00";"   11214";"    7963";"    3023";"    1995";"    1028";"     228"
"743";"T001235";"GM1680";"2014JJ00";"   11173";"    7896";"    3110";"    1948";"    1162";"     167"
"744";"T001235";"GM1680";"2015JJ00";"   11150";"    7869";"    3148";"    2098";"    1050";"     133"
"745";"T001235";"GM1680";"2016JJ00";"   11131";"    7916";"    3045";"    1967";"    1078";"     170"
"746";"T001235";"GM1680";"2017JJ00";"   11145";"    7880";"    3092";"    1964";"    1128";"     173"
"747";"T001235";"GM1680";"2018JJ00";"   11165";"    8157";"    2839";"    1969";"     870";"     169"
"748";"T001235";"GM1680";"2019JJ00";"   11257";"    8342";"    2898";"    2224";"     674";"      17"
"749";"T001235";"GM1680";"2020JJ00";"   11179";"    8338";"    2841";"    2218";"     623";"       0"
"750";"T001235";"GM1680";"2021JJ00";"   11207";"    8378";"    2829";"    2213";"     616";"       0"
"751";"T001235";"GM1680";"2022JJ00";"   11336";"    8500";"    2836";"    2228";"     608";"       0"
"752";"T001235";"GM1680";"2023JJ00";"   11428";"    8576";"    2847";"    2238";"     609";"       5"
"753";"T001235";"GM1680";"2024JJ00";"   11500";"    8656";"    2843";"    2222";"     621";"       1"
"754";"T001235";"GM0738";"2012JJ00";"    4769";"    3455";"    1307";"     983";"     324";"       7"
"755";"T001235";"GM0738";"2013JJ00";"    4857";"    3499";"    1351";"    1004";"     347";"       7"
"756";"T001235";"GM0738";"2014JJ00";"    4971";"    3540";"    1389";"    1012";"     377";"      42"
"757";"T001235";"GM0738";"2015JJ00";"    5020";"    3542";"    1427";"     962";"     465";"      51"
"758";"T001235";"GM0738";"2016JJ00";"    5031";"    3611";"    1407";"     939";"     468";"      13"
"759";"T001235";"GM0738";"2017JJ00";"    5071";"    3629";"    1434";"     927";"     507";"       8"
"760";"T001235";"GM0738";"2018JJ00";"    5109";"    3701";"    1375";"     943";"     432";"      33"
"761";"T001235";"GM0738";"2019JJ00";"";"";"";"";"";""
"762";"T001235";"GM0738";"2020JJ00";"";"";"";"";"";""
"763";"T001235";"GM0738";"2021JJ00";"";"";"";"";"";""
"764";"T001235";"GM0738";"2022JJ00";"";"";"";"";"";""
"765";"T001235";"GM0738";"2023JJ00";"";"";"";"";"";""
"766";"T001235";"GM0738";"2024JJ00";"";"";"";"";"";""
"767";"T001235";"GM0358";"2012JJ00";"   12267";"    7857";"    4340";"    3055";"    1285";"      70"
"768";"T001235";"GM0358";"2013JJ00";"   12354";"    7913";"    4395";"    3052";"    1343";"      46"
"769";"T001235";"GM0358";"2014JJ00";"   12780";"    8057";"    4468";"    3151";"    1317";"     255"
"770";"T001235";"GM0358";"2015JJ00";"   12803";"    8107";"    4501";"    3195";"    1306";"     195"
"771";"T001235";"GM0358";"2016JJ00";"   12893";"    8144";"    4500";"    3135";"    1365";"     249"
"772";"T001235";"GM0358";"2017JJ00";"   12919";"    8158";"    4516";"    3134";"    1382";"     245"
"773";"T001235";"GM0358";"2018JJ00";"   12888";"    8262";"    4382";"    3092";"    1290";"     244"
"774";"T001235";"GM0358";"2019JJ00";"   13091";"    8458";"    4629";"    3109";"    1520";"       4"
"775";"T001235";"GM0358";"2020JJ00";"   13217";"    8557";"    4656";"    3115";"    1541";"       4"
"776";"T001235";"GM0358";"2021JJ00";"   13284";"    8600";"    4680";"    3150";"    1530";"       4"
"777";"T001235";"GM0358";"2022JJ00";"   13368";"    8638";"    4726";"    3215";"    1511";"       4"
"778";"T001235";"GM0358";"2023JJ00";"   13460";"    8682";"    4771";"    3216";"    1555";"       7"
"779";"T001235";"GM0358";"2024JJ00";"   13698";"    8768";"    4924";"    3325";"    1599";"       6"
"780";"T001235";"GM0197";"2012JJ00";"   11504";"    7973";"    3492";"    2467";"    1025";"      39"
"781";"T001235";"GM0197";"2013JJ00";"   11451";"    8044";"    3384";"    2414";"     970";"      23"
"782";"T001235";"GM0197";"2014JJ00";"   11687";"    8102";"    3401";"    2389";"    1012";"     184"
"783";"T001235";"GM0197";"2015JJ00";"   11775";"    8164";"    3417";"    2344";"    1073";"     194"
"784";"T001235";"GM0197";"2016JJ00";"   11811";"    8204";"    3416";"    2288";"    1128";"     191"
"785";"T001235";"GM0197";"2017JJ00";"   11872";"    8262";"    3418";"    2282";"    1136";"     192"
"786";"T001235";"GM0197";"2018JJ00";"   11922";"    8318";"    3424";"    2303";"    1121";"     180"
"787";"T001235";"GM0197";"2019JJ00";"   11971";"    8476";"    3476";"    2298";"    1178";"      19"
"788";"T001235";"GM0197";"2020JJ00";"   11976";"    8510";"    3445";"    2315";"    1130";"      21"
"789";"T001235";"GM0197";"2021JJ00";"   12028";"    8597";"    3411";"    2307";"    1104";"      20"
"790";"T001235";"GM0197";"2022JJ00";"   12095";"    8641";"    3449";"    2312";"    1137";"       5"
"791";"T001235";"GM0197";"2023JJ00";"   12164";"    8707";"    3446";"    2311";"    1135";"      11"
"792";"T001235";"GM0197";"2024JJ00";"   12212";"    8771";"    3439";"    2313";"    1126";"       2"
"793";"T001235";"GM0059";"2012JJ00";"   11663";"    7473";"    4160";"    3635";"     525";"      30"
"794";"T001235";"GM0059";"2013JJ00";"   11711";"    7508";"    4175";"    3633";"     542";"      28"
"795";"T001235";"GM0059";"2014JJ00";"   11894";"    7510";"    4205";"    3632";"     573";"     179"
"796";"T001235";"GM0059";"2015JJ00";"   11917";"    7555";"    4184";"    3594";"     590";"     178"
"797";"T001235";"GM0059";"2016JJ00";"   11946";"    7571";"    4195";"    3499";"     696";"     180"
"798";"T001235";"GM0059";"2017JJ00";"   12028";"    7551";"    4293";"    3538";"     755";"     184"
"799";"T001235";"GM0059";"2018JJ00";"   12075";"    7714";"    4166";"    3602";"     564";"     195"
"800";"T001235";"GM0059";"2019JJ00";"   12118";"    7757";"    4344";"    3772";"     572";"      17"
"801";"T001235";"GM0059";"2020JJ00";"   12129";"    7734";"    4392";"    3751";"     641";"       3"
"802";"T001235";"GM0059";"2021JJ00";"   12181";"    7755";"    4423";"    3754";"     669";"       3"
"803";"T001235";"GM0059";"2022JJ00";"   12264";"    7802";"    4460";"    3762";"     698";"       2"
"804";"T001235";"GM0059";"2023JJ00";"   12289";"    7854";"    4434";"    3717";"     717";"       1"
"805";"T001235";"GM0059";"2024JJ00";"   12376";"    7881";"    4494";"    3737";"     757";"       1"
"806";"T001235";"GM0482";"2012JJ00";"    8083";"    4726";"    3350";"    2820";"     530";"       7"
"807";"T001235";"GM0482";"2013JJ00";"    8111";"    4757";"    3348";"    2805";"     543";"       6"
"808";"T001235";"GM0482";"2014JJ00";"    8122";"    4774";"    3343";"    2794";"     549";"       5"
"809";"T001235";"GM0482";"2015JJ00";"    8138";"    4830";"    3294";"    2781";"     513";"      14"
"810";"T001235";"GM0482";"2016JJ00";"    8220";"    4943";"    3243";"    2734";"     509";"      34"
"811";"T001235";"GM0482";"2017JJ00";"    8252";"    4920";"    3328";"    2753";"     575";"       4"
"812";"T001235";"GM0482";"2018JJ00";"    8276";"    5011";"    3255";"    2757";"     498";"      10"
"813";"T001235";"GM0482";"2019JJ00";"    8324";"    5104";"    3211";"    2752";"     459";"       9"
"814";"T001235";"GM0482";"2020JJ00";"    8353";"    5096";"    3253";"    2755";"     498";"       4"
"815";"T001235";"GM0482";"2021JJ00";"    8408";"    5132";"    3244";"    2754";"     490";"      32"
"816";"T001235";"GM0482";"2022JJ00";"    8415";"    5189";"    3222";"    2754";"     468";"       4"
"817";"T001235";"GM0482";"2023JJ00";"    8449";"    5229";"    3216";"    2753";"     463";"       4"
"818";"T001235";"GM0482";"2024JJ00";"    8473";"    5240";"    3231";"    2772";"     459";"       2"
"819";"T001235";"GM0613";"2012JJ00";"    9822";"    6612";"    3141";"    2594";"     547";"      69"
"820";"T001235";"GM0613";"2013JJ00";"   10059";"    6811";"    3218";"    2624";"     594";"      30"
"821";"T001235";"GM0613";"2014JJ00";"   10165";"    6828";"    3248";"    2604";"     644";"      89"
"822";"T001235";"GM0613";"2015JJ00";"   10167";"    6826";"    3255";"    2612";"     643";"      86"
"823";"T001235";"GM0613";"2016JJ00";"   10208";"    6867";"    3255";"    2653";"     602";"      86"
"824";"T001235";"GM0613";"2017JJ00";"   10286";"    6923";"    3275";"    2656";"     619";"      88"
"825";"T001235";"GM0613";"2018JJ00";"   10333";"    7022";"    3222";"    2651";"     571";"      89"
"826";"T001235";"GM0613";"2019JJ00";"   10347";"    7133";"    3205";"    2702";"     503";"       9"
"827";"T001235";"GM0613";"2020JJ00";"   10517";"    7270";"    3214";"    2694";"     520";"      33"
"828";"T001235";"GM0613";"2021JJ00";"   10573";"    7331";"    3210";"    2694";"     516";"      32"
"829";"T001235";"GM0613";"2022JJ00";"   10622";"    7380";"    3240";"    2695";"     545";"       2"
"830";"T001235";"GM0613";"2023JJ00";"   10730";"    7483";"    3245";"    2694";"     551";"       2"
"831";"T001235";"GM0613";"2024JJ00";"   10763";"    7523";"    3238";"    2693";"     545";"       2"
"832";"T001235";"GM0361";"2012JJ00";"   43703";"   24716";"   18807";"   14310";"    4497";"     180"
"833";"T001235";"GM0361";"2013JJ00";"   44049";"   24936";"   18938";"   13735";"    5203";"     175"
"834";"T001235";"GM0361";"2014JJ00";"   44884";"   25178";"   19173";"   14335";"    4838";"     533"
"835";"T001235";"GM0361";"2015JJ00";"   50076";"   28909";"   20418";"   15046";"    5372";"     749"
"836";"T001235";"GM0361";"2016JJ00";"   50346";"   29049";"   20566";"   15115";"    5451";"     731"
"837";"T001235";"GM0361";"2017JJ00";"   50513";"   28983";"   20856";"   15063";"    5793";"     674"
"838";"T001235";"GM0361";"2018JJ00";"   50830";"   29487";"   20716";"   15099";"    5617";"     627"
"839";"T001235";"GM0361";"2019JJ00";"   51127";"   30071";"   21008";"   15170";"    5838";"      48"
"840";"T001235";"GM0361";"2020JJ00";"   51339";"   30043";"   21259";"   15248";"    6011";"      37"
"841";"T001235";"GM0361";"2021JJ00";"   51656";"   30131";"   21491";"   14907";"    6584";"      34"
"842";"T001235";"GM0361";"2022JJ00";"   52941";"   30787";"   22125";"   15173";"    6952";"      29"
"843";"T001235";"GM0361";"2023JJ00";"   53417";"   31031";"   22355";"   15174";"    7181";"      31"
"844";"T001235";"GM0361";"2024JJ00";"   53936";"   31462";"   22442";"   15140";"    7302";"      32"
"845";"T001235";"GM0141";"2012JJ00";"   31995";"   17661";"   14208";"   11884";"    2324";"     126"
"846";"T001235";"GM0141";"2013JJ00";"   32117";"   17685";"   14342";"   11911";"    2431";"      90"
"847";"T001235";"GM0141";"2014JJ00";"   32159";"   17688";"   14390";"   11750";"    2640";"      81"
"848";"T001235";"GM0141";"2015JJ00";"   32281";"   17732";"   14405";"   11703";"    2702";"     144"
"849";"T001235";"GM0141";"2016JJ00";"   32417";"   17702";"   14477";"   11575";"    2902";"     238"
"850";"T001235";"GM0141";"2017JJ00";"   32859";"   17564";"   15121";"   11699";"    3422";"     174"
"851";"T001235";"GM0141";"2018JJ00";"   32988";"   17933";"   14885";"   11661";"    3224";"     170"
"852";"T001235";"GM0141";"2019JJ00";"   33472";"   18308";"   15129";"   11699";"    3430";"      35"
"853";"T001235";"GM0141";"2020JJ00";"   33549";"   18312";"   15208";"   11641";"    3567";"      29"
"854";"T001235";"GM0141";"2021JJ00";"   33827";"   18311";"   15493";"   11678";"    3815";"      23"
"855";"T001235";"GM0141";"2022JJ00";"   33917";"   18438";"   15455";"   11579";"    3876";"      24"
"856";"T001235";"GM0141";"2023JJ00";"   34067";"   18527";"   15516";"   11583";"    3933";"      24"
"857";"T001235";"GM0141";"2024JJ00";"   34496";"   18869";"   15612";"   11555";"    4057";"      15"
"858";"T001235";"GM0034";"2012JJ00";"   76755";"   48517";"   28095";"   21732";"    6363";"     143"
"859";"T001235";"GM0034";"2013JJ00";"   77609";"   49206";"   28321";"   21593";"    6728";"      82"
"860";"T001235";"GM0034";"2014JJ00";"   78330";"   49656";"   28552";"   21637";"    6915";"     122"
"861";"T001235";"GM0034";"2015JJ00";"   78974";"   50266";"   28552";"   21631";"    6921";"     156"
"862";"T001235";"GM0034";"2016JJ00";"   79721";"   50834";"   28724";"   21785";"    6939";"     163"
"863";"T001235";"GM0034";"2017JJ00";"   80582";"   51333";"   29088";"   21827";"    7261";"     161"
"864";"T001235";"GM0034";"2018JJ00";"   82312";"   52076";"   29997";"   21855";"    8142";"     239"
"865";"T001235";"GM0034";"2019JJ00";"   84161";"   54028";"   29962";"   22978";"    6984";"     171"
"866";"T001235";"GM0034";"2020JJ00";"   85977";"   54906";"   31037";"   23334";"    7703";"      34"
"867";"T001235";"GM0034";"2021JJ00";"   87259";"   55472";"   31723";"   23514";"    8209";"      64"
"868";"T001235";"GM0034";"2022JJ00";"   88874";"   56395";"   32442";"   23912";"    8530";"      37"
"869";"T001235";"GM0034";"2023JJ00";"   90690";"   57035";"   33623";"   24133";"    9490";"      32"
"870";"T001235";"GM0034";"2024JJ00";"   92353";"   57715";"   34612";"   24554";"   10058";"      26"
"871";"T001235";"GM0484";"2012JJ00";"   31005";"   19324";"   11541";"    8353";"    3188";"     140"
"872";"T001235";"GM0484";"2013JJ00";"   31280";"   19492";"   11658";"    8357";"    3301";"     130"
"873";"T001235";"GM0484";"2014JJ00";"   45433";"   28579";"   16664";"   12239";"    4425";"     190"
"874";"T001235";"GM0484";"2015JJ00";"   45753";"   28751";"   16824";"   12410";"    4414";"     178"
"875";"T001235";"GM0484";"2016JJ00";"   45968";"   28960";"   16812";"   12400";"    4412";"     196"
"876";"T001235";"GM0484";"2017JJ00";"   46723";"   29236";"   17208";"   12508";"    4700";"     279"
"877";"T001235";"GM0484";"2018JJ00";"   47099";"   29656";"   17242";"   12484";"    4758";"     201"
"878";"T001235";"GM0484";"2019JJ00";"   47753";"   30388";"   17328";"   12519";"    4809";"      37"
"879";"T001235";"GM0484";"2020JJ00";"   48178";"   30521";"   17642";"   12628";"    5014";"      15"
"880";"T001235";"GM0484";"2021JJ00";"   48893";"   30912";"   17970";"   12694";"    5276";"      11"
"881";"T001235";"GM0484";"2022JJ00";"   49398";"   31357";"   18034";"   12742";"    5292";"       7"
"882";"T001235";"GM0484";"2023JJ00";"   50031";"   31803";"   18221";"   12633";"    5588";"       7"
"883";"T001235";"GM0484";"2024JJ00";"   50799";"   32229";"   18563";"   12886";"    5677";"       7"
"884";"T001235";"GM1723";"2012JJ00";"    3936";"    3022";"     854";"     461";"     393";"      60"
"885";"T001235";"GM1723";"2013JJ00";"    3984";"    3062";"     865";"     532";"     333";"      57"
"886";"T001235";"GM1723";"2014JJ00";"    4050";"    3079";"     947";"     552";"     395";"      24"
"887";"T001235";"GM1723";"2015JJ00";"    4149";"    3137";"     965";"     572";"     393";"      47"
"888";"T001235";"GM1723";"2016JJ00";"    4214";"    3174";"     995";"     574";"     421";"      45"
"889";"T001235";"GM1723";"2017JJ00";"    4254";"    3192";"    1010";"     573";"     437";"      52"
"890";"T001235";"GM1723";"2018JJ00";"    4280";"    3251";"     990";"     573";"     417";"      39"
"891";"T001235";"GM1723";"2019JJ00";"    4342";"    3309";"    1028";"     594";"     434";"       5"
"892";"T001235";"GM1723";"2020JJ00";"    4371";"    3324";"    1039";"     590";"     449";"       8"
"893";"T001235";"GM1723";"2021JJ00";"    4432";"    3345";"    1077";"     588";"     489";"      10"
"894";"T001235";"GM1723";"2022JJ00";"    4508";"    3401";"    1102";"     582";"     520";"       5"
"895";"T001235";"GM1723";"2023JJ00";"    4517";"    3407";"    1107";"     580";"     527";"       3"
"896";"T001235";"GM1723";"2024JJ00";"    4580";"    3454";"    1123";"     590";"     533";"       3"
"897";"T001235";"GM1959";"2012JJ00";"";"";"";"";"";""
"898";"T001235";"GM1959";"2013JJ00";"";"";"";"";"";""
"899";"T001235";"GM1959";"2014JJ00";"";"";"";"";"";""
"900";"T001235";"GM1959";"2015JJ00";"";"";"";"";"";""
"901";"T001235";"GM1959";"2016JJ00";"";"";"";"";"";""
"902";"T001235";"GM1959";"2017JJ00";"";"";"";"";"";""
"903";"T001235";"GM1959";"2018JJ00";"";"";"";"";"";""
"904";"T001235";"GM1959";"2019JJ00";"   22221";"   15214";"    6905";"    5519";"    1386";"     102"
"905";"T001235";"GM1959";"2020JJ00";"   22399";"   15357";"    6990";"    5519";"    1471";"      52"
"906";"T001235";"GM1959";"2021JJ00";"   22587";"   15536";"    7038";"    5518";"    1520";"      13"
"907";"T001235";"GM1959";"2022JJ00";"   22846";"   15723";"    7113";"    5557";"    1556";"      10"
"908";"T001235";"GM1959";"2023JJ00";"   23200";"   15907";"    7285";"    5600";"    1685";"       8"
"909";"T001235";"GM1959";"2024JJ00";"   23370";"   16095";"    7266";"    5585";"    1681";"       9"
"910";"T001235";"GM0060";"2012JJ00";"    1547";"    1054";"     456";"       0";"     456";"      37"
"911";"T001235";"GM0060";"2013JJ00";"    1568";"    1084";"     446";"       0";"     446";"      38"
"912";"T001235";"GM0060";"2014JJ00";"    1657";"    1107";"     465";"       0";"     465";"      85"
"913";"T001235";"GM0060";"2015JJ00";"    1670";"    1104";"     473";"       0";"     473";"      93"
"914";"T001235";"GM0060";"2016JJ00";"    1674";"    1103";"     474";"       0";"     474";"      97"
"915";"T001235";"GM0060";"2017JJ00";"    1686";"    1086";"     499";"       0";"     499";"     101"
"916";"T001235";"GM0060";"2018JJ00";"    1712";"    1114";"     492";"       0";"     492";"     106"
"917";"T001235";"GM0060";"2019JJ00";"    1731";"    1183";"     529";"       0";"     529";"      19"
"918";"T001235";"GM0060";"2020JJ00";"    1737";"    1177";"     545";"       0";"     545";"      15"
"919";"T001235";"GM0060";"2021JJ00";"    1753";"    1175";"     562";"       0";"     562";"      16"
"920";"T001235";"GM0060";"2022JJ00";"    1778";"    1191";"     579";"       0";"     579";"       8"
"921";"T001235";"GM0060";"2023JJ00";"    1859";"    1221";"     634";"       0";"     634";"       4"
"922";"T001235";"GM0060";"2024JJ00";"    1891";"    1270";"     618";"       0";"     618";"       3"
"923";"T001235";"GM0307";"2012JJ00";"   63442";"   36027";"   26997";"   20337";"    6660";"     418"
"924";"T001235";"GM0307";"2013JJ00";"   63856";"   36524";"   27017";"   19822";"    7195";"     315"
"925";"T001235";"GM0307";"2014JJ00";"   64455";"   36877";"   27300";"   19877";"    7423";"     278"
"926";"T001235";"GM0307";"2015JJ00";"   64833";"   37293";"   27285";"   19982";"    7303";"     255"
"927";"T001235";"GM0307";"2016JJ00";"   65289";"   37721";"   27169";"   19816";"    7353";"     399"
"928";"T001235";"GM0307";"2017JJ00";"   66034";"   38138";"   27600";"   19710";"    7890";"     296"
"929";"T001235";"GM0307";"2018JJ00";"   66530";"   38617";"   27604";"   19593";"    8011";"     309"
"930";"T001235";"GM0307";"2019JJ00";"   67181";"   39334";"   27703";"   19873";"    7830";"     144"
"931";"T001235";"GM0307";"2020JJ00";"   67722";"   39576";"   28074";"   19890";"    8184";"      72"
"932";"T001235";"GM0307";"2021JJ00";"   68809";"   39850";"   28903";"   20260";"    8643";"      56"
"933";"T001235";"GM0307";"2022JJ00";"   69962";"   40444";"   29463";"   20535";"    8928";"      55"
"934";"T001235";"GM0307";"2023JJ00";"   70722";"   40898";"   29765";"   20551";"    9214";"      59"
"935";"T001235";"GM0307";"2024JJ00";"   71416";"   41367";"   29999";"   20743";"    9256";"      50"
"936";"T001235";"GM0362";"2012JJ00";"   41304";"   19082";"   19220";"   11155";"    8065";"    3002"
"937";"T001235";"GM0362";"2013JJ00";"   41616";"   19281";"   21036";"   11583";"    9453";"    1299"
"938";"T001235";"GM0362";"2014JJ00";"   42395";"   19472";"   21420";"   11850";"    9570";"    1503"
"939";"T001235";"GM0362";"2015JJ00";"   42736";"   19572";"   22613";"   14384";"    8229";"     551"
"940";"T001235";"GM0362";"2016JJ00";"   43045";"   19496";"   22122";"   12412";"    9710";"    1427"
"941";"T001235";"GM0362";"2017JJ00";"   41649";"   19564";"   21087";"   12490";"    8597";"     998"
"942";"T001235";"GM0362";"2018JJ00";"   41782";"   19779";"   21032";"   12504";"    8528";"     971"
"943";"T001235";"GM0362";"2019JJ00";"   42035";"   19878";"   22100";"   12652";"    9448";"      57"
"944";"T001235";"GM0362";"2020JJ00";"   42310";"   19813";"   22437";"   12673";"    9764";"      60"
"945";"T001235";"GM0362";"2021JJ00";"   42251";"   19875";"   22320";"   12670";"    9650";"      56"
"946";"T001235";"GM0362";"2022JJ00";"   42402";"   20040";"   22308";"   12513";"    9795";"      54"
"947";"T001235";"GM0362";"2023JJ00";"   42880";"   20099";"   22723";"   12504";"   10219";"      58"
"948";"T001235";"GM0362";"2024JJ00";"   42918";"   20258";"   22609";"   12494";"   10115";"      51"
"949";"T001235";"GM0363";"2012JJ00";"  408888";"  113844";"  289595";"  187270";"  102325";"    5449"
"950";"T001235";"GM0363";"2013JJ00";"  411127";"  117099";"  289046";"  185512";"  103534";"    4982"
"951";"T001235";"GM0363";"2014JJ00";"  413697";"  119095";"  290624";"  183986";"  106638";"    3978"
"952";"T001235";"GM0363";"2015JJ00";"  416966";"  122642";"  291868";"  185561";"  106307";"    2456"
"953";"T001235";"GM0363";"2016JJ00";"  424390";"  125694";"  296082";"  184023";"  112059";"    2614"
"954";"T001235";"GM0363";"2017JJ00";"  428035";"  126841";"  298553";"  181465";"  117088";"    2641"
"955";"T001235";"GM0363";"2018JJ00";"  432715";"  128572";"  301947";"  183041";"  118906";"    2196"
"956";"T001235";"GM0363";"2019JJ00";"  441490";"  131530";"  308772";"  184744";"  124028";"    1188"
"957";"T001235";"GM0363";"2020JJ00";"  447351";"  131342";"  314564";"  182967";"  131597";"    1445"
"958";"T001235";"GM0363";"2021JJ00";"  449989";"  130782";"  317987";"  183983";"  134004";"    1220"
"959";"T001235";"GM0363";"2022JJ00";"  458397";"  133552";"  323607";"  185557";"  138050";"    1238"
"960";"T001235";"GM0363";"2023JJ00";"  474866";"  140093";"  333932";"  189846";"  144086";"     841"
"961";"T001235";"GM0363";"2024JJ00";"  480852";"  143605";"  336508";"  190319";"  146189";"     739"
"962";"T001235";"GM0200";"2012JJ00";"   67968";"   39774";"   27499";"   20544";"    6955";"     695"
"963";"T001235";"GM0200";"2013JJ00";"   68319";"   39982";"   27892";"   20705";"    7187";"     445"
"964";"T001235";"GM0200";"2014JJ00";"   69507";"   40443";"   28720";"   20340";"    8380";"     344"
"965";"T001235";"GM0200";"2015JJ00";"   69804";"   40878";"   28709";"   20279";"    8430";"     217"
"966";"T001235";"GM0200";"2016JJ00";"   70615";"   41601";"   28791";"   20166";"    8625";"     223"
"967";"T001235";"GM0200";"2017JJ00";"   71050";"   41673";"   29101";"   20094";"    9007";"     276"
"968";"T001235";"GM0200";"2018JJ00";"   71526";"   42739";"   28406";"   20229";"    8177";"     381"
"969";"T001235";"GM0200";"2019JJ00";"   72445";"   43586";"   28745";"   20862";"    7883";"     114"
"970";"T001235";"GM0200";"2020JJ00";"   73244";"   44068";"   29130";"   20815";"    8315";"      46"
"971";"T001235";"GM0200";"2021JJ00";"   74184";"   44535";"   29614";"   20883";"    8731";"      35"
"972";"T001235";"GM0200";"2022JJ00";"   74603";"   44824";"   29749";"   20745";"    9004";"      30"
"973";"T001235";"GM0200";"2023JJ00";"   75096";"   45020";"   30052";"   20869";"    9183";"      24"
"974";"T001235";"GM0200";"2024JJ00";"   75659";"   45442";"   30192";"   20949";"    9243";"      25"
"975";"T001235";"GM0003";"2012JJ00";"    5732";"    2808";"    2918";"    2455";"     463";"       6"
"976";"T001235";"GM0003";"2013JJ00";"    5785";"    2832";"    2945";"    2526";"     419";"       8"
"977";"T001235";"GM0003";"2014JJ00";"    5840";"    2828";"    3010";"    2566";"     444";"       2"
"978";"T001235";"GM0003";"2015JJ00";"    5850";"    2830";"    3017";"    2573";"     444";"       3"
"979";"T001235";"GM0003";"2016JJ00";"    5881";"    2884";"    2993";"    2596";"     397";"       4"
"980";"T001235";"GM0003";"2017JJ00";"    5899";"    2892";"    3002";"    2593";"     409";"       5"
"981";"T001235";"GM0003";"2018JJ00";"    5925";"    2895";"    3007";"    2589";"     418";"      23"
"982";"T001235";"GM0003";"2019JJ00";"    6032";"    2911";"    3119";"    2607";"     512";"       2"
"983";"T001235";"GM0003";"2020JJ00";"    6042";"    2915";"    3127";"    2596";"     531";"       0"
"984";"T001235";"GM0003";"2021JJ00";"";"";"";"";"";""
"985";"T001235";"GM0003";"2022JJ00";"";"";"";"";"";""
"986";"T001235";"GM0003";"2023JJ00";"";"";"";"";"";""
"987";"T001235";"GM0003";"2024JJ00";"";"";"";"";"";""
"988";"T001235";"GM0202";"2012JJ00";"   69605";"   31052";"   37359";"   25866";"   11493";"    1194"
"989";"T001235";"GM0202";"2013JJ00";"   70571";"   31280";"   38805";"   26372";"   12433";"     486"
"990";"T001235";"GM0202";"2014JJ00";"   71114";"   31323";"   39290";"   26326";"   12964";"     501"
"991";"T001235";"GM0202";"2015JJ00";"   71962";"   31549";"   39816";"   26942";"   12874";"     597"
"992";"T001235";"GM0202";"2016JJ00";"   72711";"   31924";"   40065";"   26772";"   13293";"     722"
"993";"T001235";"GM0202";"2017JJ00";"   73640";"   31968";"   40805";"   26688";"   14117";"     867"
"994";"T001235";"GM0202";"2018JJ00";"   74416";"   32363";"   41378";"   27043";"   14335";"     675"
"995";"T001235";"GM0202";"2019JJ00";"   75632";"   33134";"   41937";"   27180";"   14757";"     561"
"996";"T001235";"GM0202";"2020JJ00";"   76737";"   33345";"   43003";"   27244";"   15759";"     389"
"997";"T001235";"GM0202";"2021JJ00";"   77839";"   33421";"   44063";"   27428";"   16635";"     355"
"998";"T001235";"GM0202";"2022JJ00";"   79065";"   33783";"   45115";"   27538";"   17577";"     167"
"999";"T001235";"GM0202";"2023JJ00";"   79817";"   34068";"   45651";"   27702";"   17949";"      98"
"1000";"T001235";"GM0202";"2024JJ00";"   80665";"   34594";"   46009";"   27725";"   18284";"      62"
"1001";"T001235";"GM0106";"2012JJ00";"   29854";"   17707";"   11923";"    9093";"    2830";"     224"
"1002";"T001235";"GM0106";"2013JJ00";"   30183";"   17765";"   12262";"    9162";"    3100";"     156"
"1003";"T001235";"GM0106";"2014JJ00";"   30539";"   17806";"   12638";"    9236";"    3402";"      95"
"1004";"T001235";"GM0106";"2015JJ00";"   30737";"   17862";"   12571";"    9152";"    3419";"     304"
"1005";"T001235";"GM0106";"2016JJ00";"   30691";"   17971";"   12387";"    8954";"    3433";"     333"
"1006";"T001235";"GM0106";"2017JJ00";"   30995";"   18026";"   12582";"    8991";"    3591";"     387"
"1007";"T001235";"GM0106";"2018JJ00";"   31424";"   18212";"   12777";"    8867";"    3910";"     435"
"1008";"T001235";"GM0106";"2019JJ00";"   31570";"   18756";"   12642";"    8865";"    3777";"     172"
"1009";"T001235";"GM0106";"2020JJ00";"   32154";"   18922";"   13189";"    9000";"    4189";"      43"
"1010";"T001235";"GM0106";"2021JJ00";"   32538";"   19098";"   13402";"    9066";"    4336";"      38"
"1011";"T001235";"GM0106";"2022JJ00";"   32680";"   19203";"   13462";"    9039";"    4423";"      15"
"1012";"T001235";"GM0106";"2023JJ00";"   32998";"   19294";"   13653";"    8984";"    4669";"      51"
"1013";"T001235";"GM0106";"2024JJ00";"   33215";"   19477";"   13692";"    8997";"    4695";"      46"
"1014";"T001235";"GM0743";"2012JJ00";"    6337";"    4583";"    1716";"    1423";"     293";"      38"
