"ID";"StatusVanBewoning";"RegioS";"Perioden";"TotaleWoningvoorraad_1";"Koopwoningen_2";"TotaalHuurwoningen_3";"EigendomWoningcorporatie_4";"EigendomOverigeVerhuurders_5";"EigendomOnbekend_6"
"5931";"T001235";"GM0988";"2015JJ00";"   22349";"   14274";"    7611";"    5212";"    2399";"     464"
"5932";"T001235";"GM0988";"2016JJ00";"   22504";"   14321";"    7705";"    5268";"    2437";"     478"
"5933";"T001235";"GM0988";"2017JJ00";"   22402";"   14402";"    7721";"    5241";"    2480";"     279"
"5934";"T001235";"GM0988";"2018JJ00";"   22626";"   14718";"    7606";"    5008";"    2598";"     302"
"5935";"T001235";"GM0988";"2019JJ00";"   22769";"   15082";"    7546";"    5375";"    2171";"     141"
"5936";"T001235";"GM0988";"2020JJ00";"   22948";"   15161";"    7727";"    5351";"    2376";"      60"
"5937";"T001235";"GM0988";"2021JJ00";"   23236";"   15229";"    7923";"    5416";"    2507";"      84"
"5938";"T001235";"GM0988";"2022JJ00";"   23340";"   15347";"    7915";"    5428";"    2487";"      78"
"5939";"T001235";"GM0988";"2023JJ00";"   23596";"   15437";"    8088";"    5436";"    2652";"      71"
"5940";"T001235";"GM0988";"2024JJ00";"   23832";"   15668";"    8107";"    5526";"    2581";"      57"
"5941";"T001235";"GM0457";"2012JJ00";"    8387";"    4414";"    3964";"    3214";"     750";"       9"
"5942";"T001235";"GM0457";"2013JJ00";"    8421";"    4445";"    3968";"    3205";"     763";"       8"
"5943";"T001235";"GM0457";"2014JJ00";"    8673";"    4460";"    4100";"    3298";"     802";"     113"
"5944";"T001235";"GM0457";"2015JJ00";"    8715";"    4553";"    4047";"    3246";"     801";"     115"
"5945";"T001235";"GM0457";"2016JJ00";"    8644";"    4653";"    3867";"    3078";"     789";"     124"
"5946";"T001235";"GM0457";"2017JJ00";"    8748";"    4660";"    3901";"    3046";"     855";"     187"
"5947";"T001235";"GM0457";"2018JJ00";"    8951";"    4836";"    3958";"    3023";"     935";"     157"
"5948";"T001235";"GM0457";"2019JJ00";"    9008";"    4951";"    4015";"    3028";"     987";"      42"
"5949";"T001235";"GM0457";"2020JJ00";"    9197";"    5083";"    4108";"    3022";"    1086";"       6"
"5950";"T001235";"GM0457";"2021JJ00";"    9386";"    5223";"    4143";"    3013";"    1130";"      20"
"5951";"T001235";"GM0457";"2022JJ00";"    9526";"    5350";"    4163";"    3007";"    1156";"      13"
"5952";"T001235";"GM0457";"2023JJ00";"";"";"";"";"";""
"5953";"T001235";"GM0457";"2024JJ00";"";"";"";"";"";""
"5954";"T001235";"GM0870";"2012JJ00";"   10212";"    6623";"    3557";"    2963";"     594";"      32"
"5955";"T001235";"GM0870";"2013JJ00";"   10200";"    6633";"    3534";"    2933";"     601";"      33"
"5956";"T001235";"GM0870";"2014JJ00";"   10208";"    6666";"    3508";"    2888";"     620";"      34"
"5957";"T001235";"GM0870";"2015JJ00";"   10415";"    6816";"    3566";"    2905";"     661";"      33"
"5958";"T001235";"GM0870";"2016JJ00";"   10520";"    6913";"    3558";"    2896";"     662";"      49"
"5959";"T001235";"GM0870";"2017JJ00";"   10594";"    6995";"    3575";"    2885";"     690";"      24"
"5960";"T001235";"GM0870";"2018JJ00";"   10830";"    7211";"    3588";"    2910";"     678";"      31"
"5961";"T001235";"GM0870";"2019JJ00";"";"";"";"";"";""
"5962";"T001235";"GM0870";"2020JJ00";"";"";"";"";"";""
"5963";"T001235";"GM0870";"2021JJ00";"";"";"";"";"";""
"5964";"T001235";"GM0870";"2022JJ00";"";"";"";"";"";""
"5965";"T001235";"GM0870";"2023JJ00";"";"";"";"";"";""
"5966";"T001235";"GM0870";"2024JJ00";"";"";"";"";"";""
"5967";"T001235";"GM1960";"2012JJ00";"";"";"";"";"";""
"5968";"T001235";"GM1960";"2013JJ00";"";"";"";"";"";""
"5969";"T001235";"GM1960";"2014JJ00";"";"";"";"";"";""
"5970";"T001235";"GM1960";"2015JJ00";"";"";"";"";"";""
"5971";"T001235";"GM1960";"2016JJ00";"";"";"";"";"";""
"5972";"T001235";"GM1960";"2017JJ00";"";"";"";"";"";""
"5973";"T001235";"GM1960";"2018JJ00";"";"";"";"";"";""
"5974";"T001235";"GM1960";"2019JJ00";"   20710";"   14742";"    5707";"    4507";"    1200";"     261"
"5975";"T001235";"GM1960";"2020JJ00";"   20875";"   14948";"    5877";"    4445";"    1432";"      50"
"5976";"T001235";"GM1960";"2021JJ00";"   20996";"   15072";"    5876";"    4448";"    1428";"      48"
"5977";"T001235";"GM1960";"2022JJ00";"   21230";"   15321";"    5864";"    4466";"    1398";"      45"
"5978";"T001235";"GM1960";"2023JJ00";"   21447";"   15505";"    5897";"    4469";"    1428";"      45"
"5979";"T001235";"GM1960";"2024JJ00";"   21607";"   15657";"    5905";"    4459";"    1446";"      45"
"5980";"T001235";"GM0668";"2012JJ00";"    7520";"    5256";"    2133";"    1606";"     527";"     131"
"5981";"T001235";"GM0668";"2013JJ00";"    7647";"    5300";"    2230";"    1647";"     583";"     117"
"5982";"T001235";"GM0668";"2014JJ00";"    7765";"    5360";"    2281";"    1651";"     630";"     124"
"5983";"T001235";"GM0668";"2015JJ00";"    7871";"    5437";"    2315";"    1671";"     644";"     119"
"5984";"T001235";"GM0668";"2016JJ00";"    7960";"    5567";"    2262";"    1667";"     595";"     131"
"5985";"T001235";"GM0668";"2017JJ00";"    7959";"    5520";"    2304";"    1658";"     646";"     135"
"5986";"T001235";"GM0668";"2018JJ00";"    8016";"    5574";"    2337";"    1663";"     674";"     105"
"5987";"T001235";"GM0668";"2019JJ00";"    8100";"    5756";"    2327";"    1669";"     658";"      17"
"5988";"T001235";"GM0668";"2020JJ00";"    8222";"    5834";"    2378";"    1677";"     701";"      10"
"5989";"T001235";"GM0668";"2021JJ00";"    8375";"    5931";"    2438";"    1686";"     752";"       6"
"5990";"T001235";"GM0668";"2022JJ00";"    8454";"    6041";"    2407";"    1681";"     726";"       6"
"5991";"T001235";"GM0668";"2023JJ00";"    8507";"    6089";"    2412";"    1702";"     710";"       6"
"5992";"T001235";"GM0668";"2024JJ00";"    8711";"    6262";"    2442";"    1722";"     720";"       7"
"5993";"T001235";"GM1969";"2012JJ00";"";"";"";"";"";""
"5994";"T001235";"GM1969";"2013JJ00";"";"";"";"";"";""
"5995";"T001235";"GM1969";"2014JJ00";"";"";"";"";"";""
"5996";"T001235";"GM1969";"2015JJ00";"";"";"";"";"";""
"5997";"T001235";"GM1969";"2016JJ00";"";"";"";"";"";""
"5998";"T001235";"GM1969";"2017JJ00";"";"";"";"";"";""
"5999";"T001235";"GM1969";"2018JJ00";"";"";"";"";"";""
"6000";"T001235";"GM1969";"2019JJ00";"   27045";"   19360";"    7623";"    5820";"    1803";"      62"
"6001";"T001235";"GM1969";"2020JJ00";"   27309";"   19593";"    7694";"    5819";"    1875";"      22"
"6002";"T001235";"GM1969";"2021JJ00";"   27494";"   19794";"    7683";"    5721";"    1962";"      17"
"6003";"T001235";"GM1969";"2022JJ00";"   27779";"   20054";"    7719";"    5622";"    2097";"       6"
"6004";"T001235";"GM1969";"2023JJ00";"   27914";"   20231";"    7678";"    5571";"    2107";"       5"
"6005";"T001235";"GM1969";"2024JJ00";"   28055";"   20392";"    7662";"    5518";"    2144";"       1"
"6006";"T001235";"GM1701";"2012JJ00";"    8087";"    5800";"    2224";"    1522";"     702";"      63"
"6007";"T001235";"GM1701";"2013JJ00";"    8235";"    5880";"    2266";"    1508";"     758";"      89"
"6008";"T001235";"GM1701";"2014JJ00";"    8250";"    5879";"    2279";"    1496";"     783";"      92"
"6009";"T001235";"GM1701";"2015JJ00";"    8257";"    5893";"    2338";"    1519";"     819";"      26"
"6010";"T001235";"GM1701";"2016JJ00";"    8312";"    5953";"    2282";"    1473";"     809";"      77"
"6011";"T001235";"GM1701";"2017JJ00";"    8395";"    5955";"    2295";"    1449";"     846";"     145"
"6012";"T001235";"GM1701";"2018JJ00";"    8454";"    6211";"    2148";"    1490";"     658";"      95"
"6013";"T001235";"GM1701";"2019JJ00";"    8515";"    6322";"    2182";"    1535";"     647";"      11"
"6014";"T001235";"GM1701";"2020JJ00";"    8529";"    6333";"    2193";"    1527";"     666";"       3"
"6015";"T001235";"GM1701";"2021JJ00";"    8553";"    6355";"    2189";"    1518";"     671";"       9"
"6016";"T001235";"GM1701";"2022JJ00";"    8584";"    6434";"    2147";"    1501";"     646";"       3"
"6017";"T001235";"GM1701";"2023JJ00";"    8757";"    6583";"    2172";"    1492";"     680";"       2"
"6018";"T001235";"GM1701";"2024JJ00";"    8806";"    6635";"    2169";"    1481";"     688";"       2"
"6019";"T001235";"GM0293";"2012JJ00";"    6414";"    3676";"    2736";"    2184";"     552";"       2"
"6020";"T001235";"GM0293";"2013JJ00";"    6427";"    3692";"    2734";"    2179";"     555";"       1"
"6021";"T001235";"GM0293";"2014JJ00";"    6453";"    3687";"    2765";"    2193";"     572";"       1"
"6022";"T001235";"GM0293";"2015JJ00";"    6544";"    3717";"    2826";"    2236";"     590";"       1"
"6023";"T001235";"GM0293";"2016JJ00";"    6578";"    3756";"    2822";"    2236";"     586";"       0"
"6024";"T001235";"GM0293";"2017JJ00";"    6613";"    3774";"    2839";"    2079";"     760";"       0"
"6025";"T001235";"GM0293";"2018JJ00";"    6662";"    3849";"    2810";"    2082";"     728";"       3"
"6026";"T001235";"GM0293";"2019JJ00";"    6690";"    3924";"    2750";"    2105";"     645";"      16"
"6027";"T001235";"GM0293";"2020JJ00";"    6723";"    3953";"    2758";"    2105";"     653";"      12"
"6028";"T001235";"GM0293";"2021JJ00";"    6744";"    3976";"    2756";"    2105";"     651";"      12"
"6029";"T001235";"GM0293";"2022JJ00";"    6755";"    4016";"    2729";"    2105";"     624";"      10"
"6030";"T001235";"GM0293";"2023JJ00";"    6766";"    4050";"    2715";"    2098";"     617";"       1"
"6031";"T001235";"GM0293";"2024JJ00";"    6816";"    4082";"    2733";"    2112";"     621";"       1"
"6032";"T001235";"GM1950";"2012JJ00";"";"";"";"";"";""
"6033";"T001235";"GM1950";"2013JJ00";"";"";"";"";"";""
"6034";"T001235";"GM1950";"2014JJ00";"";"";"";"";"";""
"6035";"T001235";"GM1950";"2015JJ00";"";"";"";"";"";""
"6036";"T001235";"GM1950";"2016JJ00";"";"";"";"";"";""
"6037";"T001235";"GM1950";"2017JJ00";"";"";"";"";"";""
"6038";"T001235";"GM1950";"2018JJ00";"   11963";"    7959";"    3510";"    2604";"     906";"     494"
"6039";"T001235";"GM1950";"2019JJ00";"   11969";"    8036";"    3606";"    2667";"     939";"     327"
"6040";"T001235";"GM1950";"2020JJ00";"   11982";"    8039";"    3634";"    2667";"     967";"     309"
"6041";"T001235";"GM1950";"2021JJ00";"   11937";"    8059";"    3854";"    2609";"    1245";"      24"
"6042";"T001235";"GM1950";"2022JJ00";"   11960";"    8081";"    3792";"    2606";"    1186";"      87"
"6043";"T001235";"GM1950";"2023JJ00";"   11996";"    8109";"    3797";"    2609";"    1188";"      90"
"6044";"T001235";"GM1950";"2024JJ00";"   12005";"    8146";"    3773";"    2602";"    1171";"      86"
"6045";"T001235";"GM1783";"2012JJ00";"   40761";"   26822";"   13572";"   10686";"    2886";"     367"
"6046";"T001235";"GM1783";"2013JJ00";"   41185";"   27166";"   13715";"   10632";"    3083";"     304"
"6047";"T001235";"GM1783";"2014JJ00";"   41692";"   27276";"   14137";"   10804";"    3333";"     279"
"6048";"T001235";"GM1783";"2015JJ00";"   42339";"   27782";"   14298";"   10732";"    3566";"     259"
"6049";"T001235";"GM1783";"2016JJ00";"   42622";"   28241";"   14051";"   10733";"    3318";"     330"
"6050";"T001235";"GM1783";"2017JJ00";"   43187";"   28575";"   14296";"   10748";"    3548";"     316"
"6051";"T001235";"GM1783";"2018JJ00";"   43636";"   28885";"   14454";"   10720";"    3734";"     297"
"6052";"T001235";"GM1783";"2019JJ00";"   44441";"   30364";"   13856";"   10829";"    3027";"     221"
"6053";"T001235";"GM1783";"2020JJ00";"   45063";"   30896";"   14108";"   10843";"    3265";"      59"
"6054";"T001235";"GM1783";"2021JJ00";"   45956";"   31507";"   14370";"   10908";"    3462";"      79"
"6055";"T001235";"GM1783";"2022JJ00";"   46369";"   31857";"   14443";"   10906";"    3537";"      69"
"6056";"T001235";"GM1783";"2023JJ00";"   47043";"   32294";"   14713";"   10973";"    3740";"      36"
"6057";"T001235";"GM1783";"2024JJ00";"   47590";"   32631";"   14938";"   11050";"    3888";"      21"
"6058";"T001235";"GM0098";"2012JJ00";"   11210";"    6833";"    4353";"    3416";"     937";"      24"
"6059";"T001235";"GM0098";"2013JJ00";"   11275";"    6879";"    4381";"    3415";"     966";"      15"
"6060";"T001235";"GM0098";"2014JJ00";"   11358";"    6910";"    4436";"    3420";"    1016";"      12"
"6061";"T001235";"GM0098";"2015JJ00";"   11410";"    6962";"    4436";"    3423";"    1013";"      12"
"6062";"T001235";"GM0098";"2016JJ00";"   11495";"    7018";"    4458";"    3426";"    1032";"      19"
"6063";"T001235";"GM0098";"2017JJ00";"   11536";"    7061";"    4456";"    3402";"    1054";"      19"
"6064";"T001235";"GM0098";"2018JJ00";"   11599";"    7347";"    4223";"    3379";"     844";"      29"
"6065";"T001235";"GM0098";"2019JJ00";"   11620";"    7478";"    4121";"    3188";"     933";"      21"
"6066";"T001235";"GM0098";"2020JJ00";"   11711";"    7562";"    4141";"    3225";"     916";"       8"
"6067";"T001235";"GM0098";"2021JJ00";"   11757";"    7636";"    4110";"    3197";"     913";"      11"
"6068";"T001235";"GM0098";"2022JJ00";"   11837";"    7741";"    4087";"    3206";"     881";"       9"
"6069";"T001235";"GM0098";"2023JJ00";"   11921";"    7776";"    4137";"    3204";"     933";"       8"
"6070";"T001235";"GM0098";"2024JJ00";"   12033";"    7838";"    4188";"    3200";"     988";"       7"
"6071";"T001235";"GM0614";"2012JJ00";"    6484";"    4535";"    1933";"     339";"    1594";"      16"
"6072";"T001235";"GM0614";"2013JJ00";"    6509";"    4522";"    1975";"     340";"    1635";"      12"
"6073";"T001235";"GM0614";"2014JJ00";"    6695";"    4614";"    2023";"     339";"    1684";"      58"
"6074";"T001235";"GM0614";"2015JJ00";"    6708";"    4732";"    1911";"     335";"    1576";"      65"
"6075";"T001235";"GM0614";"2016JJ00";"    6732";"    4765";"    1907";"     331";"    1576";"      60"
"6076";"T001235";"GM0614";"2017JJ00";"    6747";"    4793";"    1893";"     330";"    1563";"      61"
"6077";"T001235";"GM0614";"2018JJ00";"    6793";"    4851";"    1880";"     360";"    1520";"      62"
"6078";"T001235";"GM0614";"2019JJ00";"    6831";"    4946";"    1868";"     403";"    1465";"      17"
"6079";"T001235";"GM0614";"2020JJ00";"    6890";"    5005";"    1880";"     401";"    1479";"       5"
"6080";"T001235";"GM0614";"2021JJ00";"    6943";"    5078";"    1862";"     400";"    1462";"       3"
"6081";"T001235";"GM0614";"2022JJ00";"    6997";"    5126";"    1868";"     397";"    1471";"       3"
"6082";"T001235";"GM0614";"2023JJ00";"";"";"";"";"";""
"6083";"T001235";"GM0614";"2024JJ00";"";"";"";"";"";""
"6084";"T001235";"GM0189";"2012JJ00";"    9326";"    6777";"    2495";"    1778";"     717";"      54"
"6085";"T001235";"GM0189";"2013JJ00";"    9409";"    6851";"    2510";"    1737";"     773";"      48"
"6086";"T001235";"GM0189";"2014JJ00";"    9542";"    6899";"    2596";"    1727";"     869";"      47"
"6087";"T001235";"GM0189";"2015JJ00";"    9596";"    6993";"    2561";"    1688";"     873";"      42"
"6088";"T001235";"GM0189";"2016JJ00";"    9456";"    6964";"    2454";"    1640";"     814";"      38"
"6089";"T001235";"GM0189";"2017JJ00";"    9645";"    7002";"    2611";"    1760";"     851";"      32"
"6090";"T001235";"GM0189";"2018JJ00";"    9660";"    7088";"    2548";"    1716";"     832";"      24"
"6091";"T001235";"GM0189";"2019JJ00";"    9727";"    7095";"    2555";"    1753";"     802";"      77"
"6092";"T001235";"GM0189";"2020JJ00";"    9860";"    7152";"    2691";"    1709";"     982";"      17"
"6093";"T001235";"GM0189";"2021JJ00";"    9930";"    7213";"    2692";"    1717";"     975";"      25"
"6094";"T001235";"GM0189";"2022JJ00";"    9983";"    7257";"    2708";"    1718";"     990";"      18"
"6095";"T001235";"GM0189";"2023JJ00";"   10034";"    7324";"    2693";"    1712";"     981";"      17"
"6096";"T001235";"GM0189";"2024JJ00";"   10123";"    7389";"    2715";"    1726";"     989";"      19"
"6097";"T001235";"GM0296";"2012JJ00";"   16920";"   11386";"    5510";"    4359";"    1151";"      24"
"6098";"T001235";"GM0296";"2013JJ00";"   17187";"   11428";"    5738";"    4524";"    1214";"      21"
"6099";"T001235";"GM0296";"2014JJ00";"   17440";"   11499";"    5772";"    4515";"    1257";"     169"
"6100";"T001235";"GM0296";"2015JJ00";"   17506";"   11564";"    5771";"    4330";"    1441";"     171"
"6101";"T001235";"GM0296";"2016JJ00";"   17518";"   11595";"    5769";"    4469";"    1300";"     154"
"6102";"T001235";"GM0296";"2017JJ00";"   17535";"   11549";"    5830";"    4440";"    1390";"     156"
"6103";"T001235";"GM0296";"2018JJ00";"   17843";"   11853";"    5795";"    4443";"    1352";"     195"
"6104";"T001235";"GM0296";"2019JJ00";"   17885";"   12053";"    5764";"    4561";"    1203";"      68"
"6105";"T001235";"GM0296";"2020JJ00";"   18023";"   12161";"    5846";"    4543";"    1303";"      16"
"6106";"T001235";"GM0296";"2021JJ00";"   18190";"   12322";"    5864";"    4523";"    1341";"       4"
"6107";"T001235";"GM0296";"2022JJ00";"   18253";"   12402";"    5840";"    4512";"    1328";"      11"
"6108";"T001235";"GM0296";"2023JJ00";"   18317";"   12456";"    5855";"    4506";"    1349";"       6"
"6109";"T001235";"GM0296";"2024JJ00";"   18487";"   12493";"    5992";"    4619";"    1373";"       2"
"6110";"T001235";"GM1696";"2012JJ00";"   10181";"    6927";"    3131";"    2062";"    1069";"     123"
"6111";"T001235";"GM1696";"2013JJ00";"   10315";"    6940";"    3277";"    2055";"    1222";"      98"
"6112";"T001235";"GM1696";"2014JJ00";"   10347";"    6935";"    3332";"    2052";"    1280";"      80"
"6113";"T001235";"GM1696";"2015JJ00";"   10344";"    6929";"    3332";"    2037";"    1295";"      83"
"6114";"T001235";"GM1696";"2016JJ00";"   10381";"    6935";"    3342";"    2030";"    1312";"     104"
"6115";"T001235";"GM1696";"2017JJ00";"   10583";"    6996";"    3452";"    2026";"    1426";"     135"
"6116";"T001235";"GM1696";"2018JJ00";"   10618";"    7211";"    3309";"    2043";"    1266";"      98"
"6117";"T001235";"GM1696";"2019JJ00";"   10707";"    7352";"    3319";"    2063";"    1256";"      36"
"6118";"T001235";"GM1696";"2020JJ00";"   10691";"    7387";"    3291";"    2080";"    1211";"      13"
"6119";"T001235";"GM1696";"2021JJ00";"   10800";"    7477";"    3304";"    2096";"    1208";"      19"
"6120";"T001235";"GM1696";"2022JJ00";"   10830";"    7521";"    3290";"    2111";"    1179";"      19"
"6121";"T001235";"GM1696";"2023JJ00";"   10851";"    7550";"    3284";"    2110";"    1174";"      17"
"6122";"T001235";"GM1696";"2024JJ00";"   10880";"    7603";"    3261";"    2113";"    1148";"      16"
"6123";"T001235";"GM0352";"2012JJ00";"    9337";"    6228";"    3102";"    2376";"     726";"       7"
"6124";"T001235";"GM0352";"2013JJ00";"    9461";"    6325";"    3113";"    2349";"     764";"      23"
"6125";"T001235";"GM0352";"2014JJ00";"    9644";"    6427";"    3185";"    2310";"     875";"      32"
"6126";"T001235";"GM0352";"2015JJ00";"    9753";"    6522";"    3193";"    2433";"     760";"      38"
"6127";"T001235";"GM0352";"2016JJ00";"    9857";"    6671";"    3147";"    2366";"     781";"      39"
"6128";"T001235";"GM0352";"2017JJ00";"    9934";"    6726";"    3146";"    2392";"     754";"      62"
"6129";"T001235";"GM0352";"2018JJ00";"    9979";"    6774";"    3146";"    2348";"     798";"      59"
"6130";"T001235";"GM0352";"2019JJ00";"    9968";"    6979";"    2963";"    2378";"     585";"      26"
"6131";"T001235";"GM0352";"2020JJ00";"   10107";"    7096";"    3002";"    2367";"     635";"       9"
"6132";"T001235";"GM0352";"2021JJ00";"   10273";"    7180";"    3016";"    2360";"     656";"      77"
"6133";"T001235";"GM0352";"2022JJ00";"   10328";"    7271";"    3048";"    2349";"     699";"       9"
"6134";"T001235";"GM0352";"2023JJ00";"   10353";"    7300";"    3049";"    2344";"     705";"       4"
"6135";"T001235";"GM0352";"2024JJ00";"   10403";"    7323";"    3078";"    2383";"     695";"       2"
"6136";"T001235";"GM0053";"2012JJ00";"    5825";"    4113";"    1704";"    1455";"     249";"       8"
"6137";"T001235";"GM0053";"2013JJ00";"    5890";"    4171";"    1714";"    1455";"     259";"       5"
"6138";"T001235";"GM0053";"2014JJ00";"    6017";"    4180";"    1835";"    1480";"     355";"       2"
"6139";"T001235";"GM0053";"2015JJ00";"    6044";"    4182";"    1862";"    1537";"     325";"       0"
"6140";"T001235";"GM0053";"2016JJ00";"    6029";"    4181";"    1848";"    1469";"     379";"       0"
"6141";"T001235";"GM0053";"2017JJ00";"    6021";"    4177";"    1842";"    1452";"     390";"       2"
"6142";"T001235";"GM0053";"2018JJ00";"    6026";"    4160";"    1863";"    1449";"     414";"       3"
"6143";"T001235";"GM0053";"2019JJ00";"";"";"";"";"";""
"6144";"T001235";"GM0053";"2020JJ00";"";"";"";"";"";""
"6145";"T001235";"GM0053";"2021JJ00";"";"";"";"";"";""
"6146";"T001235";"GM0053";"2022JJ00";"";"";"";"";"";""
"6147";"T001235";"GM0053";"2023JJ00";"";"";"";"";"";""
"6148";"T001235";"GM0053";"2024JJ00";"";"";"";"";"";""
"6149";"T001235";"GM0294";"2012JJ00";"   12321";"    8608";"    3663";"    2316";"    1347";"      50"
"6150";"T001235";"GM0294";"2013JJ00";"   12685";"    8828";"    3815";"    2355";"    1460";"      42"
"6151";"T001235";"GM0294";"2014JJ00";"   12795";"    8807";"    3956";"    2306";"    1650";"      32"
"6152";"T001235";"GM0294";"2015JJ00";"   12861";"    8825";"    3996";"    2345";"    1651";"      40"
"6153";"T001235";"GM0294";"2016JJ00";"   12891";"    8873";"    3981";"    2304";"    1677";"      37"
"6154";"T001235";"GM0294";"2017JJ00";"   12933";"    8890";"    4007";"    2306";"    1701";"      36"
"6155";"T001235";"GM0294";"2018JJ00";"   12993";"    9117";"    3827";"    2330";"    1497";"      49"
"6156";"T001235";"GM0294";"2019JJ00";"   13087";"    9209";"    3867";"    2407";"    1460";"      11"
"6157";"T001235";"GM0294";"2020JJ00";"   13139";"    9217";"    3909";"    2399";"    1510";"      13"
"6158";"T001235";"GM0294";"2021JJ00";"   13245";"    9253";"    3986";"    2393";"    1593";"       6"
"6159";"T001235";"GM0294";"2022JJ00";"   13298";"    9346";"    3947";"    2388";"    1559";"       5"
"6160";"T001235";"GM0294";"2023JJ00";"   13375";"    9413";"    3954";"    2266";"    1688";"       8"
"6161";"T001235";"GM0294";"2024JJ00";"   13480";"    9468";"    4006";"    2268";"    1738";"       6"
"6162";"T001235";"GM0873";"2012JJ00";"    9226";"    6590";"    2418";"    1794";"     624";"     218"
"6163";"T001235";"GM0873";"2013JJ00";"    9295";"    6739";"    2511";"    1798";"     713";"      45"
"6164";"T001235";"GM0873";"2014JJ00";"    9538";"    6842";"    2644";"    1817";"     827";"      52"
"6165";"T001235";"GM0873";"2015JJ00";"    9647";"    6875";"    2742";"    1822";"     920";"      30"
"6166";"T001235";"GM0873";"2016JJ00";"    9642";"    6879";"    2730";"    1767";"     963";"      33"
"6167";"T001235";"GM0873";"2017JJ00";"    9779";"    6894";"    2808";"    1781";"    1027";"      77"
"6168";"T001235";"GM0873";"2018JJ00";"    9837";"    6937";"    2853";"    1837";"    1016";"      47"
"6169";"T001235";"GM0873";"2019JJ00";"    9844";"    7088";"    2708";"    1881";"     827";"      48"
"6170";"T001235";"GM0873";"2020JJ00";"    9866";"    7084";"    2749";"    1866";"     883";"      33"
"6171";"T001235";"GM0873";"2021JJ00";"    9928";"    7174";"    2723";"    1848";"     875";"      31"
"6172";"T001235";"GM0873";"2022JJ00";"    9990";"    7220";"    2748";"    1857";"     891";"      22"
"6173";"T001235";"GM0873";"2023JJ00";"   10020";"    7256";"    2741";"    1843";"     898";"      23"
"6174";"T001235";"GM0873";"2024JJ00";"   10074";"    7319";"    2735";"    1836";"     899";"      20"
"6175";"T001235";"GM0632";"2012JJ00";"   20524";"   13720";"    6760";"    4613";"    2147";"      44"
"6176";"T001235";"GM0632";"2013JJ00";"   20720";"   13832";"    6855";"    4954";"    1901";"      33"
"6177";"T001235";"GM0632";"2014JJ00";"   20995";"   13912";"    6934";"    4976";"    1958";"     149"
"6178";"T001235";"GM0632";"2015JJ00";"   21272";"   14022";"    7043";"    4996";"    2047";"     207"
"6179";"T001235";"GM0632";"2016JJ00";"   21403";"   14108";"    7089";"    5009";"    2080";"     206"
"6180";"T001235";"GM0632";"2017JJ00";"   21625";"   14266";"    7142";"    5002";"    2140";"     217"
"6181";"T001235";"GM0632";"2018JJ00";"   21756";"   14488";"    7066";"    5003";"    2063";"     202"
"6182";"T001235";"GM0632";"2019JJ00";"   22002";"   14669";"    7296";"    5056";"    2240";"      37"
"6183";"T001235";"GM0632";"2020JJ00";"   22106";"   14707";"    7393";"    5056";"    2337";"       6"
"6184";"T001235";"GM0632";"2021JJ00";"   22437";"   14900";"    7528";"    5103";"    2425";"       9"
"6185";"T001235";"GM0632";"2022JJ00";"   22544";"   14970";"    7567";"    5106";"    2461";"       7"
"6186";"T001235";"GM0632";"2023JJ00";"   22769";"   15026";"    7740";"    5115";"    2625";"       3"
"6187";"T001235";"GM0632";"2024JJ00";"   23125";"   15208";"    7913";"    5229";"    2684";"       4"
"6188";"T001235";"GM1690";"2012JJ00";"    9573";"    7148";"    2386";"    1692";"     694";"      39"
"6189";"T001235";"GM1690";"2013JJ00";"    9599";"    7156";"    2407";"    1685";"     722";"      36"
"6190";"T001235";"GM1690";"2014JJ00";"    9908";"    7232";"    2407";"    1673";"     734";"     269"
"6191";"T001235";"GM1690";"2015JJ00";"   10018";"    7235";"    2572";"    1797";"     775";"     211"
"6192";"T001235";"GM1690";"2016JJ00";"   10093";"    7308";"    2416";"    1629";"     787";"     369"
"6193";"T001235";"GM1690";"2017JJ00";"   10084";"    7310";"    2457";"    1576";"     881";"     317"
"6194";"T001235";"GM1690";"2018JJ00";"   10149";"    7455";"    2383";"    1639";"     744";"     311"
"6195";"T001235";"GM1690";"2019JJ00";"   10265";"    7571";"    2668";"    1840";"     828";"      26"
"6196";"T001235";"GM1690";"2020JJ00";"   10370";"    7663";"    2696";"    1848";"     848";"      11"
"6197";"T001235";"GM1690";"2021JJ00";"   10460";"    7732";"    2700";"    1840";"     860";"      28"
"6198";"T001235";"GM1690";"2022JJ00";"   10504";"    7817";"    2661";"    1826";"     835";"      26"
"6199";"T001235";"GM1690";"2023JJ00";"   10555";"    7894";"    2655";"    1815";"     840";"       6"
"6200";"T001235";"GM1690";"2024JJ00";"   10593";"    7924";"    2666";"    1812";"     854";"       3"
"6201";"T001235";"GM0880";"2012JJ00";"    6520";"    4061";"    2428";"    2066";"     362";"      31"
"6202";"T001235";"GM0880";"2013JJ00";"    6512";"    4070";"    2417";"    2047";"     370";"      25"
"6203";"T001235";"GM0880";"2014JJ00";"    6664";"    4096";"    2510";"    2048";"     462";"      58"
"6204";"T001235";"GM0880";"2015JJ00";"    6696";"    4125";"    2537";"    2068";"     469";"      34"
"6205";"T001235";"GM0880";"2016JJ00";"    6684";"    4141";"    2492";"    1999";"     493";"      51"
"6206";"T001235";"GM0880";"2017JJ00";"    6764";"    4214";"    2501";"    1990";"     511";"      49"
