"ID";"EigenaarHuurder";"HuishoudensEnWoningkenmerken";"RegioS";"Perioden";"TotaleWoonlasten_2";"Woonquote_5"
"246495";"A047048";"T001139";"GM1891";"2018JJ00";"";"       ."
"246496";"A047048";"T001139";"GM1891";"2019JJ00";"";"       ."
"246497";"A047048";"T001139";"GM1891";"2020JJ00";"";"       ."
"246498";"A047048";"T001139";"GM1891";"2021JJ00";"";"       ."
"246499";"A047048";"T001139";"GM1891";"2022JJ00";"";"       ."
"246500";"A047048";"T001139";"GM0310";"2018JJ00";"";"       ."
"246501";"A047048";"T001139";"GM0310";"2019JJ00";"";"       ."
"246502";"A047048";"T001139";"GM0310";"2020JJ00";"";"       ."
"246503";"A047048";"T001139";"GM0310";"2021JJ00";"";"       ."
"246504";"A047048";"T001139";"GM0310";"2022JJ00";"";"       ."
"246505";"A047048";"T001139";"GM1940";"2018JJ00";"";"       ."
"246506";"A047048";"T001139";"GM1940";"2019JJ00";"";"       ."
"246507";"A047048";"T001139";"GM1940";"2020JJ00";"";"       ."
"246508";"A047048";"T001139";"GM1940";"2021JJ00";"";"       ."
"246509";"A047048";"T001139";"GM1940";"2022JJ00";"";"       ."
"246510";"A047048";"T001139";"GM1663";"2018JJ00";"";"       ."
"246511";"A047048";"T001139";"GM1663";"2019JJ00";"";"       ."
"246512";"A047048";"T001139";"GM1663";"2020JJ00";"";"       ."
"246513";"A047048";"T001139";"GM1663";"2021JJ00";"";"       ."
"246514";"A047048";"T001139";"GM1663";"2022JJ00";"";"       ."
"246515";"A047048";"T001139";"GM0736";"2018JJ00";"";"       ."
"246516";"A047048";"T001139";"GM0736";"2019JJ00";"";"       ."
"246517";"A047048";"T001139";"GM0736";"2020JJ00";"";"       ."
"246518";"A047048";"T001139";"GM0736";"2021JJ00";"";"       ."
"246519";"A047048";"T001139";"GM0736";"2022JJ00";"";"       ."
"246520";"A047048";"T001139";"GM1690";"2018JJ00";"";"       ."
"246521";"A047048";"T001139";"GM1690";"2019JJ00";"";"       ."
"246522";"A047048";"T001139";"GM1690";"2020JJ00";"";"       ."
"246523";"A047048";"T001139";"GM1690";"2021JJ00";"";"       ."
"246524";"A047048";"T001139";"GM1690";"2022JJ00";"";"       ."
"246525";"A047048";"T001139";"GM0503";"2018JJ00";"     906";"    36.8"
"246526";"A047048";"T001139";"GM0503";"2019JJ00";"     935";"    36.5"
"246527";"A047048";"T001139";"GM0503";"2020JJ00";"     947";"    35.1"
"246528";"A047048";"T001139";"GM0503";"2021JJ00";"     988";"    34.5"
"246529";"A047048";"T001139";"GM0503";"2022JJ00";"     971";"    32.8"
"246530";"A047048";"T001139";"GM0010";"2018JJ00";"     775";"    39.2"
"246531";"A047048";"T001139";"GM0010";"2019JJ00";"     800";"    38.4"
"246532";"A047048";"T001139";"GM0010";"2020JJ00";"     783";"    36.7"
"246533";"A047048";"T001139";"GM0010";"2021JJ00";"";"       ."
"246534";"A047048";"T001139";"GM0010";"2022JJ00";"";"       ."
"246535";"A047048";"T001139";"GM0400";"2018JJ00";"     695";"    34.6"
"246536";"A047048";"T001139";"GM0400";"2019JJ00";"     721";"    38.7"
"246537";"A047048";"T001139";"GM0400";"2020JJ00";"     712";"    37.4"
"246538";"A047048";"T001139";"GM0400";"2021JJ00";"     753";"    37.8"
"246539";"A047048";"T001139";"GM0400";"2022JJ00";"     723";"    33.6"
"246540";"A047048";"T001139";"GM0762";"2018JJ00";"     974";"    40.4"
"246541";"A047048";"T001139";"GM0762";"2019JJ00";"    1012";"    40.2"
"246542";"A047048";"T001139";"GM0762";"2020JJ00";"    1014";"    38.7"
"246543";"A047048";"T001139";"GM0762";"2021JJ00";"    1052";"    39.4"
"246544";"A047048";"T001139";"GM0762";"2022JJ00";"";"       ."
"246545";"A047048";"T001139";"GM0150";"2018JJ00";"     822";"    36.2"
"246546";"A047048";"T001139";"GM0150";"2019JJ00";"     844";"    35.7"
"246547";"A047048";"T001139";"GM0150";"2020JJ00";"     845";"    34.4"
"246548";"A047048";"T001139";"GM0150";"2021JJ00";"     878";"    34.3"
"246549";"A047048";"T001139";"GM0150";"2022JJ00";"     868";"    31.8"
"246550";"A047048";"T001139";"GM0384";"2018JJ00";"     982";"    37.4"
"246551";"A047048";"T001139";"GM0384";"2019JJ00";"    1030";"    37.3"
"246552";"A047048";"T001139";"GM0384";"2020JJ00";"    1059";"    36.2"
"246553";"A047048";"T001139";"GM0384";"2021JJ00";"    1119";"    36.2"
"246554";"A047048";"T001139";"GM0384";"2022JJ00";"";"       ."
"246555";"A047048";"T001139";"GM1980";"2018JJ00";"";"       ."
"246556";"A047048";"T001139";"GM1980";"2019JJ00";"";"       ."
"246557";"A047048";"T001139";"GM1980";"2020JJ00";"";"       ."
"246558";"A047048";"T001139";"GM1980";"2021JJ00";"";"       ."
"246559";"A047048";"T001139";"GM1980";"2022JJ00";"     920";"    32.9"
"246560";"A047048";"T001139";"GM1774";"2018JJ00";"";"       ."
"246561";"A047048";"T001139";"GM1774";"2019JJ00";"";"       ."
"246562";"A047048";"T001139";"GM1774";"2020JJ00";"";"       ."
"246563";"A047048";"T001139";"GM1774";"2021JJ00";"";"       ."
"246564";"A047048";"T001139";"GM1774";"2022JJ00";"";"       ."
"246565";"A047048";"T001139";"GM0221";"2018JJ00";"     813";"    37.9"
"246566";"A047048";"T001139";"GM0221";"2019JJ00";"     848";"    37.6"
"246567";"A047048";"T001139";"GM0221";"2020JJ00";"     857";"    36.4"
"246568";"A047048";"T001139";"GM0221";"2021JJ00";"     878";"    36.6"
"246569";"A047048";"T001139";"GM0221";"2022JJ00";"     872";"    33.6"
"246570";"A047048";"T001139";"GM0222";"2018JJ00";"     844";"    36.7"
"246571";"A047048";"T001139";"GM0222";"2019JJ00";"     867";"    36.0"
"246572";"A047048";"T001139";"GM0222";"2020JJ00";"     861";"    34.7"
"246573";"A047048";"T001139";"GM0222";"2021JJ00";"     917";"    35.3"
"246574";"A047048";"T001139";"GM0222";"2022JJ00";"     915";"    33.4"
"246575";"A047048";"T001139";"GM0766";"2018JJ00";"     943";"    39.2"
"246576";"A047048";"T001139";"GM0766";"2019JJ00";"     911";"    38.1"
"246577";"A047048";"T001139";"GM0766";"2020JJ00";"     911";"    36.0"
"246578";"A047048";"T001139";"GM0766";"2021JJ00";"     953";"    35.7"
"246579";"A047048";"T001139";"GM0766";"2022JJ00";"     971";"    33.8"
"246580";"A047048";"T001139";"GM0058";"2018JJ00";"     856";"    36.9"
"246581";"A047048";"T001139";"GM0058";"2019JJ00";"";"       ."
"246582";"A047048";"T001139";"GM0058";"2020JJ00";"";"       ."
"246583";"A047048";"T001139";"GM0058";"2021JJ00";"";"       ."
"246584";"A047048";"T001139";"GM0058";"2022JJ00";"";"       ."
"246585";"A047048";"T001139";"GM0505";"2018JJ00";"     788";"    37.1"
"246586";"A047048";"T001139";"GM0505";"2019JJ00";"     821";"    36.6"
"246587";"A047048";"T001139";"GM0505";"2020JJ00";"     829";"    35.3"
"246588";"A047048";"T001139";"GM0505";"2021JJ00";"     873";"    35.5"
"246589";"A047048";"T001139";"GM0505";"2022JJ00";"     867";"    32.8"
"246590";"A047048";"T001139";"GM0498";"2018JJ00";"";"       ."
"246591";"A047048";"T001139";"GM0498";"2019JJ00";"";"       ."
"246592";"A047048";"T001139";"GM0498";"2020JJ00";"";"       ."
"246593";"A047048";"T001139";"GM0498";"2021JJ00";"";"       ."
"246594";"A047048";"T001139";"GM0498";"2022JJ00";"";"       ."
"246595";"A047048";"T001139";"GM1719";"2018JJ00";"";"       ."
"246596";"A047048";"T001139";"GM1719";"2019JJ00";"";"       ."
"246597";"A047048";"T001139";"GM1719";"2020JJ00";"";"       ."
"246598";"A047048";"T001139";"GM1719";"2021JJ00";"";"       ."
"246599";"A047048";"T001139";"GM1719";"2022JJ00";"";"       ."
"246600";"A047048";"T001139";"GM0303";"2018JJ00";"";"       ."
"246601";"A047048";"T001139";"GM0303";"2019JJ00";"    1080";"    37.4"
"246602";"A047048";"T001139";"GM0303";"2020JJ00";"";"       ."
"246603";"A047048";"T001139";"GM0303";"2021JJ00";"    1123";"    37.1"
"246604";"A047048";"T001139";"GM0303";"2022JJ00";"";"       ."
"246605";"A047048";"T001139";"GM0225";"2018JJ00";"     881";"    38.8"
"246606";"A047048";"T001139";"GM0225";"2019JJ00";"     923";"    37.2"
"246607";"A047048";"T001139";"GM0225";"2020JJ00";"     908";"    35.3"
"246608";"A047048";"T001139";"GM0225";"2021JJ00";"     954";"    35.6"
"246609";"A047048";"T001139";"GM0225";"2022JJ00";"";"       ."
"246610";"A047048";"T001139";"GM0226";"2018JJ00";"     935";"    35.8"
"246611";"A047048";"T001139";"GM0226";"2019JJ00";"     944";"    34.5"
"246612";"A047048";"T001139";"GM0226";"2020JJ00";"     949";"    33.8"
"246613";"A047048";"T001139";"GM0226";"2021JJ00";"     980";"    32.8"
"246614";"A047048";"T001139";"GM0226";"2022JJ00";"     996";"    31.2"
"246615";"A047048";"T001139";"GM1711";"2018JJ00";"     849";"    39.6"
"246616";"A047048";"T001139";"GM1711";"2019JJ00";"     865";"    39.3"
"246617";"A047048";"T001139";"GM1711";"2020JJ00";"     842";"    37.1"
"246618";"A047048";"T001139";"GM1711";"2021JJ00";"     890";"    38.1"
"246619";"A047048";"T001139";"GM1711";"2022JJ00";"     918";"    36.6"
"246620";"A047048";"T001139";"GM0385";"2018JJ00";"";"       ."
"246621";"A047048";"T001139";"GM0385";"2019JJ00";"";"       ."
"246622";"A047048";"T001139";"GM0385";"2020JJ00";"";"       ."
"246623";"A047048";"T001139";"GM0385";"2021JJ00";"";"       ."
"246624";"A047048";"T001139";"GM0385";"2022JJ00";"";"       ."
"246625";"A047048";"T001139";"GM0228";"2018JJ00";"     899";"    36.8"
"246626";"A047048";"T001139";"GM0228";"2019JJ00";"     922";"    35.8"
"246627";"A047048";"T001139";"GM0228";"2020JJ00";"     930";"    34.8"
"246628";"A047048";"T001139";"GM0228";"2021JJ00";"     968";"    34.6"
"246629";"A047048";"T001139";"GM0228";"2022JJ00";"";"       ."
"246630";"A047048";"T001139";"GM0317";"2018JJ00";"";"       ."
"246631";"A047048";"T001139";"GM0317";"2019JJ00";"";"       ."
"246632";"A047048";"T001139";"GM0317";"2020JJ00";"";"       ."
"246633";"A047048";"T001139";"GM0317";"2021JJ00";"";"       ."
"246634";"A047048";"T001139";"GM0317";"2022JJ00";"";"       ."
"246635";"A047048";"T001139";"GM1979";"2018JJ00";"";"       ."
"246636";"A047048";"T001139";"GM1979";"2019JJ00";"";"       ."
"246637";"A047048";"T001139";"GM1979";"2020JJ00";"";"       ."
"246638";"A047048";"T001139";"GM1979";"2021JJ00";"     858";"    36.2"
"246639";"A047048";"T001139";"GM1979";"2022JJ00";"     839";"    33.3"
"246640";"A047048";"T001139";"GM1651";"2018JJ00";"";"       ."
"246641";"A047048";"T001139";"GM1651";"2019JJ00";"";"       ."
"246642";"A047048";"T001139";"GM1651";"2020JJ00";"";"       ."
"246643";"A047048";"T001139";"GM1651";"2021JJ00";"";"       ."
"246644";"A047048";"T001139";"GM1651";"2022JJ00";"";"       ."
"246645";"A047048";"T001139";"GM0770";"2018JJ00";"";"       ."
"246646";"A047048";"T001139";"GM0770";"2019JJ00";"";"       ."
"246647";"A047048";"T001139";"GM0770";"2020JJ00";"";"       ."
"246648";"A047048";"T001139";"GM0770";"2021JJ00";"";"       ."
"246649";"A047048";"T001139";"GM0770";"2022JJ00";"";"       ."
"246650";"A047048";"T001139";"GM1903";"2018JJ00";"     858";"    38.3"
"246651";"A047048";"T001139";"GM1903";"2019JJ00";"     891";"    38.5"
"246652";"A047048";"T001139";"GM1903";"2020JJ00";"";"       ."
"246653";"A047048";"T001139";"GM1903";"2021JJ00";"     929";"    37.1"
"246654";"A047048";"T001139";"GM1903";"2022JJ00";"";"       ."
"246655";"A047048";"T001139";"GM0772";"2018JJ00";"     910";"    35.6"
"246656";"A047048";"T001139";"GM0772";"2019JJ00";"     998";"    36.5"
"246657";"A047048";"T001139";"GM0772";"2020JJ00";"    1006";"    34.9"
"246658";"A047048";"T001139";"GM0772";"2021JJ00";"    1057";"    34.9"
"246659";"A047048";"T001139";"GM0772";"2022JJ00";"";"       ."
"246660";"A047048";"T001139";"GM0230";"2018JJ00";"";"       ."
"246661";"A047048";"T001139";"GM0230";"2019JJ00";"     926";"    37.8"
"246662";"A047048";"T001139";"GM0230";"2020JJ00";"";"       ."
"246663";"A047048";"T001139";"GM0230";"2021JJ00";"     961";"    36.6"
"246664";"A047048";"T001139";"GM0230";"2022JJ00";"";"       ."
"246665";"A047048";"T001139";"GM0114";"2018JJ00";"     803";"    37.9"
"246666";"A047048";"T001139";"GM0114";"2019JJ00";"     822";"    37.9"
"246667";"A047048";"T001139";"GM0114";"2020JJ00";"     823";"    36.8"
"246668";"A047048";"T001139";"GM0114";"2021JJ00";"     842";"    36.1"
"246669";"A047048";"T001139";"GM0114";"2022JJ00";"     834";"    32.8"
"246670";"A047048";"T001139";"GM0388";"2018JJ00";"     822";"    39.0"
"246671";"A047048";"T001139";"GM0388";"2019JJ00";"     862";"    38.6"
"246672";"A047048";"T001139";"GM0388";"2020JJ00";"     902";"    37.1"
"246673";"A047048";"T001139";"GM0388";"2021JJ00";"     890";"    36.5"
"246674";"A047048";"T001139";"GM0388";"2022JJ00";"     888";"    33.1"
"246675";"A047048";"T001139";"GM0153";"2018JJ00";"     787";"    38.9"
"246676";"A047048";"T001139";"GM0153";"2019JJ00";"     819";"    38.5"
"246677";"A047048";"T001139";"GM0153";"2020JJ00";"     807";"    36.3"
"246678";"A047048";"T001139";"GM0153";"2021JJ00";"     862";"    36.8"
"246679";"A047048";"T001139";"GM0153";"2022JJ00";"     857";"    34.0"
"246680";"A047048";"T001139";"GM0232";"2018JJ00";"";"       ."
"246681";"A047048";"T001139";"GM0232";"2019JJ00";"";"       ."
"246682";"A047048";"T001139";"GM0232";"2020JJ00";"";"       ."
"246683";"A047048";"T001139";"GM0232";"2021JJ00";"     981";"    36.0"
"246684";"A047048";"T001139";"GM0232";"2022JJ00";"";"       ."
"246685";"A047048";"T001139";"GM0233";"2018JJ00";"";"       ."
"246686";"A047048";"T001139";"GM0233";"2019JJ00";"";"       ."
"246687";"A047048";"T001139";"GM0233";"2020JJ00";"";"       ."
"246688";"A047048";"T001139";"GM0233";"2021JJ00";"";"       ."
"246689";"A047048";"T001139";"GM0233";"2022JJ00";"";"       ."
"246690";"A047048";"T001139";"GM0777";"2018JJ00";"     918";"    37.9"
"246691";"A047048";"T001139";"GM0777";"2019JJ00";"     921";"    36.9"
"246692";"A047048";"T001139";"GM0777";"2020JJ00";"     941";"    37.0"
"246693";"A047048";"T001139";"GM0777";"2021JJ00";"    1010";"    37.4"
"246694";"A047048";"T001139";"GM0777";"2022JJ00";"";"       ."
"246695";"A047048";"T001139";"GM1722";"2018JJ00";"";"       ."
"246696";"A047048";"T001139";"GM1722";"2019JJ00";"";"       ."
"246697";"A047048";"T001139";"GM1722";"2020JJ00";"";"       ."
"246698";"A047048";"T001139";"GM1722";"2021JJ00";"";"       ."
"246699";"A047048";"T001139";"GM1722";"2022JJ00";"";"       ."
"246700";"A047048";"T001139";"GM0779";"2018JJ00";"";"       ."
"246701";"A047048";"T001139";"GM0779";"2019JJ00";"     865";"    36.6"
"246702";"A047048";"T001139";"GM0779";"2020JJ00";"";"       ."
"246703";"A047048";"T001139";"GM0779";"2021JJ00";"     909";"    36.7"
"246704";"A047048";"T001139";"GM0779";"2022JJ00";"     928";"    35.1"
"246705";"A047048";"T001139";"GM0236";"2018JJ00";"";"       ."
"246706";"A047048";"T001139";"GM0236";"2019JJ00";"";"       ."
"246707";"A047048";"T001139";"GM0236";"2020JJ00";"";"       ."
"246708";"A047048";"T001139";"GM0236";"2021JJ00";"";"       ."
"246709";"A047048";"T001139";"GM0236";"2022JJ00";"";"       ."
"246710";"A047048";"T001139";"GM1771";"2018JJ00";"     917";"    39.8"
"246711";"A047048";"T001139";"GM1771";"2019JJ00";"     954";"    39.1"
"246712";"A047048";"T001139";"GM1771";"2020JJ00";"     953";"    36.8"
"246713";"A047048";"T001139";"GM1771";"2021JJ00";"    1007";"    38.1"
"246714";"A047048";"T001139";"GM1771";"2022JJ00";"";"       ."
"246715";"A047048";"T001139";"GM1652";"2018JJ00";"";"       ."
"246716";"A047048";"T001139";"GM1652";"2019JJ00";"";"       ."
"246717";"A047048";"T001139";"GM1652";"2020JJ00";"";"       ."
"246718";"A047048";"T001139";"GM1652";"2021JJ00";"";"       ."
"246719";"A047048";"T001139";"GM1652";"2022JJ00";"";"       ."
"246720";"A047048";"T001139";"GM0907";"2018JJ00";"";"       ."
"246721";"A047048";"T001139";"GM0907";"2019JJ00";"     943";"    39.9"
"246722";"A047048";"T001139";"GM0907";"2020JJ00";"";"       ."
"246723";"A047048";"T001139";"GM0907";"2021JJ00";"";"       ."
"246724";"A047048";"T001139";"GM0907";"2022JJ00";"";"       ."
"246725";"A047048";"T001139";"GM0689";"2018JJ00";"";"       ."
"246726";"A047048";"T001139";"GM0689";"2019JJ00";"";"       ."
"246727";"A047048";"T001139";"GM0689";"2020JJ00";"";"       ."
"246728";"A047048";"T001139";"GM0689";"2021JJ00";"";"       ."
"246729";"A047048";"T001139";"GM0689";"2022JJ00";"";"       ."
"246730";"A047048";"T001139";"GM0784";"2018JJ00";"     970";"    38.3"
"246731";"A047048";"T001139";"GM0784";"2019JJ00";"     984";"    39.1"
"246732";"A047048";"T001139";"GM0784";"2020JJ00";"    1003";"    38.9"
"246733";"A047048";"T001139";"GM0784";"2021JJ00";"    1054";"    38.0"
"246734";"A047048";"T001139";"GM0784";"2022JJ00";"";"       ."
"246735";"A047048";"T001139";"GM1924";"2018JJ00";"     941";"    39.5"
"246736";"A047048";"T001139";"GM1924";"2019JJ00";"     957";"    37.4"
"246737";"A047048";"T001139";"GM1924";"2020JJ00";"";"       ."
"246738";"A047048";"T001139";"GM1924";"2021JJ00";"";"       ."
"246739";"A047048";"T001139";"GM1924";"2022JJ00";"";"       ."
"246740";"A047048";"T001139";"GM0664";"2018JJ00";"     828";"    39.9"
"246741";"A047048";"T001139";"GM0664";"2019JJ00";"     847";"    39.1"
"246742";"A047048";"T001139";"GM0664";"2020JJ00";"     836";"    36.5"
"246743";"A047048";"T001139";"GM0664";"2021JJ00";"     888";"    37.6"
"246744";"A047048";"T001139";"GM0664";"2022JJ00";"";"       ."
"246745";"A047048";"T001139";"GM0785";"2018JJ00";"";"       ."
"246746";"A047048";"T001139";"GM0785";"2019JJ00";"    1049";"    39.9"
"246747";"A047048";"T001139";"GM0785";"2020JJ00";"    1063";"    37.2"
"246748";"A047048";"T001139";"GM0785";"2021JJ00";"    1086";"    36.9"
"246749";"A047048";"T001139";"GM0785";"2022JJ00";"    1100";"    36.2"
"246750";"A047048";"T001139";"GM1942";"2018JJ00";"     979";"    40.5"
"246751";"A047048";"T001139";"GM1942";"2019JJ00";"    1015";"    40.5"
"246752";"A047048";"T001139";"GM1942";"2020JJ00";"    1037";"    38.9"
"246753";"A047048";"T001139";"GM1942";"2021JJ00";"    1092";"    40.0"
"246754";"A047048";"T001139";"GM1942";"2022JJ00";"";"       ."
"246755";"A047048";"T001139";"GM0512";"2018JJ00";"     890";"    37.7"
"246756";"A047048";"T001139";"GM0512";"2019JJ00";"     921";"    38.3"
"246757";"A047048";"T001139";"GM0512";"2020JJ00";"     938";"    36.0"
"246758";"A047048";"T001139";"GM0512";"2021JJ00";"     978";"    35.6"
"246759";"A047048";"T001139";"GM0512";"2022JJ00";"";"       ."
"246760";"A047048";"T001139";"GM0513";"2018JJ00";"     860";"    36.4"
"246761";"A047048";"T001139";"GM0513";"2019JJ00";"     876";"    35.9"
"246762";"A047048";"T001139";"GM0513";"2020JJ00";"     891";"    34.6"
"246763";"A047048";"T001139";"GM0513";"2021JJ00";"     933";"    35.1"
"246764";"A047048";"T001139";"GM0513";"2022JJ00";"";"       ."
"246765";"A047048";"T001139";"GM0786";"2018JJ00";"     878";"    38.1"
"246766";"A047048";"T001139";"GM0786";"2019JJ00";"     878";"    36.7"
"246767";"A047048";"T001139";"GM0786";"2020JJ00";"     889";"    35.7"
"246768";"A047048";"T001139";"GM0786";"2021JJ00";"     938";"    37.0"
"246769";"A047048";"T001139";"GM0786";"2022JJ00";"";"       ."
"246770";"A047048";"T001139";"GM0518";"2018JJ00";"     876";"    36.2"
"246771";"A047048";"T001139";"GM0518";"2019JJ00";"     918";"    35.8"
"246772";"A047048";"T001139";"GM0518";"2020JJ00";"     936";"    34.9"
"246773";"A047048";"T001139";"GM0518";"2021JJ00";"     986";"    35.4"
"246774";"A047048";"T001139";"GM0518";"2022JJ00";"     972";"    33.1"
"246775";"A047048";"T001139";"GM0014";"2018JJ00";"     781";"    36.2"
"246776";"A047048";"T001139";"GM0014";"2019JJ00";"     817";"    35.9"
"246777";"A047048";"T001139";"GM0014";"2020JJ00";"     808";"    34.2"
"246778";"A047048";"T001139";"GM0014";"2021JJ00";"     859";"    34.7"
"246779";"A047048";"T001139";"GM0014";"2022JJ00";"     834";"    32.0"
"246780";"A047048";"T001139";"GM0015";"2018JJ00";"";"       ."
"246781";"A047048";"T001139";"GM0015";"2019JJ00";"";"       ."
"246782";"A047048";"T001139";"GM0015";"2020JJ00";"";"       ."
"246783";"A047048";"T001139";"GM0015";"2021JJ00";"";"       ."
"246784";"A047048";"T001139";"GM0015";"2022JJ00";"";"       ."
"246785";"A047048";"T001139";"GM1729";"2018JJ00";"     853";"    40.3"
"246786";"A047048";"T001139";"GM1729";"2019JJ00";"     873";"    39.7"
"246787";"A047048";"T001139";"GM1729";"2020JJ00";"     867";"    38.6"
"246788";"A047048";"T001139";"GM1729";"2021JJ00";"     925";"    39.4"
"246789";"A047048";"T001139";"GM1729";"2022JJ00";"     925";"    38.1"
"246790";"A047048";"T001139";"GM0158";"2018JJ00";"     884";"    39.5"
"246791";"A047048";"T001139";"GM0158";"2019JJ00";"     916";"    39.0"
"246792";"A047048";"T001139";"GM0158";"2020JJ00";"     897";"    37.1"
"246793";"A047048";"T001139";"GM0158";"2021JJ00";"     938";"    36.6"
"246794";"A047048";"T001139";"GM0158";"2022JJ00";"     948";"    34.0"
"246795";"A047048";"T001139";"GM0788";"2018JJ00";"";"       ."
"246796";"A047048";"T001139";"GM0788";"2019JJ00";"";"       ."
"246797";"A047048";"T001139";"GM0788";"2020JJ00";"";"       ."
"246798";"A047048";"T001139";"GM0788";"2021JJ00";"";"       ."
"246799";"A047048";"T001139";"GM0788";"2022JJ00";"";"       ."
"246800";"A047048";"T001139";"GM0392";"2018JJ00";"";"       ."
"246801";"A047048";"T001139";"GM0392";"2019JJ00";"";"       ."
"246802";"A047048";"T001139";"GM0392";"2020JJ00";"";"       ."
"246803";"A047048";"T001139";"GM0392";"2021JJ00";"    1132";"    37.1"
"246804";"A047048";"T001139";"GM0392";"2022JJ00";"";"       ."
"246805";"A047048";"T001139";"GM0393";"2018JJ00";"";"       ."
"246806";"A047048";"T001139";"GM0393";"2019JJ00";"";"       ."
"246807";"A047048";"T001139";"GM0393";"2020JJ00";"";"       ."
"246808";"A047048";"T001139";"GM0393";"2021JJ00";"";"       ."
"246809";"A047048";"T001139";"GM0393";"2022JJ00";"";"       ."
"246810";"A047048";"T001139";"GM0394";"2018JJ00";"    1010";"    38.8"
"246811";"A047048";"T001139";"GM0394";"2019JJ00";"    1079";"    39.3"
"246812";"A047048";"T001139";"GM0394";"2020JJ00";"    1078";"    37.6"
"246813";"A047048";"T001139";"GM0394";"2021JJ00";"    1155";"    38.0"
"246814";"A047048";"T001139";"GM0394";"2022JJ00";"";"       ."
"246815";"A047048";"T001139";"GM1655";"2018JJ00";"";"       ."
"246816";"A047048";"T001139";"GM1655";"2019JJ00";"     935";"    40.0"
"246817";"A047048";"T001139";"GM1655";"2020JJ00";"     933";"    39.8"
"246818";"A047048";"T001139";"GM1655";"2021JJ00";"     991";"    40.2"
"246819";"A047048";"T001139";"GM1655";"2022JJ00";"";"       ."
"246820";"A047048";"T001139";"GM0160";"2018JJ00";"     900";"    38.3"
"246821";"A047048";"T001139";"GM0160";"2019JJ00";"     914";"    37.4"
"246822";"A047048";"T001139";"GM0160";"2020JJ00";"     913";"    36.1"
"246823";"A047048";"T001139";"GM0160";"2021JJ00";"     965";"    36.0"
"246824";"A047048";"T001139";"GM0160";"2022JJ00";"";"       ."
"246825";"A047048";"T001139";"GM0243";"2018JJ00";"     945";"    36.9"
"246826";"A047048";"T001139";"GM0243";"2019JJ00";"     982";"    37.1"
"246827";"A047048";"T001139";"GM0243";"2020JJ00";"     993";"    35.4"
"246828";"A047048";"T001139";"GM0243";"2021JJ00";"    1022";"    34.9"
"246829";"A047048";"T001139";"GM0243";"2022JJ00";"";"       ."
"246830";"A047048";"T001139";"GM0523";"2018JJ00";"";"       ."
"246831";"A047048";"T001139";"GM0523";"2019JJ00";"";"       ."
"246832";"A047048";"T001139";"GM0523";"2020JJ00";"";"       ."
"246833";"A047048";"T001139";"GM0523";"2021JJ00";"";"       ."
"246834";"A047048";"T001139";"GM0523";"2022JJ00";"";"       ."
"246835";"A047048";"T001139";"GM0017";"2018JJ00";"     805";"    38.5"
"246836";"A047048";"T001139";"GM0017";"2019JJ00";"";"       ."
"246837";"A047048";"T001139";"GM0017";"2020JJ00";"";"       ."
"246838";"A047048";"T001139";"GM0017";"2021JJ00";"";"       ."
"246839";"A047048";"T001139";"GM0017";"2022JJ00";"";"       ."
"246840";"A047048";"T001139";"GM0072";"2018JJ00";"     714";"    35.9"
"246841";"A047048";"T001139";"GM0072";"2019JJ00";"     729";"    35.3"
"246842";"A047048";"T001139";"GM0072";"2020JJ00";"     739";"    34.2"
"246843";"A047048";"T001139";"GM0072";"2021JJ00";"     768";"    34.5"
"246844";"A047048";"T001139";"GM0072";"2022JJ00";"     746";"    31.3"
"246845";"A047048";"T001139";"GM0244";"2018JJ00";"";"       ."
"246846";"A047048";"T001139";"GM0244";"2019JJ00";"     948";"    37.2"
"246847";"A047048";"T001139";"GM0244";"2020JJ00";"";"       ."
"246848";"A047048";"T001139";"GM0244";"2021JJ00";"     955";"    34.9"
"246849";"A047048";"T001139";"GM0244";"2022JJ00";"";"       ."
"246850";"A047048";"T001139";"GM0396";"2018JJ00";"     885";"    37.7"
"246851";"A047048";"T001139";"GM0396";"2019JJ00";"     917";"    37.3"
"246852";"A047048";"T001139";"GM0396";"2020JJ00";"     929";"    35.8"
"246853";"A047048";"T001139";"GM0396";"2021JJ00";"     981";"    36.5"
"246854";"A047048";"T001139";"GM0396";"2022JJ00";"     983";"    34.3"
"246855";"A047048";"T001139";"GM0397";"2018JJ00";"";"       ."
"246856";"A047048";"T001139";"GM0397";"2019JJ00";"";"       ."
"246857";"A047048";"T001139";"GM0397";"2020JJ00";"";"       ."
"246858";"A047048";"T001139";"GM0397";"2021JJ00";"";"       ."
"246859";"A047048";"T001139";"GM0397";"2022JJ00";"";"       ."
"246860";"A047048";"T001139";"GM0246";"2018JJ00";"     943";"    36.5"
"246861";"A047048";"T001139";"GM0246";"2019JJ00";"     935";"    37.5"
"246862";"A047048";"T001139";"GM0246";"2020JJ00";"     924";"    35.4"
"246863";"A047048";"T001139";"GM0246";"2021JJ00";"     984";"    34.8"
"246864";"A047048";"T001139";"GM0246";"2022JJ00";"";"       ."
"246865";"A047048";"T001139";"GM0074";"2018JJ00";"     858";"    37.4"
"246866";"A047048";"T001139";"GM0074";"2019JJ00";"     888";"    37.1"
"246867";"A047048";"T001139";"GM0074";"2020JJ00";"     886";"    36.0"
"246868";"A047048";"T001139";"GM0074";"2021JJ00";"     920";"    35.8"
