"ID";"EigenaarHuurder";"HuishoudensEnWoningkenmerken";"RegioS";"Perioden";"TotaleWoonlasten_2";"Woonquote_5"
"63107";"A025403";"T001139";"GM0009";"2020JJ00";"";"       ."
"63108";"A025403";"T001139";"GM0009";"2021JJ00";"";"       ."
"63109";"A025403";"T001139";"GM0009";"2022JJ00";"";"       ."
"63110";"A025403";"T001139";"GM0715";"2018JJ00";"     743";"    21.8"
"63111";"A025403";"T001139";"GM0715";"2019JJ00";"     758";"    21.4"
"63112";"A025403";"T001139";"GM0715";"2020JJ00";"     757";"    20.2"
"63113";"A025403";"T001139";"GM0715";"2021JJ00";"     764";"    20.2"
"63114";"A025403";"T001139";"GM0715";"2022JJ00";"     723";"    18.4"
"63115";"A025403";"T001139";"GM0093";"2018JJ00";"     871";"    24.5"
"63116";"A025403";"T001139";"GM0093";"2019JJ00";"     855";"    23.8"
"63117";"A025403";"T001139";"GM0093";"2020JJ00";"     843";"    22.5"
"63118";"A025403";"T001139";"GM0093";"2021JJ00";"     863";"    22.0"
"63119";"A025403";"T001139";"GM0093";"2022JJ00";"     793";"    20.2"
"63120";"A025403";"T001139";"GM0448";"2018JJ00";"     807";"    23.7"
"63121";"A025403";"T001139";"GM0448";"2019JJ00";"     806";"    23.2"
"63122";"A025403";"T001139";"GM0448";"2020JJ00";"     823";"    22.0"
"63123";"A025403";"T001139";"GM0448";"2021JJ00";"     817";"    21.8"
"63124";"A025403";"T001139";"GM0448";"2022JJ00";"     719";"    19.1"
"63125";"A025403";"T001139";"GM1525";"2018JJ00";"     992";"    21.9"
"63126";"A025403";"T001139";"GM1525";"2019JJ00";"    1004";"    21.2"
"63127";"A025403";"T001139";"GM1525";"2020JJ00";"     994";"    20.4"
"63128";"A025403";"T001139";"GM1525";"2021JJ00";"     974";"    19.8"
"63129";"A025403";"T001139";"GM1525";"2022JJ00";"     879";"    17.5"
"63130";"A025403";"T001139";"GM0716";"2018JJ00";"     793";"    22.1"
"63131";"A025403";"T001139";"GM0716";"2019JJ00";"     809";"    21.4"
"63132";"A025403";"T001139";"GM0716";"2020JJ00";"     807";"    20.2"
"63133";"A025403";"T001139";"GM0716";"2021JJ00";"     813";"    20.0"
"63134";"A025403";"T001139";"GM0716";"2022JJ00";"     760";"    17.9"
"63135";"A025403";"T001139";"GM0281";"2018JJ00";"     868";"    22.7"
"63136";"A025403";"T001139";"GM0281";"2019JJ00";"     903";"    22.5"
"63137";"A025403";"T001139";"GM0281";"2020JJ00";"     885";"    21.3"
"63138";"A025403";"T001139";"GM0281";"2021JJ00";"     887";"    21.0"
"63139";"A025403";"T001139";"GM0281";"2022JJ00";"     833";"    18.9"
"63140";"A025403";"T001139";"GM0855";"2018JJ00";"     872";"    22.9"
"63141";"A025403";"T001139";"GM0855";"2019JJ00";"     886";"    22.3"
"63142";"A025403";"T001139";"GM0855";"2020JJ00";"     872";"    21.0"
"63143";"A025403";"T001139";"GM0855";"2021JJ00";"     880";"    20.6"
"63144";"A025403";"T001139";"GM0855";"2022JJ00";"     822";"    18.3"
"63145";"A025403";"T001139";"GM0183";"2018JJ00";"     880";"    22.3"
"63146";"A025403";"T001139";"GM0183";"2019JJ00";"     888";"    21.4"
"63147";"A025403";"T001139";"GM0183";"2020JJ00";"     878";"    20.6"
"63148";"A025403";"T001139";"GM0183";"2021JJ00";"     917";"    20.5"
"63149";"A025403";"T001139";"GM0183";"2022JJ00";"     873";"    18.9"
"63150";"A025403";"T001139";"GM1700";"2018JJ00";"     839";"    22.9"
"63151";"A025403";"T001139";"GM1700";"2019JJ00";"     850";"    22.2"
"63152";"A025403";"T001139";"GM1700";"2020JJ00";"     860";"    21.6"
"63153";"A025403";"T001139";"GM1700";"2021JJ00";"     871";"    21.3"
"63154";"A025403";"T001139";"GM1700";"2022JJ00";"     838";"    19.7"
"63155";"A025403";"T001139";"GM1730";"2018JJ00";"     894";"    22.3"
"63156";"A025403";"T001139";"GM1730";"2019JJ00";"     910";"    21.8"
"63157";"A025403";"T001139";"GM1730";"2020JJ00";"     898";"    20.6"
"63158";"A025403";"T001139";"GM1730";"2021JJ00";"     919";"    20.3"
"63159";"A025403";"T001139";"GM1730";"2022JJ00";"     843";"    18.2"
"63160";"A025403";"T001139";"GM0737";"2018JJ00";"     756";"    21.9"
"63161";"A025403";"T001139";"GM0737";"2019JJ00";"     766";"    21.2"
"63162";"A025403";"T001139";"GM0737";"2020JJ00";"     764";"    20.4"
"63163";"A025403";"T001139";"GM0737";"2021JJ00";"     786";"    20.4"
"63164";"A025403";"T001139";"GM0737";"2022JJ00";"     752";"    18.7"
"63165";"A025403";"T001139";"GM0856";"2018JJ00";"     901";"    23.1"
"63166";"A025403";"T001139";"GM0856";"2019JJ00";"     903";"    22.4"
"63167";"A025403";"T001139";"GM0856";"2020JJ00";"     893";"    21.3"
"63168";"A025403";"T001139";"GM0856";"2021JJ00";"     904";"    21.0"
"63169";"A025403";"T001139";"GM0856";"2022JJ00";"";"       ."
"63170";"A025403";"T001139";"GM0450";"2018JJ00";"     916";"    21.8"
"63171";"A025403";"T001139";"GM0450";"2019JJ00";"     939";"    21.3"
"63172";"A025403";"T001139";"GM0450";"2020JJ00";"     917";"    20.2"
"63173";"A025403";"T001139";"GM0450";"2021JJ00";"     925";"    19.8"
"63174";"A025403";"T001139";"GM0450";"2022JJ00";"     869";"    17.8"
"63175";"A025403";"T001139";"GM0451";"2018JJ00";"     953";"    22.1"
"63176";"A025403";"T001139";"GM0451";"2019JJ00";"     988";"    21.8"
"63177";"A025403";"T001139";"GM0451";"2020JJ00";"     962";"    20.7"
"63178";"A025403";"T001139";"GM0451";"2021JJ00";"     984";"    20.3"
"63179";"A025403";"T001139";"GM0451";"2022JJ00";"     889";"    17.9"
"63180";"A025403";"T001139";"GM0184";"2018JJ00";"     824";"    21.1"
"63181";"A025403";"T001139";"GM0184";"2019JJ00";"     827";"    20.7"
"63182";"A025403";"T001139";"GM0184";"2020JJ00";"     816";"    19.5"
"63183";"A025403";"T001139";"GM0184";"2021JJ00";"     857";"    19.6"
"63184";"A025403";"T001139";"GM0184";"2022JJ00";"     793";"    17.9"
"63185";"A025403";"T001139";"GM0344";"2018JJ00";"    1030";"    23.0"
"63186";"A025403";"T001139";"GM0344";"2019JJ00";"    1044";"    22.2"
"63187";"A025403";"T001139";"GM0344";"2020JJ00";"    1041";"    21.2"
"63188";"A025403";"T001139";"GM0344";"2021JJ00";"    1045";"    20.5"
"63189";"A025403";"T001139";"GM0344";"2022JJ00";"     947";"    17.9"
"63190";"A025403";"T001139";"GM1581";"2018JJ00";"    1061";"    22.7"
"63191";"A025403";"T001139";"GM1581";"2019JJ00";"    1071";"    22.1"
"63192";"A025403";"T001139";"GM1581";"2020JJ00";"    1058";"    21.2"
"63193";"A025403";"T001139";"GM1581";"2021JJ00";"    1067";"    20.9"
"63194";"A025403";"T001139";"GM1581";"2022JJ00";"     983";"    18.9"
"63195";"A025403";"T001139";"GM0981";"2018JJ00";"     718";"    21.9"
"63196";"A025403";"T001139";"GM0981";"2019JJ00";"     714";"    21.1"
"63197";"A025403";"T001139";"GM0981";"2020JJ00";"     698";"    20.3"
"63198";"A025403";"T001139";"GM0981";"2021JJ00";"     735";"    20.4"
"63199";"A025403";"T001139";"GM0981";"2022JJ00";"     727";"    19.8"
"63200";"A025403";"T001139";"GM0994";"2018JJ00";"     861";"    23.3"
"63201";"A025403";"T001139";"GM0994";"2019JJ00";"     891";"    22.8"
"63202";"A025403";"T001139";"GM0994";"2020JJ00";"     864";"    21.7"
"63203";"A025403";"T001139";"GM0994";"2021JJ00";"     880";"    21.5"
"63204";"A025403";"T001139";"GM0994";"2022JJ00";"     843";"    19.8"
"63205";"A025403";"T001139";"GM0858";"2018JJ00";"     901";"    23.5"
"63206";"A025403";"T001139";"GM0858";"2019JJ00";"     914";"    22.8"
"63207";"A025403";"T001139";"GM0858";"2020JJ00";"     908";"    21.8"
"63208";"A025403";"T001139";"GM0858";"2021JJ00";"     918";"    21.4"
"63209";"A025403";"T001139";"GM0858";"2022JJ00";"     854";"    19.3"
"63210";"A025403";"T001139";"GM0047";"2018JJ00";"     746";"    23.2"
"63211";"A025403";"T001139";"GM0047";"2019JJ00";"     783";"    22.9"
"63212";"A025403";"T001139";"GM0047";"2020JJ00";"     747";"    21.4"
"63213";"A025403";"T001139";"GM0047";"2021JJ00";"     773";"    21.4"
"63214";"A025403";"T001139";"GM0047";"2022JJ00";"     739";"    19.5"
"63215";"A025403";"T001139";"GM0345";"2018JJ00";"     877";"    22.1"
"63216";"A025403";"T001139";"GM0345";"2019JJ00";"     906";"    21.8"
"63217";"A025403";"T001139";"GM0345";"2020JJ00";"     900";"    20.8"
"63218";"A025403";"T001139";"GM0345";"2021JJ00";"     904";"    20.4"
"63219";"A025403";"T001139";"GM0345";"2022JJ00";"     821";"    17.9"
"63220";"A025403";"T001139";"GM0717";"2018JJ00";"     776";"    21.4"
"63221";"A025403";"T001139";"GM0717";"2019JJ00";"     794";"    21.0"
"63222";"A025403";"T001139";"GM0717";"2020JJ00";"     777";"    19.9"
"63223";"A025403";"T001139";"GM0717";"2021JJ00";"     797";"    20.0"
"63224";"A025403";"T001139";"GM0717";"2022JJ00";"     726";"    17.8"
"63225";"A025403";"T001139";"GM0861";"2018JJ00";"     909";"    22.1"
"63226";"A025403";"T001139";"GM0861";"2019JJ00";"     975";"    22.0"
"63227";"A025403";"T001139";"GM0861";"2020JJ00";"     931";"    20.9"
"63228";"A025403";"T001139";"GM0861";"2021JJ00";"     945";"    20.7"
"63229";"A025403";"T001139";"GM0861";"2022JJ00";"     876";"    18.5"
"63230";"A025403";"T001139";"GM0453";"2018JJ00";"     911";"    22.0"
"63231";"A025403";"T001139";"GM0453";"2019JJ00";"     927";"    21.7"
"63232";"A025403";"T001139";"GM0453";"2020JJ00";"     899";"    20.5"
"63233";"A025403";"T001139";"GM0453";"2021JJ00";"     925";"    20.4"
"63234";"A025403";"T001139";"GM0453";"2022JJ00";"     859";"    18.3"
"63235";"A025403";"T001139";"GM0983";"2018JJ00";"     834";"    23.8"
"63236";"A025403";"T001139";"GM0983";"2019JJ00";"     850";"    23.2"
"63237";"A025403";"T001139";"GM0983";"2020JJ00";"     848";"    22.2"
"63238";"A025403";"T001139";"GM0983";"2021JJ00";"     855";"    21.9"
"63239";"A025403";"T001139";"GM0983";"2022JJ00";"     796";"    19.5"
"63240";"A025403";"T001139";"GM0984";"2018JJ00";"     863";"    22.5"
"63241";"A025403";"T001139";"GM0984";"2019JJ00";"     855";"    21.6"
"63242";"A025403";"T001139";"GM0984";"2020JJ00";"     851";"    20.6"
"63243";"A025403";"T001139";"GM0984";"2021JJ00";"     862";"    20.3"
"63244";"A025403";"T001139";"GM0984";"2022JJ00";"     830";"    18.7"
"63245";"A025403";"T001139";"GM0620";"2018JJ00";"     925";"    22.4"
"63246";"A025403";"T001139";"GM0620";"2019JJ00";"";"       ."
"63247";"A025403";"T001139";"GM0620";"2020JJ00";"";"       ."
"63248";"A025403";"T001139";"GM0620";"2021JJ00";"";"       ."
"63249";"A025403";"T001139";"GM0620";"2022JJ00";"";"       ."
"63250";"A025403";"T001139";"GM1961";"2018JJ00";"";"       ."
"63251";"A025403";"T001139";"GM1961";"2019JJ00";"     923";"    21.7"
"63252";"A025403";"T001139";"GM1961";"2020JJ00";"     898";"    20.6"
"63253";"A025403";"T001139";"GM1961";"2021JJ00";"     924";"    20.2"
"63254";"A025403";"T001139";"GM1961";"2022JJ00";"     878";"    18.4"
"63255";"A025403";"T001139";"GM0622";"2018JJ00";"     881";"    23.3"
"63256";"A025403";"T001139";"GM0622";"2019JJ00";"     894";"    22.4"
"63257";"A025403";"T001139";"GM0622";"2020JJ00";"     897";"    21.5"
"63258";"A025403";"T001139";"GM0622";"2021JJ00";"     907";"    21.0"
"63259";"A025403";"T001139";"GM0622";"2022JJ00";"     830";"    18.7"
"63260";"A025403";"T001139";"GM0096";"2018JJ00";"     937";"    22.0"
"63261";"A025403";"T001139";"GM0096";"2019JJ00";"     911";"    21.9"
"63262";"A025403";"T001139";"GM0096";"2020JJ00";"     864";"    19.8"
"63263";"A025403";"T001139";"GM0096";"2021JJ00";"     846";"    20.6"
"63264";"A025403";"T001139";"GM0096";"2022JJ00";"     776";"    17.5"
"63265";"A025403";"T001139";"GM0718";"2018JJ00";"     774";"    23.0"
"63266";"A025403";"T001139";"GM0718";"2019JJ00";"     796";"    22.6"
"63267";"A025403";"T001139";"GM0718";"2020JJ00";"     781";"    21.3"
"63268";"A025403";"T001139";"GM0718";"2021JJ00";"     794";"    21.0"
"63269";"A025403";"T001139";"GM0718";"2022JJ00";"     832";"    19.1"
"63270";"A025403";"T001139";"GM0986";"2018JJ00";"     864";"    22.6"
"63271";"A025403";"T001139";"GM0986";"2019JJ00";"     873";"    22.1"
"63272";"A025403";"T001139";"GM0986";"2020JJ00";"     859";"    21.1"
"63273";"A025403";"T001139";"GM0986";"2021JJ00";"     897";"    21.1"
"63274";"A025403";"T001139";"GM0986";"2022JJ00";"     848";"    19.6"
"63275";"A025403";"T001139";"GM0626";"2018JJ00";"    1045";"    22.4"
"63276";"A025403";"T001139";"GM0626";"2019JJ00";"    1038";"    21.7"
"63277";"A025403";"T001139";"GM0626";"2020JJ00";"    1038";"    20.7"
"63278";"A025403";"T001139";"GM0626";"2021JJ00";"    1045";"    20.4"
"63279";"A025403";"T001139";"GM0626";"2022JJ00";"     976";"    18.6"
"63280";"A025403";"T001139";"GM0285";"2018JJ00";"    1142";"    22.5"
"63281";"A025403";"T001139";"GM0285";"2019JJ00";"     918";"    21.9"
"63282";"A025403";"T001139";"GM0285";"2020JJ00";"     903";"    20.7"
"63283";"A025403";"T001139";"GM0285";"2021JJ00";"     927";"    20.7"
"63284";"A025403";"T001139";"GM0285";"2022JJ00";"     878";"    18.8"
"63285";"A025403";"T001139";"GM0865";"2018JJ00";"    1163";"    23.4"
"63286";"A025403";"T001139";"GM0865";"2019JJ00";"    1260";"    22.9"
"63287";"A025403";"T001139";"GM0865";"2020JJ00";"    1167";"    22.1"
"63288";"A025403";"T001139";"GM0865";"2021JJ00";"    1145";"    21.3"
"63289";"A025403";"T001139";"GM0865";"2022JJ00";"    1042";"    19.1"
"63290";"A025403";"T001139";"GM1949";"2018JJ00";"     741";"    22.2"
"63291";"A025403";"T001139";"GM1949";"2019JJ00";"     751";"    21.8"
"63292";"A025403";"T001139";"GM1949";"2020JJ00";"     741";"    20.6"
"63293";"A025403";"T001139";"GM1949";"2021JJ00";"     762";"    20.6"
"63294";"A025403";"T001139";"GM1949";"2022JJ00";"     723";"    18.6"
"63295";"A025403";"T001139";"GM0866";"2018JJ00";"    1016";"    22.1"
"63296";"A025403";"T001139";"GM0866";"2019JJ00";"    1057";"    21.9"
"63297";"A025403";"T001139";"GM0866";"2020JJ00";"    1027";"    20.4"
"63298";"A025403";"T001139";"GM0866";"2021JJ00";"    1026";"    20.5"
"63299";"A025403";"T001139";"GM0866";"2022JJ00";"     955";"    18.8"
"63300";"A025403";"T001139";"GM0867";"2018JJ00";"     880";"    22.8"
"63301";"A025403";"T001139";"GM0867";"2019JJ00";"     897";"    22.2"
"63302";"A025403";"T001139";"GM0867";"2020JJ00";"     885";"    21.3"
"63303";"A025403";"T001139";"GM0867";"2021JJ00";"     883";"    20.7"
"63304";"A025403";"T001139";"GM0867";"2022JJ00";"     823";"    18.6"
"63305";"A025403";"T001139";"GM0627";"2018JJ00";"     874";"    21.6"
"63306";"A025403";"T001139";"GM0627";"2019JJ00";"     913";"    21.1"
"63307";"A025403";"T001139";"GM0627";"2020JJ00";"     925";"    20.1"
"63308";"A025403";"T001139";"GM0627";"2021JJ00";"     934";"    20.0"
"63309";"A025403";"T001139";"GM0627";"2022JJ00";"     876";"    17.9"
"63310";"A025403";"T001139";"GM0289";"2018JJ00";"     927";"    22.3"
"63311";"A025403";"T001139";"GM0289";"2019JJ00";"     938";"    21.7"
"63312";"A025403";"T001139";"GM0289";"2020JJ00";"     897";"    20.3"
"63313";"A025403";"T001139";"GM0289";"2021JJ00";"     985";"    20.1"
"63314";"A025403";"T001139";"GM0289";"2022JJ00";"     880";"    18.1"
"63315";"A025403";"T001139";"GM0629";"2018JJ00";"    1582";"    24.7"
"63316";"A025403";"T001139";"GM0629";"2019JJ00";"    1435";"    23.5"
"63317";"A025403";"T001139";"GM0629";"2020JJ00";"    1522";"    23.3"
"63318";"A025403";"T001139";"GM0629";"2021JJ00";"    1435";"    23.0"
"63319";"A025403";"T001139";"GM0629";"2022JJ00";"    1302";"    21.0"
"63320";"A025403";"T001139";"GM0852";"2018JJ00";"     934";"    21.7"
"63321";"A025403";"T001139";"GM0852";"2019JJ00";"     935";"    21.0"
"63322";"A025403";"T001139";"GM0852";"2020JJ00";"     942";"    20.3"
"63323";"A025403";"T001139";"GM0852";"2021JJ00";"     953";"    20.2"
"63324";"A025403";"T001139";"GM0852";"2022JJ00";"     857";"    17.8"
"63325";"A025403";"T001139";"GM0988";"2018JJ00";"     836";"    22.8"
"63326";"A025403";"T001139";"GM0988";"2019JJ00";"     848";"    22.2"
"63327";"A025403";"T001139";"GM0988";"2020JJ00";"     834";"    21.1"
"63328";"A025403";"T001139";"GM0988";"2021JJ00";"     843";"    20.8"
"63329";"A025403";"T001139";"GM0988";"2022JJ00";"     806";"    18.9"
"63330";"A025403";"T001139";"GM0457";"2018JJ00";"     942";"    22.5"
"63331";"A025403";"T001139";"GM0457";"2019JJ00";"     963";"    22.0"
"63332";"A025403";"T001139";"GM0457";"2020JJ00";"     984";"    21.2"
"63333";"A025403";"T001139";"GM0457";"2021JJ00";"    1036";"    20.5"
"63334";"A025403";"T001139";"GM0457";"2022JJ00";"     948";"    17.9"
"63335";"A025403";"T001139";"GM0870";"2018JJ00";"     886";"    21.7"
"63336";"A025403";"T001139";"GM0870";"2019JJ00";"";"       ."
"63337";"A025403";"T001139";"GM0870";"2020JJ00";"";"       ."
"63338";"A025403";"T001139";"GM0870";"2021JJ00";"";"       ."
"63339";"A025403";"T001139";"GM0870";"2022JJ00";"";"       ."
"63340";"A025403";"T001139";"GM1960";"2018JJ00";"";"       ."
"63341";"A025403";"T001139";"GM1960";"2019JJ00";"     966";"    22.0"
"63342";"A025403";"T001139";"GM1960";"2020JJ00";"     961";"    21.2"
"63343";"A025403";"T001139";"GM1960";"2021JJ00";"     972";"    20.7"
"63344";"A025403";"T001139";"GM1960";"2022JJ00";"     903";"    18.7"
"63345";"A025403";"T001139";"GM0668";"2018JJ00";"     885";"    23.8"
"63346";"A025403";"T001139";"GM0668";"2019JJ00";"     931";"    23.1"
"63347";"A025403";"T001139";"GM0668";"2020JJ00";"     911";"    22.3"
"63348";"A025403";"T001139";"GM0668";"2021JJ00";"     930";"    21.7"
"63349";"A025403";"T001139";"GM0668";"2022JJ00";"     871";"    19.7"
"63350";"A025403";"T001139";"GM1969";"2018JJ00";"";"       ."
"63351";"A025403";"T001139";"GM1969";"2019JJ00";"     846";"    22.6"
"63352";"A025403";"T001139";"GM1969";"2020JJ00";"     850";"    21.6"
"63353";"A025403";"T001139";"GM1969";"2021JJ00";"     855";"    21.3"
"63354";"A025403";"T001139";"GM1969";"2022JJ00";"     802";"    19.3"
"63355";"A025403";"T001139";"GM1701";"2018JJ00";"     850";"    23.6"
"63356";"A025403";"T001139";"GM1701";"2019JJ00";"     858";"    23.1"
"63357";"A025403";"T001139";"GM1701";"2020JJ00";"     841";"    21.9"
"63358";"A025403";"T001139";"GM1701";"2021JJ00";"     874";"    22.0"
"63359";"A025403";"T001139";"GM1701";"2022JJ00";"     835";"    20.2"
"63360";"A025403";"T001139";"GM0293";"2018JJ00";"     927";"    22.1"
"63361";"A025403";"T001139";"GM0293";"2019JJ00";"     823";"    21.3"
"63362";"A025403";"T001139";"GM0293";"2020JJ00";"     809";"    20.2"
"63363";"A025403";"T001139";"GM0293";"2021JJ00";"     838";"    20.3"
"63364";"A025403";"T001139";"GM0293";"2022JJ00";"     784";"    18.2"
"63365";"A025403";"T001139";"GM1950";"2018JJ00";"     780";"    24.7"
"63366";"A025403";"T001139";"GM1950";"2019JJ00";"     776";"    24.4"
"63367";"A025403";"T001139";"GM1950";"2020JJ00";"     760";"    22.9"
"63368";"A025403";"T001139";"GM1950";"2021JJ00";"     787";"    23.0"
"63369";"A025403";"T001139";"GM1950";"2022JJ00";"     764";"    21.2"
"63370";"A025403";"T001139";"GM1783";"2018JJ00";"     920";"    22.0"
"63371";"A025403";"T001139";"GM1783";"2019JJ00";"     942";"    21.4"
"63372";"A025403";"T001139";"GM1783";"2020JJ00";"     950";"    20.7"
"63373";"A025403";"T001139";"GM1783";"2021JJ00";"     949";"    20.3"
"63374";"A025403";"T001139";"GM1783";"2022JJ00";"     857";"    17.9"
"63375";"A025403";"T001139";"GM0098";"2018JJ00";"     770";"    23.0"
"63376";"A025403";"T001139";"GM0098";"2019JJ00";"     785";"    22.5"
"63377";"A025403";"T001139";"GM0098";"2020JJ00";"     784";"    21.5"
"63378";"A025403";"T001139";"GM0098";"2021JJ00";"     813";"    21.4"
"63379";"A025403";"T001139";"GM0098";"2022JJ00";"     748";"    19.1"
"63380";"A025403";"T001139";"GM0614";"2018JJ00";"    1058";"    23.5"
"63381";"A025403";"T001139";"GM0614";"2019JJ00";"    1086";"    22.7"
"63382";"A025403";"T001139";"GM0614";"2020JJ00";"    1043";"    22.0"
"63383";"A025403";"T001139";"GM0614";"2021JJ00";"    1069";"    21.6"
"63384";"A025403";"T001139";"GM0614";"2022JJ00";"     972";"    19.1"
"63385";"A025403";"T001139";"GM0189";"2018JJ00";"     927";"    21.6"
"63386";"A025403";"T001139";"GM0189";"2019JJ00";"     881";"    20.8"
"63387";"A025403";"T001139";"GM0189";"2020JJ00";"     868";"    20.0"
"63388";"A025403";"T001139";"GM0189";"2021JJ00";"     886";"    20.0"
"63389";"A025403";"T001139";"GM0189";"2022JJ00";"     846";"    18.1"
"63390";"A025403";"T001139";"GM0296";"2018JJ00";"     882";"    22.6"
"63391";"A025403";"T001139";"GM0296";"2019JJ00";"     893";"    21.9"
"63392";"A025403";"T001139";"GM0296";"2020JJ00";"     890";"    21.2"
"63393";"A025403";"T001139";"GM0296";"2021JJ00";"     897";"    20.6"
"63394";"A025403";"T001139";"GM0296";"2022JJ00";"     837";"    18.5"
"63395";"A025403";"T001139";"GM1696";"2018JJ00";"    1064";"    23.0"
"63396";"A025403";"T001139";"GM1696";"2019JJ00";"    1060";"    22.3"
"63397";"A025403";"T001139";"GM1696";"2020JJ00";"    1058";"    21.6"
"63398";"A025403";"T001139";"GM1696";"2021JJ00";"    1042";"    20.9"
"63399";"A025403";"T001139";"GM1696";"2022JJ00";"     973";"    19.2"
"63400";"A025403";"T001139";"GM0352";"2018JJ00";"     918";"    22.1"
"63401";"A025403";"T001139";"GM0352";"2019JJ00";"     943";"    21.7"
"63402";"A025403";"T001139";"GM0352";"2020JJ00";"     930";"    20.4"
"63403";"A025403";"T001139";"GM0352";"2021JJ00";"     927";"    20.1"
"63404";"A025403";"T001139";"GM0352";"2022JJ00";"     847";"    18.0"
"63405";"A025403";"T001139";"GM0053";"2018JJ00";"     783";"    22.6"
"63406";"A025403";"T001139";"GM0053";"2019JJ00";"";"       ."
"63407";"A025403";"T001139";"GM0053";"2020JJ00";"";"       ."
"63408";"A025403";"T001139";"GM0053";"2021JJ00";"";"       ."
"63409";"A025403";"T001139";"GM0053";"2022JJ00";"";"       ."
"63410";"A025403";"T001139";"GM0294";"2018JJ00";"     825";"    24.5"
"63411";"A025403";"T001139";"GM0294";"2019JJ00";"     830";"    23.7"
"63412";"A025403";"T001139";"GM0294";"2020JJ00";"     825";"    22.4"
"63413";"A025403";"T001139";"GM0294";"2021JJ00";"     817";"    21.5"
"63414";"A025403";"T001139";"GM0294";"2022JJ00";"     764";"    19.4"
"63415";"A025403";"T001139";"GM0873";"2018JJ00";"     839";"    23.0"
"63416";"A025403";"T001139";"GM0873";"2019JJ00";"     857";"    22.6"
"63417";"A025403";"T001139";"GM0873";"2020JJ00";"     870";"    21.6"
"63418";"A025403";"T001139";"GM0873";"2021JJ00";"     860";"    21.1"
"63419";"A025403";"T001139";"GM0873";"2022JJ00";"     796";"    19.0"
"63420";"A025403";"T001139";"GM0632";"2018JJ00";"     934";"    21.4"
"63421";"A025403";"T001139";"GM0632";"2019JJ00";"     950";"    20.9"
"63422";"A025403";"T001139";"GM0632";"2020JJ00";"     922";"    19.7"
"63423";"A025403";"T001139";"GM0632";"2021JJ00";"     948";"    19.6"
"63424";"A025403";"T001139";"GM0632";"2022JJ00";"     872";"    17.4"
"63425";"A025403";"T001139";"GM0880";"2018JJ00";"     881";"    21.5"
"63426";"A025403";"T001139";"GM0880";"2019JJ00";"     911";"    21.3"
"63427";"A025403";"T001139";"GM0880";"2020JJ00";"     922";"    20.4"
"63428";"A025403";"T001139";"GM0880";"2021JJ00";"     927";"    20.2"
"63429";"A025403";"T001139";"GM0880";"2022JJ00";"     847";"    18.0"
"63430";"A025403";"T001139";"GM0351";"2018JJ00";"     913";"    22.1"
"63431";"A025403";"T001139";"GM0351";"2019JJ00";"     958";"    21.7"
"63432";"A025403";"T001139";"GM0351";"2020JJ00";"     972";"    20.8"
"63433";"A025403";"T001139";"GM0351";"2021JJ00";"     990";"    20.5"
"63434";"A025403";"T001139";"GM0351";"2022JJ00";"     893";"    18.3"
"63435";"A025403";"T001139";"GM0874";"2018JJ00";"     924";"    22.7"
"63436";"A025403";"T001139";"GM0874";"2019JJ00";"";"       ."
"63437";"A025403";"T001139";"GM0874";"2020JJ00";"";"       ."
"63438";"A025403";"T001139";"GM0874";"2021JJ00";"";"       ."
"63439";"A025403";"T001139";"GM0874";"2022JJ00";"";"       ."
"63440";"A025403";"T001139";"GM0479";"2018JJ00";"     891";"    23.1"
"63441";"A025403";"T001139";"GM0479";"2019JJ00";"     912";"    22.7"
"63442";"A025403";"T001139";"GM0479";"2020JJ00";"     893";"    21.5"
"63443";"A025403";"T001139";"GM0479";"2021JJ00";"     967";"    21.5"
"63444";"A025403";"T001139";"GM0479";"2022JJ00";"     845";"    18.8"
"63445";"A025403";"T001139";"GM0297";"2018JJ00";"     946";"    22.8"
"63446";"A025403";"T001139";"GM0297";"2019JJ00";"     928";"    22.2"
"63447";"A025403";"T001139";"GM0297";"2020JJ00";"     915";"    21.2"
"63448";"A025403";"T001139";"GM0297";"2021JJ00";"     928";"    20.8"
"63449";"A025403";"T001139";"GM0297";"2022JJ00";"     877";"    18.7"
"63450";"A025403";"T001139";"GM0473";"2018JJ00";"     997";"    25.1"
"63451";"A025403";"T001139";"GM0473";"2019JJ00";"    1012";"    24.9"
"63452";"A025403";"T001139";"GM0473";"2020JJ00";"    1013";"    24.0"
"63453";"A025403";"T001139";"GM0473";"2021JJ00";"    1036";"    23.6"
"63454";"A025403";"T001139";"GM0473";"2022JJ00";"     913";"    20.9"
"63455";"A025403";"T001139";"GM0707";"2018JJ00";"     879";"    21.4"
"63456";"A025403";"T001139";"GM0707";"2019JJ00";"";"       ."
"63457";"A025403";"T001139";"GM0707";"2020JJ00";"";"       ."
"63458";"A025403";"T001139";"GM0707";"2021JJ00";"";"       ."
"63459";"A025403";"T001139";"GM0707";"2022JJ00";"";"       ."
"63460";"A025403";"T001139";"GM0050";"2018JJ00";"     957";"    22.8"
"63461";"A025403";"T001139";"GM0050";"2019JJ00";"     966";"    22.3"
"63462";"A025403";"T001139";"GM0050";"2020JJ00";"     946";"    21.3"
"63463";"A025403";"T001139";"GM0050";"2021JJ00";"     962";"    21.1"
"63464";"A025403";"T001139";"GM0050";"2022JJ00";"     893";"    18.7"
